SOURCE_ID,phot_g_mean_mag,bp_rp,star_type
4322991137279981056,16.64518,5.91901,CEP
4684364462875141248,15.720099,0.68690777,CEP
4684369749977673472,17.295284,0.74150467,CEP
4256464464696335616,10.05173,1.9852571,CEP
4256467552765653376,12.380125,3.9361553,CEP
4323010997209128320,15.448857,4.6059,CEP
4684386345732125696,17.326073,0.61956406,CEP
4684416998914418816,14.92013,1.4213266,CEP
4684545126380271488,15.988434,0.55581284,CEP
4684561550335142912,17.378471,0.72432137,CEP
4684563367106599168,17.48391,0.47167015,CEP
4684575186856021760,18.141005,0.8933945,CEP
4684579451758816640,17.280191,0.7437973,CEP
4684583398833939200,18.380335,0.65374947,CEP
4684632537554457472,15.840438,1.8653736,CEP
4684647003004289920,18.473068,0.67798615,CEP
4684652118310533888,16.750778,0.9435139,CEP
4684657998120442112,17.148552,0.55041313,CEP
4684672188692695680,17.137955,0.5822735,CEP
2072235820984829312,14.274974,1.4078083,CEP
4684705101027717248,17.646528,0.4362278,CEP
4684719811289723008,17.207636,0.5600662,CEP
4684721975953233664,16.748285,0.7892952,CEP
4684724960955368192,15.512998,1.8458433,CEP
4684741561009426432,17.704021,0.64827347,CEP
4684743691313211648,16.97093,0.593235,CEP
4684750391462226944,17.78587,0.56804657,CEP
4684751868934484096,16.210709,0.68288326,CEP
4684755682861893888,17.276329,0.6528702,CEP
5794141199935492736,10.235624,1.9186707,CEP
5952076974332556672,14.079005,1.2433634,CEP
4684762103834050432,17.571066,0.64824677,CEP
4684763065907055744,17.354088,0.65211487,CEP
4684767880571841792,17.66028,0.56404305,CEP
4684770869866873856,16.970987,0.5901184,CEP
4684771827640350080,17.681679,0.65398216,CEP
4684781448365322240,17.250338,0.46783447,CEP
4684794062682234496,17.791458,0.6527405,CEP
4684794711224525440,17.70418,0.80927086,CEP
4684794956043501824,17.21903,0.75390816,CEP
4684803752137345920,16.45504,0.5438976,CEP
4684803850913653504,17.709206,0.7102337,CEP
4684814193198790144,17.198935,0.6438637,CEP
5794218131388437248,15.517186,0.7780838,CEP
5783502153619175040,17.606731,1.1070118,CEP
4684819935575667328,17.89676,0.66049767,CEP
4684821889774958592,18.201351,0.6163883,CEP
4684824707279136256,17.848879,0.61011887,CEP
4684826979320250880,16.915466,0.60883904,CEP
4684828211973161856,18.490881,0.62729645,CEP
4684829899897839104,17.040329,0.7383213,CEP
4684833542030216448,17.368057,0.44584846,CEP
4684835981572776448,16.773209,0.63269615,CEP
4684846804890204160,16.824566,0.5389843,CEP
4684847075466081024,18.00447,0.63515854,CEP
4684847178545284864,17.23579,0.5353241,CEP
4684849794187435776,14.086438,0.79076767,CEP
4684850790619775232,15.33042,0.6593132,CEP
4684850824979560960,17.480822,0.63004684,CEP
4684852783484779776,16.807215,0.54792786,CEP
4684852989643194112,16.866497,0.4369526,CEP
4684855188666372864,17.080076,0.69571304,CEP
4684855463544305920,17.642323,0.5575161,CEP
4323101432055758976,16.929518,3.985444,CEP
2072329902270080128,13.593479,1.4194536,CEP
4684858208026488576,17.391787,0.35878754,CEP
4684859032660348160,17.379839,0.58508873,CEP
4684859616775792256,17.389196,0.55176544,CEP
4684862060613990144,16.832834,0.88274,CEP
4684862399914781440,18.508375,0.6852398,CEP
4684863400643742464,16.173815,0.6077347,CEP
4684863808658981504,17.81502,0.5905571,CEP
4684866969755021696,18.061039,0.5737629,CEP
4684867420733104000,17.56628,0.655735,CEP
4684869104360260352,15.894207,0.70230484,CEP
4684869482317378176,15.77781,0.6145859,CEP
4685056296206917120,16.8492,0.56965065,CEP
4685065706478491648,17.514967,0.53344727,CEP
4685118349894560128,17.028357,0.48553467,CEP
5784151690114288640,15.608991,1.2358599,CEP
4685201049488750080,17.554754,0.63576317,CEP
4685261526923834496,14.767036,0.8440151,CEP
4685307049280570112,17.793089,0.6383381,CEP
4685319388725854592,17.004244,0.8453522,CEP
4685330486921298560,17.947111,0.5893116,CEP
4685355187276682240,17.302818,0.4670124,CEP
816621343378402816,14.403384,0.9546213,CEP
5868204509376644736,15.889596,4.3299036,CEP
4055941787523355648,15.199242,1.9565,CEP
2072446725377780352,14.361756,1.593751,CEP
4685361754282850176,16.78626,0.64408493,CEP
4685366663427972096,17.029116,0.7301636,CEP
4685374123788978816,17.675877,0.73524475,CEP
4685375974915843072,17.68871,0.48924828,CEP
4685386523356811648,17.9326,0.75657463,CEP
4685386935689079680,17.228954,0.6229706,CEP
4685393433962182784,18.29603,0.7263031,CEP
4685401091887167872,18.109474,0.77078056,CEP
4685401504204042752,17.37627,0.608757,CEP
4685404596580525440,17.170649,0.5795841,CEP
4685415488619934464,17.720943,0.6379852,CEP
4685419787881051136,16.440918,0.7944584,CEP
4685420745659963392,18.125336,0.5939598,CEP
4685422326208020480,18.005144,0.60900116,CEP
4685422502300737920,17.722221,0.6854553,CEP
4685428309095990272,16.483377,0.6395588,CEP
4685429129436320000,17.62715,0.64357185,CEP
4685429266875240192,18.160946,0.67347336,CEP
4685429477327078784,17.124851,0.7166443,CEP
4685429992723129472,18.122974,0.5366936,CEP
4685430847423259904,16.759167,0.5904732,CEP
4685431195313922432,15.937956,0.7313709,CEP
4685452773232381824,17.482187,0.60456085,CEP
4685459709598370176,18.188913,0.6164894,CEP
4685465344595591040,17.010931,0.68037605,CEP
4685467341766144000,18.13475,0.72325325,CEP
4685471980326608384,17.49562,0.55851936,CEP
4685476580236817664,17.781147,0.6900215,CEP
4685477404870580480,17.842981,0.51950455,CEP
4685480875204165888,17.507204,0.6324291,CEP
4685483731357044608,17.057825,0.582037,CEP
4685485101453146496,17.326069,0.8110466,CEP
4685490878186792064,17.976068,0.6758461,CEP
4685493897545149568,17.685429,0.811327,CEP
4685494550380136448,17.566053,0.44491577,CEP
4685495929064147840,17.593548,0.6293678,CEP
4685496478819950720,17.560583,0.65913963,CEP
4685498918361391232,17.302233,0.62067604,CEP
4685505545489387648,18.046818,0.59477997,CEP
4685506649303491072,18.059351,0.7533989,CEP
4685512249940814976,17.421926,0.61011314,CEP
5868220486657020288,14.159412,3.3782053,CEP
4685513864848492160,17.348063,0.7224064,CEP
4685524344568680832,17.195787,0.6350708,CEP
4685524653806312576,18.007496,0.6784973,CEP
4685529876486516480,17.63057,0.58935165,CEP
4685529876486701312,16.802052,0.7866249,CEP
4685531177857238656,17.825611,0.58974457,CEP
4685533479960089088,18.086264,0.7192898,CEP
4685533999655103744,17.101435,0.75647354,CEP
4685535747699772032,16.490358,0.8055744,CEP
4685536984650400128,17.76624,0.74970055,CEP
4685537401269141760,17.272291,0.55864906,CEP
4685538225904441984,18.04122,0.82580566,CEP
4685539389831933440,18.118057,0.6426563,CEP
4685542589592599168,17.702768,0.75522995,CEP
4685543139346956928,18.293505,0.74630356,CEP
4685544307579481856,17.212296,0.6685295,CEP
4685545574591766912,17.478277,0.815876,CEP
4685546197365055232,18.064507,0.6449585,CEP
4685546334802503168,16.91335,0.66280365,CEP
4685546884559630720,17.82594,0.7109909,CEP
4685547709191653760,16.006927,0.5008335,CEP
4685551007726331008,17.451044,0.44207382,CEP
4685553614772587392,17.513424,0.6308174,CEP
4685554752937793280,17.213692,0.649456,CEP
4685555405772812416,17.59973,0.6028328,CEP
4177464412488484096,16.375118,1.8158569,CEP
5868229935585874688,15.382243,3.465229,CEP
4685558596933324928,17.574787,0.63430405,CEP
4685559219705850752,17.048937,0.839777,CEP
4685559769460036608,17.747747,0.60702896,CEP
4685561899763843072,15.452982,0.78929996,CEP
4685563239793544448,17.501953,0.72429657,CEP
4685563338577269248,18.120687,0.6608963,CEP
4685565851127066880,17.225021,0.65229225,CEP
4685566430953801216,16.6549,0.6276531,CEP
4685566881925595392,16.081661,0.9090748,CEP
4685567775278777472,17.557219,0.66767883,CEP
4685568183296790400,17.614422,0.7072849,CEP
4685569836863197312,16.792858,0.60853004,CEP
4685572276404451200,18.037228,0.6264515,CEP
4685572340825400320,16.863205,0.7799511,CEP
4685572723081041280,17.846096,0.6644726,CEP
4685575162634035968,17.256193,0.64248085,CEP
4685578422503602688,17.844658,0.7253132,CEP
4685584194940261760,17.478172,0.77542114,CEP
4685584680281295104,16.925234,0.7138138,CEP
4685584950855227264,17.843575,0.8102932,CEP
4685585230036702848,18.0479,0.65828705,CEP
4685587154193880960,15.289227,0.7800131,CEP
4685588043231643264,17.78937,0.6297226,CEP
4685589799893675648,16.61045,0.77161026,CEP
4685590383997642368,17.150192,0.43045807,CEP
4685592922312947200,16.718807,0.49768066,CEP
4685593472069968640,16.653095,0.8628788,CEP
4685596083414749824,18.404371,0.5158882,CEP
4685597118487477376,17.19605,0.6459236,CEP
4685597354721418112,17.550697,0.61844444,CEP
4685597874420778752,17.206125,0.7348995,CEP
4685599111371303552,17.35687,0.49363708,CEP
4685599656823261440,16.650331,0.793663,CEP
4685600069140671872,17.671017,0.885128,CEP
4685602336884439168,17.94792,0.5843544,CEP
4685603333317568000,17.99075,0.7703705,CEP
4685603475058479104,18.158846,0.6150589,CEP
4685603676915379200,17.584639,0.753912,CEP
4685603883073967744,17.764822,0.5052872,CEP
4685604024813840896,17.620592,0.59290314,CEP
4685606116456852352,17.433577,0.5505657,CEP
4685607593925806080,17.553371,0.64364433,CEP
4685607593925880960,17.495342,0.47672844,CEP
4685608044914600448,17.479939,0.64455223,CEP
4685608147982216064,16.68461,0.84885025,CEP
4685609900340324736,17.092836,0.4713936,CEP
4685612649092480000,17.430748,0.504755,CEP
4685612954043511424,17.263565,0.76543045,CEP
4685613748621583744,17.474285,0.7611618,CEP
4685615427946114048,17.025879,0.6619854,CEP
4685616428681141504,16.31068,0.7293978,CEP
4685616840980475264,17.57924,0.7979412,CEP
4055948487672826368,16.986984,3.9244757,CEP
4503709136195254784,13.875596,1.3764858,CEP
4055951373897138432,14.466049,3.1121922,CEP
4077866736603178880,15.053136,1.8324175,CEP
5868319477059036160,17.37061,5.1537237,CEP
898874021546560384,11.350352,0.8586035,CEP
5243891567884690688,15.446032,1.1718321,CEP
4041418853821880576,15.4229765,1.5419617,CEP
4322349503525785600,15.611505,4.6213093,CEP
4322359124252493312,15.959642,5.3227205,CEP
3129504628628054144,14.452068,1.0723257,CEP
5244228671278450944,17.791275,1.2639294,CEP
4322416127059711872,15.988071,4.8132057,CEP
4322428359126720896,15.354563,3.5486832,CEP
4041441526919657728,14.605815,1.7465706,CEP
187152001632012800,13.906975,1.9859438,CEP
4041451903558058752,15.095944,1.4147415,CEP
187324728037490048,13.117223,1.9649315,CEP
5891814494360444288,14.651052,1.9238663,CEP
4041458951606787968,14.655748,1.4274883,CEP
4041459673205637248,15.580926,1.5890293,CEP
187569128855548800,13.473861,1.8437548,CEP
4951452879691733632,12.054216,1.6538258,CEP
4041469259577608960,13.179084,1.5844879,CEP
3130157223136461312,14.21709,2.9789076,CEP
3130216253167027712,15.997496,2.6153069,CEP
4055973840843342976,17.779606,2.7862682,CEP
5867740962142358016,14.201758,3.7834969,CEP
6053754135970112256,17.832327,4.303652,CEP
6053765410301929600,16.626028,3.295949,CEP
6053765479021456128,16.670294,3.526948,CEP
5892005431415814016,13.415861,2.9305725,CEP
6053783582268520704,18.224669,4.4831886,CEP
5959387283575310336,13.53229,2.0829906,CEP
4055978552456322048,16.31924,2.8947306,CEP
4055979029142065920,14.86427,3.64882,CEP
6053803034218464384,15.354872,3.263486,CEP
4052774575604865152,12.920673,1.7841063,CEP
5925021596603529216,14.410037,1.6348352,CEP
5959453494783774592,15.289453,2.1243668,CEP
4161479334488856320,12.577948,1.652276,CEP
4041607209727377024,15.503832,1.7619352,CEP
6053942981414181504,15.846012,4.2077875,CEP
4041630131889327872,13.911257,2.008891,CEP
6053973561557333888,16.84989,2.9677372,CEP
6053973561601807360,17.29216,3.0368423,CEP
6782342599835461248,15.03552,0.77276707,CEP
6054027231517224576,15.425611,1.7585764,CEP
2089208775815028224,11.325954,0.55738735,CEP
4256556097804323456,15.778352,2.9951792,CEP
4041662563115507968,14.484876,2.1811657,CEP
4062250540386015488,12.778901,1.7570171,CEP
4256607740489330304,12.932684,3.9714813,CEP
1824960745472142464,14.584886,1.771841,CEP
2003196699901500928,16.354399,1.035202,CEP
4256616777100386304,11.839467,2.979826,CEP
4129242894819676416,13.151049,1.1720209,CEP
6786226555939312256,14.322014,0.7222204,CEP
4041690364529590144,7.4897914,2.0445318,CEP
4050637674734559872,15.0672865,1.0775948,CEP
4056428355773620608,18.27455,4.755707,CEP
4256654164826854784,17.094093,5.2523613,CEP
4256655397447716992,12.785924,3.5303268,CEP
4056432547662574080,18.623634,3.4384117,CEP
4062283667519527936,13.081815,1.8880644,CEP
4056433406709563392,17.875322,3.1087055,CEP
4056433986450201216,18.662289,4.257534,CEP
4062292601057354112,14.347591,2.0393896,CEP
2339024075412307072,15.626964,0.54535484,CEP
4062297888106853888,13.917773,1.4905338,CEP
5237085144258188160,14.637631,2.1046238,CEP
6790999879512924800,16.222267,0.57262707,CEP
4256740751371777408,11.178543,2.8055887,CEP
4256744187345732224,9.899057,2.149066,CEP
4056439969420311552,16.708887,3.5757523,CEP
4056442232778260480,16.017988,2.9983158,CEP
5935901715187592704,15.552939,1.1924429,CEP
5237294738660182912,16.558176,2.058998,CEP
4062339325947545216,15.314569,2.5288277,CEP
4056450552223178240,15.719186,2.9087305,CEP
4122383415422201088,12.746641,1.5408659,CEP
4338703502028384000,15.872654,0.9688654,CEP
6055100659757768448,14.410694,2.8422174,CEP
4056455289470689920,15.845311,3.231638,CEP
2058664553270235392,16.556402,3.26151,CEP
4042507095498604160,14.998836,2.5769825,CEP
6055125982885000576,12.925123,3.5208588,CEP
6055128495460861056,18.324747,5.055517,CEP
4042508053191562368,13.32898,2.2327805,CEP
6055155880172571008,17.539494,5.7171307,CEP
2058712656900550272,15.819041,4.3161697,CEP
2058724304851958016,16.988575,4.2805653,CEP
4042522248149253760,16.223467,1.7030125,CEP
4056460619586694912,16.29818,3.644681,CEP
4118880444421011712,16.908772,1.9786625,CEP
2058781719977051392,16.262165,4.114168,CEP
2058788351406525824,15.227261,3.9817162,CEP
2058807249262867328,18.280634,3.687193,CEP
2058811471197043200,17.577131,3.7561016,CEP
4056461478623363968,15.80615,3.207696,CEP
4056461542942924544,16.229696,3.299099,CEP
2058817140554449664,15.940092,3.0892391,CEP
4045113552154053632,11.978765,1.8818235,CEP
2058835870926145408,16.190054,3.3267698,CEP
2058857380129393152,15.371911,3.6138887,CEP
4258175403559021824,12.6844225,2.9613914,CEP
2058874388200159872,11.564838,2.1324825,CEP
6055448178465709312,13.415589,3.5308304,CEP
2058895313281315840,11.680613,2.6072092,CEP
6055482435125702016,14.687575,2.2499495,CEP
4045253297571203968,12.658385,1.2236567,CEP
6055588297466086912,17.567423,3.395033,CEP
5602077301899527680,11.0976715,1.2335081,CEP
4258250788823152000,13.200932,3.5937223,CEP
2059001995949587840,12.2041445,2.4701176,CEP
4258272611585603072,15.979987,6.3608093,CEP
4077588418358577024,13.163397,1.1509027,CEP
4077588452718318080,12.324228,1.1257715,CEP
2059035466654739968,16.040384,2.9104443,CEP
5602144170265728384,13.930802,1.0654917,CEP
2165006259882192128,18.031054,3.5657482,CEP
4258387166927035392,13.768132,4.2775745,CEP
4258436301367796480,8.713349,2.2754989,CEP
2046651461017787520,17.549124,1.5013599,CEP
4258464094075919104,12.498404,3.8413782,CEP
4258483889607194752,15.719243,5.952196,CEP
4056478521009796224,13.888288,1.8772354,CEP
6053262933495984256,15.527326,2.1518373,CEP
6053270419577278720,12.473083,1.529561,CEP
4323162042636078720,13.571032,2.9377222,CEP
2211866788315601792,18.022646,2.6917973,CEP
2165289452851876352,16.833048,2.6541996,CEP
2165293953981137152,15.84138,2.691989,CEP
2165305357101041152,14.982963,2.8684816,CEP
4056483090856524928,15.383991,2.2034578,CEP
2165367449460199040,16.132746,3.6031456,CEP
2539059492869060608,18.618122,1.1520195,CEP
4323263953611093248,17.268951,4.309269,CEP
6053310276871848704,17.95574,3.0422878,CEP
6053310693537078656,15.611338,3.2161856,CEP
6037442713485254272,10.697288,1.2556143,CEP
4182258424922051456,19.423206,1.4213314,CEP
6053345671753350016,15.483851,2.8904066,CEP
4323347722662858240,14.216903,4.1930866,CEP
4323350334005586048,13.5855055,3.5395947,CEP
2213284887737841664,13.42052,1.9452047,CEP
4313299011015682688,18.42434,4.767313,CEP
1981367545804985088,11.9585705,1.8178654,CEP
4088484892145626240,14.522679,1.1914864,CEP
4088537290748969344,15.608984,1.3347731,CEP
4323381876247688704,17.29963,4.657646,CEP
4323381906277168256,12.490611,2.5534868,CEP
6053404048952606592,14.381753,1.9890404,CEP
4056497242712523904,15.647659,2.0030622,CEP
4323401426935000960,15.491487,4.878277,CEP
4313323578255926272,15.619141,1.872303,CEP
4323422695617473664,17.023619,3.6816874,CEP
4323424619763259904,16.98474,4.6851416,CEP
4323429086529218944,14.588356,3.53895,CEP
4323429292688466560,17.42239,5.0444593,CEP
5202060746784556032,18.288105,0.9343033,CEP
4323441662195363712,12.92747,2.8392916,CEP
6053426966900274688,16.808655,2.384634,CEP
6053428684887800320,11.385407,1.9698029,CEP
4056500098934807936,15.322641,2.769969,CEP
4056500133294354304,15.438598,2.551384,CEP
5422477922959825792,15.444394,2.5226526,CEP
6075435547504769792,18.507957,1.6659031,CEP
6243098323268545152,13.654053,1.1856174,CEP
5864639514713019392,14.075575,1.5106668,CEP
5864645115343624832,16.618757,4.204913,CEP
5398152190263770112,15.961248,0.46684647,CEP
4056512365299978624,14.836327,2.2272186,CEP
6244421207555427456,15.221512,0.9740734,CEP
510379695463740672,15.37839,1.8947077,CEP
4056516518531646464,14.388255,1.9124146,CEP
4240712689306200832,16.449211,1.2030678,CEP
4506239181160199424,13.541959,1.0631123,CEP
4111218875639075712,13.701712,1.7976532,CEP
4056518893718964736,14.799534,2.1055975,CEP
510584788742165760,11.382242,2.013404,CEP
510613960158857344,13.974109,1.5041771,CEP
1303409157136772096,14.738008,0.62479687,CEP
3018233536497752320,13.788407,1.5757751,CEP
510852725982463232,11.645364,2.1228094,CEP
510907323601978752,12.612735,2.3296623,CEP
1306279466601099904,9.831249,1.0864687,CEP
511003320409595264,13.163741,2.37471,CEP
5617316606087829888,12.882787,1.2550802,CEP
511048061089677568,11.671508,2.1802187,CEP
4037389070656627840,15.348683,1.0312004,CEP
2566712729998492928,15.678165,0.72012997,CEP
511226491219235840,9.897107,1.7285395,CEP
4112037938717865600,12.253864,1.5837564,CEP
5617472393140146560,17.117094,1.5232544,CEP
4112083534092441728,12.133533,1.1975555,CEP
5896036034879202048,14.605164,2.8907871,CEP
4527596850906132352,10.172406,0.7415495,CEP
5896071081804972672,13.413154,1.6228313,CEP
5896072250036106112,15.363159,1.4033384,CEP
4121845032680276096,13.308455,1.764885,CEP
4121873452554334720,15.399159,1.5575943,CEP
4121890112659829504,16.380562,1.7006807,CEP
5836231845180574592,14.958949,1.8827362,CEP
5617745003307988608,14.508795,2.0157843,CEP
4529105346500347264,7.1606226,0.9725208,CEP
4512885247948565376,15.669858,1.848072,CEP
5332618204907438336,14.046306,2.0285664,CEP
4512950187838606464,14.5826645,1.8298435,CEP
6029836704459785216,17.269209,1.6396809,CEP
5332687199252229248,16.79092,2.5293741,CEP
4512960358321766656,15.06045,1.5879755,CEP
5332722383625934976,16.619856,3.1203098,CEP
4064657543138360960,12.858366,1.5874109,CEP
6031320868948118272,13.09608,1.159811,CEP
4589021819605331712,12.274763,1.92939,CEP
4589034532709089664,11.989257,0.88332653,CEP
5917521862152617472,12.873198,1.2530432,CEP
4118384800870181632,12.903309,1.7198286,CEP
4118386729430421504,15.768159,1.4388161,CEP
6854707988411248896,15.74877,0.5926466,CEP
4059224482632290944,17.030655,2.1498213,CEP
4059227403210880768,16.559874,1.908637,CEP
5833285944254235008,17.673027,1.9350681,CEP
6073289369519698048,18.195784,1.2881203,CEP
5489639219918280960,16.319645,0.903038,CEP
6073329329911803136,13.697332,1.3160276,CEP
4059246640253700608,15.430332,1.5113258,CEP
6719576768112249472,15.031927,0.77630806,CEP
6719706716641768448,15.7523985,0.91377354,CEP
4120454876433552128,14.434675,2.0217857,CEP
5949856918579324032,18.010397,1.8020821,CEP
4059795021680759808,15.602059,2.6917524,CEP
4059290212829207680,14.826958,2.1559324,CEP
2024511282602966912,15.042467,2.3641872,CEP
4096399898469210368,16.9343,4.2860937,CEP
4059838284989565184,14.67258,2.412754,CEP
5934736159800681984,15.792043,3.4613714,CEP
6711838061674876032,12.4501915,1.0470381,CEP
5958247979007450624,15.728421,1.1206055,CEP
5958267083020200448,15.311596,0.8859415,CEP
3108952930940276992,11.541953,1.0827951,CEP
5958329106699082624,14.05016,1.5981426,CEP
5698193623413812352,12.121333,0.8733568,CEP
5861614036717041536,14.440166,2.4522867,CEP
5861618744001036544,14.621817,2.2224007,CEP
4265737569670452736,17.267914,1.8067455,CEP
4205168673847756032,13.501156,2.4337034,CEP
1807502046984231296,19.190563,1.7120914,CEP
5861641696308913280,16.759686,2.3718548,CEP
5861648327739540736,14.743773,2.0323505,CEP
565137161224290944,16.033548,0.84266186,CEP
4058304741113819648,14.60744,2.632018,CEP
5698636279917579520,10.436751,1.1611195,CEP
5850897577839716480,20.015385,1.8033943,CEP
4040249175273175936,13.789815,2.0951958,CEP
4041091538617243008,16.721273,2.3080292,CEP
2021147807811087744,13.420625,2.681529,CEP
2021149938115539968,16.509975,3.3024282,CEP
2021203126994029568,18.022167,3.4807072,CEP
2021210892295576192,15.652812,3.1352053,CEP
4041107790775862272,10.312113,1.5749741,CEP
2021220096357722368,16.832277,3.2129974,CEP
6059594093241906688,15.828463,1.4155359,CEP
2021233874612007168,16.93327,2.9064894,CEP
5829209397452838144,15.204524,0.5423708,CEP
5829232354047904256,7.8494835,0.8946023,CEP
2007742974331435776,14.751067,1.8690815,CEP
2021258789747012480,15.600741,2.9761152,CEP
4058339130868882176,15.794225,2.808076,CEP
2007759089047681280,15.129526,1.6706429,CEP
2021269784865543296,18.128239,3.5046597,CEP
6059635702888301952,8.119241,1.1169872,CEP
4058348687165261824,17.882355,3.1720772,CEP
5335990510182042880,16.417402,1.8076382,CEP
5335999684193176576,16.071201,2.6144218,CEP
2007976276949734400,17.168236,3.3372602,CEP
2007997408188526336,10.695987,1.7625523,CEP
2008006376080675456,16.028543,2.9444418,CEP
2008008197141998080,19.556538,2.51223,CEP
2008121927881687168,16.338055,2.0860949,CEP
4041168955519718784,16.829153,2.126893,CEP
2008283006328679680,15.041874,3.1599617,CEP
4041171081413057408,16.074102,2.4791222,CEP
5872361758500330240,12.409908,1.6986713,CEP
2008401238189381120,14.880454,2.3566837,CEP
6059764002146656128,8.171859,1.2912068,CEP
2008504454839717120,9.031693,1.8437576,CEP
2008548332226448768,15.035847,2.9452572,CEP
2008570391179169792,14.603913,2.5838375,CEP
2008577744163053696,11.082859,1.8259563,CEP
5872414848624226048,11.40437,1.4468203,CEP
5933135958069310464,18.368982,3.838173,CEP
5636850254779527168,12.644568,0.634882,CEP
5636886229425378560,15.684782,0.834836,CEP
3344577418076306944,14.974937,3.106906,CEP
6342363504332224384,16.564638,0.7361717,CEP
3345108374816959872,10.825556,2.0376797,CEP
2029911155968094592,13.040569,2.4841805,CEP
3345200802510707968,12.942875,1.7638149,CEP
3345254098763568768,9.534807,1.3893518,CEP
3345314498887223296,17.378496,1.3858166,CEP
3345362400659173888,14.178116,2.2111006,CEP
2029984891969850752,17.679445,3.7790756,CEP
5933203926010422400,17.629215,4.544094,CEP
2030002003130970368,14.572324,3.38336,CEP
4058397851645200896,17.582088,3.7106152,CEP
3346152674641007488,15.895182,2.721301,CEP
2030034541804569600,17.212763,3.980956,CEP
5626365410677889792,9.9511,1.4368734,CEP
2030036736506607616,12.526743,4.1849556,CEP
2030056806915235840,16.183813,3.68219,CEP
5638517217494030336,14.831057,1.0299006,CEP
4068425917476423424,17.01225,2.0590973,CEP
4068427253119433216,16.51745,2.2194147,CEP
4058405101550649856,16.65098,3.1086607,CEP
2030063919381336832,9.393191,1.6706905,CEP
2030069554379369344,16.696436,3.3406906,CEP
5337924173155362688,16.675325,3.5261707,CEP
3346584610911570176,8.051365,1.2974644,CEP
2030094327752121984,16.701744,4.0075617,CEP
4068437221832861952,14.528073,2.2621536,CEP
2030128270848802560,14.7961445,2.8347054,CEP
4058412355796916608,18.449018,3.766945,CEP
4058413970704760448,17.052643,3.0579252,CEP
2030198128528780160,15.565514,4.090214,CEP
5337958876494096256,12.407017,1.8783092,CEP
2030247503476809856,15.456169,3.823824,CEP
5871104471317710592,11.246931,0.817935,CEP
5933261611630468096,18.655178,3.99679,CEP
4332949139207466752,16.647144,1.1582603,CEP
5853544377279654656,16.878014,3.9161816,CEP
5337972379873541248,16.93844,4.292406,CEP
3339415417140734208,10.609664,1.4040699,CEP
4655043064742706944,15.552514,0.7334738,CEP
4655043683246347264,15.526261,0.8806572,CEP
4655044336081557632,15.914601,0.8614292,CEP
4655044542239886848,15.200543,0.87605953,CEP
4655044610959363328,14.589266,0.98250484,CEP
4655044920197036672,15.358356,0.74840164,CEP
2030270112186111232,15.977903,3.0094404,CEP
4655045779190252544,15.671641,0.84730625,CEP
4655046947421771648,16.32585,0.8796463,CEP
4655047943853555200,16.13781,0.75803185,CEP
4655048905926307840,15.886249,0.7731848,CEP
4655049146445019136,16.078056,0.86179733,CEP
4655049558732650752,15.892565,0.49229527,CEP
4655050791446270848,15.565903,0.96176624,CEP
4655050864433136896,15.842186,0.8157358,CEP
4655051238065997440,16.00686,0.8974161,CEP
4655051860865424256,15.623508,0.8403444,CEP
4655051998304348800,16.210558,0.8251934,CEP
4655053647571865856,15.872548,0.7664194,CEP
4655055571716981248,17.011343,1.0612984,CEP
4655056392026933632,17.561424,0.69098663,CEP
4655058178825273728,16.476164,0.79205704,CEP
4655058354855716224,17.105621,0.6705837,CEP
4655059007690700544,15.434007,0.76035976,CEP
4655059591807847424,16.139498,0.81038666,CEP
4655059729246799744,15.66696,0.6484909,CEP
4655059969764936448,15.622782,0.8878088,CEP
4655061034916589056,15.672241,0.72218895,CEP
4655061687751579392,15.131947,0.77795506,CEP
4655061756471420672,15.481688,0.8869543,CEP
4655062787263344896,15.914292,0.8135433,CEP
4655063818055345792,14.681688,1.0319643,CEP
4655064711408478336,16.024813,0.8238039,CEP
4655066047211792640,15.27079,0.89509964,CEP
4655069109456755072,16.432173,0.59355736,CEP
4333737385964345472,13.36072,1.5532179,CEP
4655069968449941504,15.9926405,0.7178993,CEP
4655072545430259200,15.209447,0.8065233,CEP
4655072579789975936,15.843469,0.7676611,CEP
5337988803830897792,16.893911,3.6859798,CEP
4655075809605226624,15.15504,0.7865391,CEP
4655078042989808896,15.286705,0.70085716,CEP
4655079791031390464,17.217773,0.85713196,CEP
4655080924926291072,15.543495,0.89240074,CEP
4655082372316649088,15.484293,0.85711193,CEP
4655083540547645568,15.703771,0.5922499,CEP
4655084193383209984,15.144946,0.7515354,CEP
4655087143993646720,16.511263,0.77044487,CEP
4655090614328367744,16.12266,0.5884361,CEP
4655091374544580736,14.98377,0.792922,CEP
4655099827067219200,15.605343,0.7719965,CEP
4655092435393911680,15.586782,0.68646145,CEP
4655093401794293760,14.222063,1.1130047,CEP
4655095051063298048,16.007753,0.53814316,CEP
4655097456245333504,15.911908,0.90897465,CEP
4058417264903016832,17.747702,3.2776299,CEP
4655106321059197440,15.889274,0.6381016,CEP
4655107381879225856,12.987266,1.1701508,CEP
4655110684745780224,16.057705,0.80242634,CEP
4655110989652004096,18.189861,0.63212013,CEP
4655113188675291136,15.755877,0.7657652,CEP
4655115048433701120,15.788837,0.84847164,CEP
4655115804347925120,15.384153,0.6903181,CEP
4655115873067349248,15.609558,0.67062473,CEP
4655116560262057216,13.454136,1.1216192,CEP
4655116968246698240,17.792116,0.564064,CEP
