X,Y,Distancia,LabelLinea,Linea,Nodo,Nombre,Package,Ruta,Sublinea,ObjectId
-666129.273762176,4496571.52839202,0,01,1,252,Doctor Fedriani (Avda. San Lázaro),540,111,110,687
-666129.273762176,4496571.52839202,7102,01,1,252,Doctor Fedriani (Avda. San Lázaro),540,112,110,688
-666129.273762176,4496571.52839202,2719,10,10,252,Doctor Fedriani (Avda. San Lázaro),540,1011,1010,689
-666129.273762176,4496571.52839202,5858,A2,102,252,Doctor Fedriani (Avda. San Lázaro),540,10211,10210,690
-666129.273762176,4496571.52839202,6231,A2,102,252,Doctor Fedriani (Avda. San Lázaro),540,10213,10211,691
-665668.581422509,4496195.69424619,800,01,1,253,Trabaj. Inmigrantes (Los Romeros),540,111,110,692
-669358.47279873,4493248.82962599,1785,43,43,254,Niculoso Pisano (Ronda de Tejares),540,4311,4310,693
-669457.522443741,4492995.50094077,2024,43,43,255,Ronda de Los Tejares (Turruñuelo),540,4311,4310,694
-668004.953503785,4493638.45465468,270,43,43,256,Canalejas (Gravina),540,4311,4310,695
-668004.953503785,4493638.45465468,2693,C5,121,256,Canalejas (Gravina),540,12111,12110,696
-665833.929572124,4495740.75512178,1883,11,11,257,C. Jorge de Montemayor,540,1112,1110,697
-663669.275397386,4498025.27247304,4448,12,12,258,Esparteros (Charolistas),540,1211,1210,698
-663669.275397386,4498025.27247304,2298,13,13,258,Esparteros (Charolistas),540,1312,1310,699
-663669.275397386,4498025.27247304,5669,A1,101,258,Esparteros (Charolistas),540,10111,10110,700
-663669.275397386,4498025.27247304,6074,A1,101,258,Esparteros (Charolistas),540,10113,10111,701
-664160.754878817,4498161.62143139,4899,12,12,259,Sembradores (Parque Bomberos),540,1211,1210,702
-664160.754878817,4498161.62143139,0,12,12,259,Sembradores (Parque Bomberos),540,1212,1210,703
-664160.754878817,4498161.62143139,2749,13,13,259,Sembradores (Parque Bomberos),540,1312,1310,704
-664160.754878817,4498161.62143139,6120,A1,101,259,Sembradores (Parque Bomberos),540,10111,10110,705
-664160.754878817,4498161.62143139,0,A1,101,259,Sembradores (Parque Bomberos),540,10112,10110,706
-664160.754878817,4498161.62143139,6525,A1,101,259,Sembradores (Parque Bomberos),540,10113,10111,707
-664160.754878817,4498161.62143139,0,A1,101,259,Sembradores (Parque Bomberos),540,10114,10111,708
-664355.987781006,4497948.81087818,875,03,3,260,Agricultores (Camino de Los Toros),540,312,310,709
-664355.987781006,4497948.81087818,3033,13,13,260,Agricultores (Camino de Los Toros),540,1312,1310,710
-664355.987781006,4497948.81087818,875,LN,72,260,Agricultores (Camino de Los Toros),540,7212,7210,711
-664355.987781006,4497948.81087818,2595,A1,101,260,Agricultores (Camino de Los Toros),540,10112,10110,712
-664355.987781006,4497948.81087818,2595,A1,101,260,Agricultores (Camino de Los Toros),540,10114,10111,713
-664100.401469542,4497793.75063961,1442,12,12,261,Camino de Los Toros (Mar Adriático),540,1212,1210,714
-664100.401469542,4497793.75063961,3274,C6A,108,261,Camino de Los Toros (Mar Adriático),540,10812,10810,715
-663862.756631729,4497615.70153315,1778,12,12,262,Cortijo Las Casillas (Mar Mediterraneo),540,1212,1210,716
-664204.334600427,4497355.31684823,2157,12,12,263,Avenida Pino Montano (Ronda Norte),540,1212,1210,717
-664204.334600427,4497355.31684823,4963,16,16,263,Avenida Pino Montano (Ronda Norte),540,1612,1610,718
-664456.68295073,4497028.64210971,2497,12,12,264,Avenida Pino Montano (San Diego),540,1212,1210,719
-664666.513211144,4496704.11604801,2804,12,12,265,Avenida Pino Montano (Sebastián Llano),540,1212,1210,720
-664811.053510407,4496436.80393906,3058,12,12,266,Avda. Pino Montano (Sta. Justa y Rufina),540,1212,1210,721
-664811.053510407,4496436.80393906,6434,16,16,266,Avda. Pino Montano (Sta. Justa y Rufina),540,1612,1610,722
-666164.254320289,4496693.95807002,309,14,14,267,Manuel Blasco Garzón,540,1412,1410,723
-665096.471497313,4495894.71587297,3544,12,12,268,Avenida Pino Montano (Ronda de Pío XII),540,1212,1210,724
-665096.471497313,4495894.71587297,6920,16,16,268,Avenida Pino Montano (Ronda de Pío XII),540,1612,1610,725
-664913.765767041,4496241.13578626,3233,12,12,269,Avda. Pino Montano (San Felipe Neri),540,1212,1210,726
-664686.8433339,4496391.36155208,2595,12,12,270,Alcalde Manuel del Valle (San Diego),540,1211,1210,727
-664686.8433339,4496391.36155208,3816,A1,101,270,Alcalde Manuel del Valle (San Diego),540,10111,10110,728
-664686.8433339,4496391.36155208,4221,A1,101,270,Alcalde Manuel del Valle (San Diego),540,10113,10111,729
-664652.181271982,4496688.07713177,2892,12,12,271,Avenida Pino Montano (Los Carteros),540,1211,1210,730
-664652.181271982,4496688.07713177,3107,15,15,271,Avenida Pino Montano (Los Carteros),540,1511,1510,731
-664652.181271982,4496688.07713177,4113,A1,101,271,Avenida Pino Montano (Los Carteros),540,10111,10110,732
-664652.181271982,4496688.07713177,4518,A1,101,271,Avenida Pino Montano (Los Carteros),540,10113,10111,733
-664440.811652254,4496969.2963977,3172,12,12,272,Avenida Pino Montano (San Diego),540,1211,1210,734
-664440.811652254,4496969.2963977,3387,15,15,272,Avenida Pino Montano (San Diego),540,1511,1510,735
-664440.811652254,4496969.2963977,4393,A1,101,272,Avenida Pino Montano (San Diego),540,10111,10110,736
-664440.811652254,4496969.2963977,4798,A1,101,272,Avenida Pino Montano (San Diego),540,10113,10111,737
-664184.163720202,4497345.15822608,3543,12,12,273,Avenida Pino Montano (Las Almenas),540,1211,1210,738
-664184.163720202,4497345.15822608,4908,16,16,273,Avenida Pino Montano (Las Almenas),540,1611,1610,739
-664184.163720202,4497345.15822608,4764,A1,101,273,Avenida Pino Montano (Las Almenas),540,10111,10110,740
-664184.163720202,4497345.15822608,5169,A1,101,273,Avenida Pino Montano (Las Almenas),540,10113,10111,741
-663843.647372092,4497571.32340783,3912,12,12,274,Cortijo Las Casillas (C. de Los Toros),540,1211,1210,742
-663843.647372092,4497571.32340783,5133,A1,101,274,Cortijo Las Casillas (C. de Los Toros),540,10111,10110,743
-663843.647372092,4497571.32340783,5538,A1,101,274,Cortijo Las Casillas (C. de Los Toros),540,10113,10111,744
-666102.096154902,4496039.05610745,1303,01,1,275,Dr. Leal Castaños (Avda. San Lázaro),540,111,110,745
-666102.096154902,4496039.05610745,8338,02,2,275,Dr. Leal Castaños (Avda. San Lázaro),540,212,210,746
-666102.096154902,4496039.05610745,5782,13,13,275,Dr. Leal Castaños (Avda. San Lázaro),540,1312,1310,747
-664916.738320271,4495262.84971559,4525,12,12,276,Carretera Carmona (Pedro de Mena),540,1212,1210,748
-664916.738320271,4495262.84971559,1976,15,15,276,Carretera Carmona (Pedro de Mena),540,1512,1510,749
-664916.738320271,4495262.84971559,6227,A1,101,276,Carretera Carmona (Pedro de Mena),540,10112,10110,750
-664916.738320271,4495262.84971559,6227,A1,101,276,Carretera Carmona (Pedro de Mena),540,10114,10111,751
-665231.138681695,4495120.12378891,4800,12,12,277,Carretera Carmona (Higuera de La Sierra),540,1212,1210,752
-665231.138681695,4495120.12378891,2251,15,15,277,Carretera Carmona (Higuera de La Sierra),540,1512,1510,753
-665231.138681695,4495120.12378891,6502,A1,101,277,Carretera Carmona (Higuera de La Sierra),540,10112,10110,754
-665231.138681695,4495120.12378891,6502,A1,101,277,Carretera Carmona (Higuera de La Sierra),540,10114,10111,755
-651498.483412347,4493216.76237105,12505,53,53,278,Ctra.A-3108 (Centro Insercion Social),540,5311,5310,756
-665342.980917686,4494648.12640543,3649,20,20,279,Arroyo (Pinzones),540,2012,2010,757
-665944.444779596,4494146.2181531,4291,20,20,280,Arroyo (José Laguillo),540,2012,2010,758
-666065.09850988,4494029.1631274,6265,24,24,281,Gonzalo Bilbao (Puerta Osario),540,2412,2410,759
-666065.09850988,4494029.1631274,8931,27,27,281,Gonzalo Bilbao (Puerta Osario),540,2712,2710,760
-666065.09850988,4494029.1631274,5545,32,32,281,Gonzalo Bilbao (Puerta Osario),540,3212,3210,761
-666065.09850988,4494029.1631274,6585,A8,110,281,Gonzalo Bilbao (Puerta Osario),540,11012,11010,762
-666065.09850988,4494029.1631274,6585,A8,110,281,Gonzalo Bilbao (Puerta Osario),540,11014,11011,763
-666005.594401529,4494349.33043174,488,15,15,282,María Auxiliadora (Dr. Relimpio),540,1511,1510,764
-666005.594401529,4494349.33043174,500,16,16,282,María Auxiliadora (Dr. Relimpio),540,1611,1610,765
-665857.869229369,4494249.91182709,704,20,20,283,Arroyo (Urquiza),540,2011,2010,766
-665857.869229369,4494249.91182709,2126,A8,110,283,Arroyo (Urquiza),540,11011,11010,767
-665857.869229369,4494249.91182709,2140,A8,110,283,Arroyo (Urquiza),540,11013,11011,768
-665372.387931534,4494606.96795501,1203,20,20,284,Arroyo (Pinzones),540,2011,2010,769
-665372.387931534,4494606.96795501,2625,A8,110,284,Arroyo (Pinzones),540,11011,11010,770
-665372.387931534,4494606.96795501,2639,A8,110,284,Arroyo (Pinzones),540,11013,11011,771
-666602.546362026,4494792.44951927,1690,C5,121,285,San Luis (Inocentes),540,12112,12110,772
-665259.377909557,4495074.15255159,1336,15,15,286,Carretera Carmona (Higuera de La Sierra),540,1511,1510,773
-664946.623072846,4495239.86375935,1620,15,15,287,Carretera Carmona (Pedro de Mena),540,1511,1510,774
-665621.126769612,4494818.64170821,984,15,15,288,Carretera Carmona (Centro de Salud),540,1511,1510,775
-661226.84694405,4496421.3000482,7208,28,28,289,Aux. Autovia Madrid (Hipermercado),540,2811,2810,776
-661226.84694405,4496421.3000482,7711,A8,110,289,Aux. Autovia Madrid (Hipermercado),540,11011,11010,777
-661226.84694405,4496421.3000482,7725,A8,110,289,Aux. Autovia Madrid (Hipermercado),540,11013,11011,778
-663487.7374531,4498391.01249608,1640,13,13,290,Garrochistas (Talabarteros),540,1312,1310,779
-664295.103567004,4493274.48350884,4302,24,24,291,Luis Montoto (Marqués de Nervión),540,2412,2410,780
-664295.103567004,4493274.48350884,6968,27,27,291,Luis Montoto (Marqués de Nervión),540,2712,2710,781
-664295.103567004,4493274.48350884,4406,A3,103,291,Luis Montoto (Marqués de Nervión),540,10312,10310,782
-664295.103567004,4493274.48350884,4406,A3,103,291,Luis Montoto (Marqués de Nervión),540,10314,10311,783
-664772.251098141,4493250.96744834,2733,21,21,292,Luis Montoto (Kansas City),540,2112,2110,784
-664772.251098141,4493250.96744834,4681,24,24,292,Luis Montoto (Kansas City),540,2412,2410,785
-664772.251098141,4493250.96744834,7347,27,27,292,Luis Montoto (Kansas City),540,2712,2710,786
-664772.251098141,4493250.96744834,4785,A3,103,292,Luis Montoto (Kansas City),540,10312,10310,787
-664772.251098141,4493250.96744834,4785,A3,103,292,Luis Montoto (Kansas City),540,10314,10311,788
-665005.330957408,4493458.33812975,2172,32,32,293,Kansas City (Céfiro),540,3211,3210,789
-665005.330957408,4493458.33812975,5230,C1,81,293,Kansas City (Céfiro),540,8111,8110,790
-665005.330957408,4493458.33812975,8761,EA,100,293,Kansas City (Céfiro),540,10012,10010,791
-665005.330957408,4493458.33812975,2244,A7,107,293,Kansas City (Céfiro),540,10712,10710,792
-665005.330957408,4493458.33812975,2244,A7,107,293,Kansas City (Céfiro),540,10714,10711,793
-665005.330957408,4493458.33812975,0,LS,127,293,Kansas City (Céfiro),540,12711,12710,794
-665005.330957408,4493458.33812975,9755,LS,127,293,Kansas City (Céfiro),540,12712,12710,795
-660783.777581839,4496632.47573866,7598,28,28,294,Aux. Autovia Madrid (Jardines del Edén),540,2811,2810,796
-660783.777581839,4496632.47573866,8101,A8,110,294,Aux. Autovia Madrid (Jardines del Edén),540,11011,11010,797
-660783.777581839,4496632.47573866,8115,A8,110,294,Aux. Autovia Madrid (Jardines del Edén),540,11013,11011,798
-665417.772420388,4492732.55863348,3921,05,5,295,Eduardo Dato (Colegio Porta Coeli),540,512,510,799
-665417.772420388,4492732.55863348,10118,A4,104,295,Eduardo Dato (Colegio Porta Coeli),540,10412,10410,800
-665417.772420388,4492732.55863348,10118,A4,104,295,Eduardo Dato (Colegio Porta Coeli),540,10414,10411,801
-665952.247730435,4492837.84165633,4354,05,5,296,Eduardo Dato (San Bernardo),540,512,510,802
-665952.247730435,4492837.84165633,10551,A4,104,296,Eduardo Dato (San Bernardo),540,10412,10410,803
-665952.247730435,4492837.84165633,10551,A4,104,296,Eduardo Dato (San Bernardo),540,10414,10411,804
-666441.285463363,4492875.25211845,4846,05,5,297,Menéndez Pelayo (Jardines de Murillo),540,512,510,805
-666441.285463363,4492875.25211845,6500,A3,103,297,Menéndez Pelayo (Jardines de Murillo),540,10312,10310,806
-666441.285463363,4492875.25211845,6500,A3,103,297,Menéndez Pelayo (Jardines de Murillo),540,10314,10311,807
-666441.285463363,4492875.25211845,11043,A4,104,297,Menéndez Pelayo (Jardines de Murillo),540,10412,10410,808
-666441.285463363,4492875.25211845,11043,A4,104,297,Menéndez Pelayo (Jardines de Murillo),540,10414,10411,809
-666441.285463363,4492875.25211845,7622,A8,110,297,Menéndez Pelayo (Jardines de Murillo),540,11012,11010,810
-666441.285463363,4492875.25211845,7622,A8,110,297,Menéndez Pelayo (Jardines de Murillo),540,11014,11011,811
-666441.285463363,4492875.25211845,3910,C5,121,297,Menéndez Pelayo (Jardines de Murillo),540,12112,12110,812
-663394.579826285,4498160.01731454,1990,13,13,298,Cortijo de Las Casillas,540,1312,1310,813
-663394.579826285,4498160.01731454,4528,C6B,109,298,Cortijo de Las Casillas,540,10911,10910,814
-658948.121115617,4496241.13578626,10135,28,28,299,Emilia Barral (Plaza Rey Aurelio),540,2811,2810,815
-658948.121115617,4496241.13578626,10638,A8,110,299,Emilia Barral (Plaza Rey Aurelio),540,11011,11010,816
-658948.121115617,4496241.13578626,10652,A8,110,299,Emilia Barral (Plaza Rey Aurelio),540,11013,11011,817
-658948.121115617,4496241.13578626,8878,B4,119,299,Emilia Barral (Plaza Rey Aurelio),540,11911,11910,818
-665698.572340482,4494790.84591713,5254,12,12,300,Carretera Carmona (Centro de Salud),540,1212,1210,819
-665698.572340482,4494790.84591713,2705,15,15,300,Carretera Carmona (Centro de Salud),540,1512,1510,820
-665698.572340482,4494790.84591713,6956,A1,101,300,Carretera Carmona (Centro de Salud),540,10112,10110,821
-665698.572340482,4494790.84591713,6956,A1,101,300,Carretera Carmona (Centro de Salud),540,10114,10111,822
-665928.945054448,4492813.2577065,5350,05,5,301,Eduardo Dato (San Bernardo),540,511,510,823
-665928.945054448,4492813.2577065,1136,A4,104,301,Eduardo Dato (San Bernardo),540,10411,10410,824
-665928.945054448,4492813.2577065,1400,A4,104,301,Eduardo Dato (San Bernardo),540,10413,10411,825
-665323.393930454,4492689.26998018,5842,05,5,302,Eduardo Dato (Colegio Porta Coeli),540,511,510,826
-665323.393930454,4492689.26998018,1628,A4,104,302,Eduardo Dato (Colegio Porta Coeli),540,10411,10410,827
-665323.393930454,4492689.26998018,1892,A4,104,302,Eduardo Dato (Colegio Porta Coeli),540,10413,10411,828
-665625.267108829,4496150.25290279,3202,14,14,303,Trabaj. Inmigrantes (Mar Caspio),540,1411,1410,829
-659941.749406017,4496876.26864957,8328,28,28,304,Acc. Parque Alcosa (Ciudad de Alfafar),540,2811,2810,830
-659941.749406017,4496876.26864957,6159,C6A,108,304,Acc. Parque Alcosa (Ciudad de Alfafar),540,10811,10810,831
-659941.749406017,4496876.26864957,8813,C6B,109,304,Acc. Parque Alcosa (Ciudad de Alfafar),540,10912,10910,832
-659941.749406017,4496876.26864957,8831,A8,110,304,Acc. Parque Alcosa (Ciudad de Alfafar),540,11011,11010,833
-659941.749406017,4496876.26864957,8845,A8,110,304,Acc. Parque Alcosa (Ciudad de Alfafar),540,11013,11011,834
-664745.338898797,4493211.95228705,2177,24,24,305,Luis Montoto (Luis de Morales),540,2411,2410,835
-664745.338898797,4493211.95228705,2831,27,27,305,Luis Montoto (Luis de Morales),540,2711,2710,836
-664745.338898797,4493211.95228705,2978,29,29,305,Luis Montoto (Luis de Morales),540,2911,2910,837
-664745.338898797,4493211.95228705,2221,A3,103,305,Luis Montoto (Luis de Morales),540,10311,10310,838
-664745.338898797,4493211.95228705,2554,A3,103,305,Luis Montoto (Luis de Morales),540,10313,10311,839
-659653.942758874,4496718.55109217,8760,28,28,306,Ciudad de Liria (Elda),540,2811,2810,840
-659653.942758874,4496718.55109217,6591,C6A,108,306,Ciudad de Liria (Elda),540,10811,10810,841
-659653.942758874,4496718.55109217,9245,C6B,109,306,Ciudad de Liria (Elda),540,10912,10910,842
-659653.942758874,4496718.55109217,9263,A8,110,306,Ciudad de Liria (Elda),540,11011,11010,843
-659653.942758874,4496718.55109217,9277,A8,110,306,Ciudad de Liria (Elda),540,11013,11011,844
-659854.589962797,4496157.73735044,9266,28,28,307,Las O.N.G. (Plaza Gomila),540,2811,2810,845
-659854.589962797,4496157.73735044,9769,A8,110,307,Las O.N.G. (Plaza Gomila),540,11011,11010,846
-659854.589962797,4496157.73735044,9783,A8,110,307,Las O.N.G. (Plaza Gomila),540,11013,11011,847
-659885.642501358,4496780.56856292,6821,C6A,108,308,Ciudad de Paterna (Ambulatorio),540,10811,10810,848
-659885.642501358,4496780.56856292,9475,C6B,109,308,Ciudad de Paterna (Ambulatorio),540,10912,10910,849
-664240.164459463,4493243.48507204,2582,24,24,309,Luis Montoto (Marqués de Nervión),540,2411,2410,850
-664240.164459463,4493243.48507204,3236,27,27,309,Luis Montoto (Marqués de Nervión),540,2711,2710,851
-664240.164459463,4493243.48507204,3383,29,29,309,Luis Montoto (Marqués de Nervión),540,2911,2910,852
-664240.164459463,4493243.48507204,2626,A3,103,309,Luis Montoto (Marqués de Nervión),540,10311,10310,853
-664240.164459463,4493243.48507204,2959,A3,103,309,Luis Montoto (Marqués de Nervión),540,10313,10311,854
-658919.404149028,4496445.35781339,10336,28,28,310,Escritor Alfonso Grosso (Carmen Conde),540,2811,2810,855
-658919.404149028,4496445.35781339,10839,A8,110,310,Escritor Alfonso Grosso (Carmen Conde),540,11011,11010,856
-658919.404149028,4496445.35781339,10853,A8,110,310,Escritor Alfonso Grosso (Carmen Conde),540,11013,11011,857
-662262.356343083,4492563.68046908,1275,05,5,311,Amor (Edificios Atlántico),540,512,510,858
-662262.356343083,4492563.68046908,1275,A4,104,311,Amor (Edificios Atlántico),540,10412,10410,859
-662262.356343083,4492563.68046908,1275,A4,104,311,Amor (Edificios Atlántico),540,10414,10411,860
-661668.483101214,4492951.14232309,706,05,5,312,Amor (Santa Isabel),540,512,510,861
-661668.483101214,4492951.14232309,706,A4,104,312,Amor (Santa Isabel),540,10412,10410,862
-661668.483101214,4492951.14232309,706,A4,104,312,Amor (Santa Isabel),540,10414,10411,863
-661890.309728817,4492772.10644555,936,05,5,313,Amor (Satsumas),540,512,510,864
-661890.309728817,4492772.10644555,936,A4,104,313,Amor (Satsumas),540,10412,10410,865
-661890.309728817,4492772.10644555,936,A4,104,313,Amor (Satsumas),540,10414,10411,866
-662594.379693094,4492401.21795239,1569,05,5,314,Carlos Marx (Edificios Cantábrico),540,512,510,867
-662594.379693094,4492401.21795239,1569,A4,104,314,Carlos Marx (Edificios Cantábrico),540,10412,10410,868
-662594.379693094,4492401.21795239,1569,A4,104,314,Carlos Marx (Edificios Cantábrico),540,10414,10411,869
-663012.394689208,4492324.79731178,1937,05,5,315,Federico Mayo Gayarre (La Candelaria) [M],540,512,510,870
-663012.394689208,4492324.79731178,2103,24,24,315,Federico Mayo Gayarre (La Candelaria) [M],540,2412,2410,871
-663012.394689208,4492324.79731178,4650,52,52,315,Federico Mayo Gayarre (La Candelaria) [M],540,5212,5210,872
-663325.733418912,4492352.58657769,2188,05,5,316,Federico Mayo Gayarre (Rda. Tamarguillo),540,512,510,873
-663325.733418912,4492352.58657769,4901,52,52,316,Federico Mayo Gayarre (Rda. Tamarguillo),540,5212,5210,874
-663247.650877916,4492323.72849479,7575,05,5,317,Federico Mayo Gayarre (Gibraltar),540,511,510,875
-663247.650877916,4492323.72849479,2540,52,52,317,Federico Mayo Gayarre (Gibraltar),540,5211,5210,876
-662934.471379611,4492296.4737263,7826,05,5,318,Federico Mayo Gayarre (Pedro de Madrid) [M],540,511,510,877
-662934.471379611,4492296.4737263,4782,24,24,318,Federico Mayo Gayarre (Pedro de Madrid) [M],540,2411,2410,878
-662934.471379611,4492296.4737263,2791,52,52,318,Federico Mayo Gayarre (Pedro de Madrid) [M],540,5211,5210,879
-658230.30310517,4495899.52717187,11802,22,22,319,Avenida Emilio Lemos (Vietnam),540,2211,2210,880
-658230.30310517,4495899.52717187,0,22,22,319,Avenida Emilio Lemos (Vietnam),540,2212,2210,881
-658230.30310517,4495899.52717187,9527,A3,103,319,Avenida Emilio Lemos (Vietnam),540,10311,10310,882
-658230.30310517,4495899.52717187,9860,A3,103,319,Avenida Emilio Lemos (Vietnam),540,10313,10311,883
-658230.30310517,4495899.52717187,3032,B4,119,319,Avenida Emilio Lemos (Vietnam),540,11912,11910,884
-662765.142133311,4490406.44722752,4352,26,26,320,Aguila Perdicera (Centro Salud),540,2611,2610,885
-662778.306286486,4498450.36624683,4688,C6A,108,321,Ctra. Pino Montano (Cortijo Las Monjas),540,10812,10810,886
-662361.830649687,4490229.05761088,189,26,26,323,Águila Perdicera (Bda. La Música) [M],540,2612,2610,887
-662349.515797435,4491446.80142764,5861,24,24,324,Los Claveles (Doña Francisquita),540,2411,2410,888
-662349.515797435,4491446.80142764,4799,25,25,324,Los Claveles (Doña Francisquita),540,2511,2510,889
-662349.515797435,4491446.80142764,3870,52,52,324,Los Claveles (Doña Francisquita),540,5211,5210,890
-662115.427394713,4491510.390878,6083,24,24,325,Doña Francisquita (La Calesera),540,2411,2410,891
-662115.427394713,4491510.390878,5021,25,25,325,Doña Francisquita (La Calesera),540,2511,2510,892
-662115.427394713,4491510.390878,0,25,25,325,Doña Francisquita (La Calesera),540,2512,2510,893
-662115.427394713,4491510.390878,4092,52,52,325,Doña Francisquita (La Calesera),540,5211,5210,894
-662133.368868364,4491813.38116779,3693,52,52,326,La Calesera (La Montería),540,5212,5210,895
-662368.62504594,4491785.05896099,1335,24,24,327,La Montería (Mercado),540,2412,2410,896
-662368.62504594,4491785.05896099,3882,52,52,327,La Montería (Mercado),540,5212,5210,897
-659694.549927253,4496443.7539588,11156,28,28,328,Ciudad de Chiva (Ciudad de Liria),540,2811,2810,898
-659694.549927253,4496443.7539588,0,28,28,328,Ciudad de Chiva (Ciudad de Liria),540,2812,2810,899
-659694.549927253,4496443.7539588,11659,A8,110,328,Ciudad de Chiva (Ciudad de Liria),540,11011,11010,900
-659694.549927253,4496443.7539588,0,A8,110,328,Ciudad de Chiva (Ciudad de Liria),540,11012,11010,901
-659694.549927253,4496443.7539588,11673,A8,110,328,Ciudad de Chiva (Ciudad de Liria),540,11013,11011,902
-659694.549927253,4496443.7539588,0,A8,110,328,Ciudad de Chiva (Ciudad de Liria),540,11014,11011,903
-659694.549927253,4496443.7539588,5290,B4,119,328,Ciudad de Chiva (Ciudad de Liria),540,11912,11910,904
-665227.847643402,4493227.45144049,5047,24,24,330,Luis Montoto (Cefiro),540,2412,2410,905
-665227.847643402,4493227.45144049,7713,27,27,330,Luis Montoto (Cefiro),540,2712,2710,906
-665227.847643402,4493227.45144049,5151,A3,103,330,Luis Montoto (Cefiro),540,10312,10310,907
-665227.847643402,4493227.45144049,5151,A3,103,330,Luis Montoto (Cefiro),540,10314,10311,908
-665703.243495559,4493291.05166985,5421,24,24,331,Luis Montoto (San Benito),540,2412,2410,909
-665703.243495559,4493291.05166985,8087,27,27,331,Luis Montoto (San Benito),540,2712,2710,910
-665703.243495559,4493291.05166985,5525,A3,103,331,Luis Montoto (San Benito),540,10312,10310,911
-665703.243495559,4493291.05166985,5525,A3,103,331,Luis Montoto (San Benito),540,10314,10311,912
-664789.449436267,4496587.5671302,6061,LN,72,332,"Alc.Manuel del Valle,av. (Av.Pino Montano)",540,7211,7210,913
-665989.829268451,4493741.60883509,5955,24,24,333,Amador de Los Ríos (Júpiter),540,2412,2410,914
-665989.829268451,4493741.60883509,8621,27,27,333,Amador de Los Ríos (Júpiter),540,2712,2710,915
-666161.387932457,4493981.05869402,408,24,24,334,Recaredo (Puerta Osario),540,2411,2410,916
-666161.387932457,4493981.05869402,1062,27,27,334,Recaredo (Puerta Osario),540,2711,2710,917
-665693.688865741,4493267.00111579,1417,24,24,336,Luis Montoto (Manuel Halcon),540,2411,2410,918
-665693.688865741,4493267.00111579,2071,27,27,336,Luis Montoto (Manuel Halcon),540,2711,2710,919
-665693.688865741,4493267.00111579,1461,A3,103,336,Luis Montoto (Manuel Halcon),540,10311,10310,920
-665693.688865741,4493267.00111579,1794,A3,103,336,Luis Montoto (Manuel Halcon),540,10313,10311,921
-667829.254500561,4494192.18532858,3982,C5,121,337,Cardenal Cisneros (Abad Gordillo),540,12111,12110,922
-662023.543719283,4491477.79454952,3408,52,52,338,La Calesera (Doña Francisquita),540,5212,5210,923
-662023.543719283,4491477.79454952,6558,A4,104,338,La Calesera (Doña Francisquita),540,10412,10410,924
-662023.543719283,4491477.79454952,6558,A4,104,338,La Calesera (Doña Francisquita),540,10414,10411,925
-660049.238971993,4496717.48182792,428,28,28,339,Ciudad de Alfafar (Ciudad de Oliva),540,2812,2810,926
-660049.238971993,4496717.48182792,428,A8,110,339,Ciudad de Alfafar (Ciudad de Oliva),540,11012,11010,927
-660049.238971993,4496717.48182792,428,A8,110,339,Ciudad de Alfafar (Ciudad de Oliva),540,11014,11011,928
-660479.197258163,4496908.3470956,1061,28,28,340,Aux. Autovía Madrid (Ctra. Aerop. Viejo),540,2812,2810,929
-660479.197258163,4496908.3470956,1061,A8,110,340,Aux. Autovía Madrid (Ctra. Aerop. Viejo),540,11012,11010,930
-660479.197258163,4496908.3470956,1061,A8,110,340,Aux. Autovía Madrid (Ctra. Aerop. Viejo),540,11014,11011,931
-664653.402135101,4491640.24278745,3142,25,25,341,Ramón y Cajal (Marqués de Nervión),540,2512,2510,932
-664653.402135101,4491640.24278745,2362,26,26,341,Ramón y Cajal (Marqués de Nervión),540,2612,2610,933
-664653.402135101,4491640.24278745,4413,38,38,341,Ramón y Cajal (Marqués de Nervión),540,3812,3810,934
-664653.402135101,4491640.24278745,6319,38A,125,341,Ramón y Cajal (Marqués de Nervión),540,12512,12510,935
-665045.141913129,4491782.38705599,3473,25,25,342,Ramón y Cajal (San Francisco Javier),540,2512,2510,936
-665045.141913129,4491782.38705599,2693,26,26,342,Ramón y Cajal (San Francisco Javier),540,2612,2610,937
-665045.141913129,4491782.38705599,4744,38,38,342,Ramón y Cajal (San Francisco Javier),540,3812,3810,938
-665045.141913129,4491782.38705599,6650,38A,125,342,Ramón y Cajal (San Francisco Javier),540,12512,12510,939
-658590.671848442,4495638.650471,10380,22,22,343,Av. Emilio Lemos (Period. E. Chinarro),540,2211,2210,940
-658590.671848442,4495638.650471,8821,A3,103,343,Av. Emilio Lemos (Period. E. Chinarro),540,10311,10310,941
-658590.671848442,4495638.650471,9154,A3,103,343,Av. Emilio Lemos (Period. E. Chinarro),540,10313,10311,942
-664994.820861268,4491741.23983275,1779,25,25,344,Ramón y Cajal (San Francisco Javier),540,2511,2510,943
-664994.820861268,4491741.23983275,1803,26,26,344,Ramón y Cajal (San Francisco Javier),540,2611,2610,944
-664994.820861268,4491741.23983275,1822,38,38,344,Ramón y Cajal (San Francisco Javier),540,3811,3810,945
-664994.820861268,4491741.23983275,1803,A5,105,344,Ramón y Cajal (San Francisco Javier),540,10511,10510,946
-664994.820861268,4491741.23983275,1562,A5,105,344,Ramón y Cajal (San Francisco Javier),540,10513,10511,947
-664994.820861268,4491741.23983275,1822,38A,125,344,Ramón y Cajal (San Francisco Javier),540,12511,12510,948
