X,Y,Distancia,LabelLinea,Linea,Nodo,Nombre,Package,Ruta,Sublinea,ObjectId
-660523.413949899,4497244.10727425,7696,C6A,108,874,Ulpiano Blanco (Aerop. Viejo),540,10811,10810,1167
-660441.615720147,4496931.8713339,7440,C6A,108,875,Aux. Autovía Madrid (Ulpiano Blanco),540,10811,10810,1168
-661118.932716481,4500586.25520847,1329,C6A,108,876,Ctra. El Gordillo (Control de Vuelo),540,10811,10810,1169
-661118.932716481,4500586.25520847,1329,C6B,109,876,Ctra. El Gordillo (Control de Vuelo),540,10911,10910,1170
-660831.550719799,4501458.0624235,597,C6A,108,877,Ctra. El Gordillo (Hiedra),540,10811,10810,1171
-660831.550719799,4501458.0624235,597,C6B,109,877,Ctra. El Gordillo (Hiedra),540,10911,10910,1172
-664153.270413041,4493447.64882536,4229,B3,87,878,Avda. El Greco (Agustín Moreto),540,8712,8710,1173
-664414.536423036,4484431.34747423,1614,03,3,879,Avda. Bellavista (Asensio y Toledo),540,311,310,1174
-664414.536423036,4484431.34747423,2349,37,37,879,Avda. Bellavista (Asensio y Toledo),540,3712,3710,1175
-664414.536423036,4484431.34747423,1614,A6,106,879,Avda. Bellavista (Asensio y Toledo),540,10612,10610,1176
-664414.536423036,4484431.34747423,1614,A6,106,879,Avda. Bellavista (Asensio y Toledo),540,10614,10611,1177
-664414.536423036,4484431.34747423,1005,LS,127,879,Avda. Bellavista (Asensio y Toledo),540,12712,12710,1178
-664526.803309488,4490605.74696661,2391,02,2,880,Poeta Benítez Carrasco (Avenida La Paz),540,212,210,1179
-664526.803309488,4490605.74696661,882,32,32,880,Poeta Benítez Carrasco (Avenida La Paz),540,3212,3210,1180
-667092.274153345,4492771.57201429,895,C5,121,881,Plaza de La Contratacion,540,12111,12110,1181
-668140.73539702,4492540.70041923,1772,C3,83,882,Pagés del Corro (Victoria),540,8312,8310,1182
-667985.260351155,4493347.16983414,3228,43,43,883,Reyes Catolicos (Pastor y Landero),540,4312,4310,1183
-667985.260351155,4493347.16983414,2147,C5,121,883,Reyes Catolicos (Pastor y Landero),540,12111,12110,1184
-668709.288875992,4492967.70997411,2359,C3,83,884,Pagés del Corro (R. Salas González),540,8312,8310,1185
-668955.904450631,4492816.46430722,1731,43,43,885,San Vicente de Paúl (Ig. Gómez Millán),540,4312,4310,1186
-665269.516432369,4482542.20025983,10611,37,37,886,Fuente del Rey (Romeria de Valme),540,3711,3710,1187
-665269.516432369,4482542.20025983,0,37,37,886,Fuente del Rey (Romeria de Valme),540,3712,3710,1188
-665968.331348576,4493446.04542853,5721,24,24,887,Amador de Los Ríos (Puerta Carmona),540,2412,2410,1189
-665968.331348576,4493446.04542853,8387,27,27,887,Amador de Los Ríos (Puerta Carmona),540,2712,2710,1190
-666149.603884933,4493824.45358573,4540,01,1,888,Recaredo (San Roque),540,112,110,1191
-666149.603884933,4493824.45358573,1118,C4,84,888,Recaredo (San Roque),540,8412,8410,1192
-666149.603884933,4493824.45358573,1362,A1,101,888,Recaredo (San Roque),540,10111,10110,1193
-666149.603884933,4493824.45358573,1767,A1,101,888,Recaredo (San Roque),540,10113,10111,1194
-666149.603884933,4493824.45358573,1514,A8,110,888,Recaredo (San Roque),540,11011,11010,1195
-666149.603884933,4493824.45358573,1528,A8,110,888,Recaredo (San Roque),540,11013,11011,1196
-666162.184145115,4493783.2983771,3654,01,1,889,Recaredo (San Roque),540,111,110,1197
-666162.184145115,4493783.2983771,565,24,24,889,Recaredo (San Roque),540,2411,2410,1198
-666162.184145115,4493783.2983771,1219,27,27,889,Recaredo (San Roque),540,2711,2710,1199
-666162.184145115,4493783.2983771,2322,C3,83,889,Recaredo (San Roque),540,8311,8310,1200
-666162.184145115,4493783.2983771,7878,A1,101,889,Recaredo (San Roque),540,10112,10110,1201
-666162.184145115,4493783.2983771,7878,A1,101,889,Recaredo (San Roque),540,10114,10111,1202
-666162.184145115,4493783.2983771,6862,A8,110,889,Recaredo (San Roque),540,11012,11010,1203
-666162.184145115,4493783.2983771,6862,A8,110,889,Recaredo (San Roque),540,11014,11011,1204
-668466.601309773,4492696.2175343,2061,C3,83,890,Pagés del Corro (San Jacinto),540,8312,8310,1205
-667704.566596459,4495896.31962968,10199,02,2,891,José de Gálvez (Pabellón de Andalucía),540,212,210,1206
-667704.566596459,4495896.31962968,6156,C2,82,891,José de Gálvez (Pabellón de Andalucía),540,8212,8210,1207
-668884.722471285,4491264.05070106,4443,41,41,892,Alfredo Kraus,540,4111,4110,1208
-668520.319554195,4491029.47183076,4809,41,41,893,Alfredo Kraus (Oficina de Lipasam),540,4111,4110,1209
-668801.809521549,4490497.28042781,6772,41,41,895,Avda. Maestranza Aerea (Comisaria Policia),540,4111,4110,1210
-668375.726177798,4490506.36378262,768,41,41,896,Alfonso de Orleans (Maestranza Aérea),540,4112,4110,1211
-668491.018694613,4491042.83040531,1340,41,41,897,Alfredo Kraus (Lipasam),540,4112,4110,1212
-658820.301415752,4492776.38189664,7961,29,29,898,Estaca de Bares (Brunete),540,2911,2910,1213
-658820.301415752,4492776.38189664,3204,39,39,898,Estaca de Bares (Brunete),540,3912,3910,1214
-658820.301415752,4492776.38189664,3204,39,39,898,Estaca de Bares (Brunete),540,3914,3911,1215
-668790.237804821,4493562.5594842,2854,C3,83,899,Plaza Chapina (Castilla) [C],540,8312,8310,1216
-664110.858477417,4495189.61557653,2387,20,20,900,Hespérides (Baltasar de Alcázar),540,2012,2010,1217
-665206.031238464,4487563.76508337,3684,LS,127,901,Glta. Letonia (Sta.M. de La Cabeza),540,12712,12710,1218
-664299.562391284,4495186.40825119,2712,20,20,902,Baltasar de Alcázar (Sánchez Samaniego),540,2012,2010,1219
-666545.218594247,4492539.63158027,4573,05,5,903,Menéndez Pelayo (Juzgados) [C][M],540,511,510,1220
-666545.218594247,4492539.63158027,2752,21,21,903,Menéndez Pelayo (Juzgados) [C][M],540,2111,2110,1221
-664490.973450452,4498887.77629886,6272,13,13,904,Estrella Vega,540,1311,1310,1222
-666374.456142899,4492279.37271361,0,25,25,905,Prado San Sebastián (Carlos V) [C][M],540,2511,2510,1223
-666374.456142899,4492279.37271361,4632,25,25,905,Prado San Sebastián (Carlos V) [C][M],540,2512,2510,1224
-666374.456142899,4492279.37271361,0,A4,104,905,Prado San Sebastián (Carlos V) [C][M],540,10411,10410,1225
-666374.456142899,4492279.37271361,12399,A4,104,905,Prado San Sebastián (Carlos V) [C][M],540,10412,10410,1226
-666344.571390324,4492270.82223171,0,26,26,906,Prado San Sebastián (Carlos V) [C][M],540,2611,2610,1227
-666344.571390324,4492270.82223171,3828,26,26,906,Prado San Sebastián (Carlos V) [C][M],540,2612,2610,1228
-666344.571390324,4492270.82223171,0,A5,105,906,Prado San Sebastián (Carlos V) [C][M],540,10511,10510,1229
-666344.571390324,4492270.82223171,4347,A5,105,906,Prado San Sebastián (Carlos V) [C][M],540,10512,10510,1230
-668944.598141833,4493889.12640628,0,05,5,907,Camino de Los descubrimientos (Torre Sevilla),540,511,510,1231
-668944.598141833,4493889.12640628,10120,05,5,907,Camino de Los descubrimientos (Torre Sevilla),540,512,510,1232
-666396.431790368,4492271.89104331,0,LE,71,908,Avenida Carlos V (Prado San Sebastián) [C][M],540,7111,7110,1233
-666396.431790368,4492271.89104331,9765,LE,71,908,Avenida Carlos V (Prado San Sebastián) [C][M],540,7112,7110,1234
-665670.970082747,4490641.01219015,2010,31,31,909,Bueno Monreal (Gerardo Diego),540,3111,3110,1235
-664201.945940189,4495136.16031016,2687,20,20,910,Hespérides (Alcalde Manuel del Valle),540,2011,2010,1236
-663504.458063631,4489502.43261794,4390,30,30,911,Escultor Seb. Santos (Parque Bomberos),540,3011,3010,1237
-659653.942758874,4491818.19061147,6889,39,39,912,Pino Piñonero (Pino Central),540,3911,3910,1238
-659653.942758874,4491818.19061147,8019,39,39,912,Pino Piñonero (Pino Central),540,3913,3911,1239
-664088.511267751,4495238.79464568,2566,20,20,913,Hespérides (Viviendas de Renfe),540,2011,2010,1240
-660141.228812822,4491606.04295411,8831,39,39,914,Pino Silvestre (S. Jose de Palmete),540,3911,3910,1241
-660141.228812822,4491606.04295411,0,39,39,914,Pino Silvestre (S. Jose de Palmete),540,3912,3910,1242
-660141.228812822,4491606.04295411,9961,39,39,914,Pino Silvestre (S. Jose de Palmete),540,3913,3911,1243
-660141.228812822,4491606.04295411,0,39,39,914,Pino Silvestre (S. Jose de Palmete),540,3914,3911,1244
-665649.896813334,4491958.73411767,670,C2,82,915,Apeadero San Bernardo [R][C][M],540,8212,8210,1245
-665649.896813334,4491958.73411767,3462,EA,100,915,Apeadero San Bernardo [R][C][M],540,10011,10010,1246
-666388.735004928,4492267.08139194,6487,C2,82,916,Avenida Carlos V (Prado San Sebastián) [C][M],540,8211,8210,1247
-666388.735004928,4492267.08139194,0,C2,82,916,Avenida Carlos V (Prado San Sebastián) [C][M],540,8212,8210,1248
-666388.735004928,4492267.08139194,0,A6,106,916,Avenida Carlos V (Prado San Sebastián) [C][M],540,10611,10610,1249
-666388.735004928,4492267.08139194,10279,A6,106,916,Avenida Carlos V (Prado San Sebastián) [C][M],540,10612,10610,1250
-666576.69578327,4492493.13723296,2656,C4,84,917,Menéndez Pelayo (Juzgados) [C][M],540,8411,8410,1251
-666576.69578327,4492493.13723296,0,C4,84,917,Menéndez Pelayo (Juzgados) [C][M],540,8412,8410,1252
-666609.128438614,4492505.42881912,3404,C3,83,918,Menéndez Pelayo (Juzgados) [C][M],540,8311,8310,1253
-666609.128438614,4492505.42881912,0,C3,83,918,Menéndez Pelayo (Juzgados) [C][M],540,8312,8310,1254
-664625.906042764,4498605.43618643,6025,13,13,919,Estrella Vega (Estrella Proción),540,1311,1310,1255
-666518.94336503,4494059.09487544,0,12,12,920,Plaza Ponce de León,540,1211,1210,1256
-666518.94336503,4494059.09487544,6378,12,12,920,Plaza Ponce de León,540,1212,1210,1257
-666543.413827003,4494069.78481614,0,20,20,921,Plaza Ponce de León,540,2011,2010,1258
-666543.413827003,4494069.78481614,4911,20,20,921,Plaza Ponce de León,540,2012,2010,1259
-664155.712150411,4492381.44472585,1795,52,52,922,Gran Plaza [M],540,5211,5210,1260
-664155.712150411,4492381.44472585,2616,A4,104,922,Gran Plaza [M],540,10411,10410,1261
-664155.712150411,4492381.44472585,2880,A4,104,922,Gran Plaza [M],540,10413,10411,1262
-664144.034279417,4492465.88201096,6283,29,29,923,Gran Plaza [M],540,2912,2910,1263
-664144.034279417,4492465.88201096,0,B3,87,923,Gran Plaza [M],540,8711,8710,1264
-664144.034279417,4492465.88201096,5048,B3,87,923,Gran Plaza [M],540,8712,8710,1265
-665679.94080844,4491926.67080049,0,B4,119,924,Dr. Ordoñez de La Barrera [R][C][M],540,11911,11910,1266
-665679.94080844,4491926.67080049,13816,B4,119,924,Dr. Ordoñez de La Barrera [R][C][M],540,11912,11910,1267
-666641.932667286,4495467.05271548,6525,13,13,925,Parlamento de Andalucía (Macarena) [C],540,1312,1310,1268
-666641.932667286,4495467.05271548,2798,C4,84,925,Parlamento de Andalucía (Macarena) [C],540,8412,8410,1269
-659646.776789293,4491797.88410046,803,39,39,926,Pino Piñonero (Pino Central),540,3912,3910,1270
-659646.776789293,4491797.88410046,803,39,39,926,Pino Piñonero (Pino Central),540,3914,3911,1271
-665340.751499979,4491907.43284033,7418,28,28,927,Ramón y Cajal (Facultad Empresariales),540,2812,2810,1272
-665340.751499979,4491907.43284033,6741,C1,81,927,Ramón y Cajal (Facultad Empresariales),540,8111,8110,1273
-665340.751499979,4491907.43284033,3755,A7,107,927,Ramón y Cajal (Facultad Empresariales),540,10712,10710,1274
-665340.751499979,4491907.43284033,3755,A7,107,927,Ramón y Cajal (Facultad Empresariales),540,10714,10711,1275
-659092.608326615,4494099.71667995,8646,22,22,929,Avda. Las Ciencias (Edif. Albéniz),540,2211,2210,1276
-659092.608326615,4494099.71667995,1147,27,27,929,Avda. Las Ciencias (Edif. Albéniz),540,2712,2710,1277
-659092.608326615,4494099.71667995,583,B4,119,929,Avda. Las Ciencias (Edif. Albéniz),540,11912,11910,1278
-667233.151840987,4495540.82337569,9561,02,2,930,Resolana (Barqueta),540,212,210,1279
-667505.405674717,4496295.13127495,6571,C2,82,931,Juan Bautista Muñoz (Teatro Central),540,8212,8210,1280
-669079.424568747,4494005.11088317,9572,05,5,933,Inca Garcilaso (Caixa Forum),540,512,510,1281
-669079.424568747,4494005.11088317,4563,C1,81,933,Inca Garcilaso (Caixa Forum),540,8112,8110,1282
-665640.129863851,4491955.52777875,1234,22,22,934,Apeadero San Bernardo [R][C][M],540,2211,2210,1283
-665640.129863851,4491955.52777875,1272,29,29,934,Apeadero San Bernardo [R][C][M],540,2911,2910,1284
-668127.465078446,4496743.67881936,11248,02,2,935,Juan Bautista Muñoz (Esc. de Ingenieria),540,212,210,1285
-668127.465078446,4496743.67881936,7205,C2,82,935,Juan Bautista Muñoz (Esc. de Ingenieria),540,8212,8210,1286
-668685.40229588,4496479.57342247,0,C2,82,936,Américo Vespucio (F. de Comunicación),540,8211,8210,1287
-668685.40229588,4496479.57342247,7834,C2,82,936,Américo Vespucio (F. de Comunicación),540,8212,8210,1288
-668770.544652191,4496098.39656125,310,C2,82,937,Américo Vespucio (Jacques Cousteau),540,8211,8210,1289
-668840.718099214,4495741.82428656,12475,02,2,938,Américo Vespucio (Fundacion Once),540,212,210,1290
-668840.718099214,4495741.82428656,598,C2,82,938,Américo Vespucio (Fundacion Once),540,8211,8210,1291
-669093.384934581,4494647.057352,13365,02,2,939,Américo Vespucio (Monast. de La Cartuja),540,212,210,1292
-669093.384934581,4494647.057352,1488,C2,82,939,Américo Vespucio (Monast. de La Cartuja),540,8211,8210,1293
-669158.621818597,4493804.67767995,2223,C2,82,940,Inca Garcilaso (Torre Sevilla) [C],540,8211,8210,1294
-668936.264375134,4493921.195714,0,02,2,941,Camino de Los descubrimientos (Torre Sevilla),540,211,210,1295
-668936.264375134,4493921.195714,14124,02,2,941,Camino de Los descubrimientos (Torre Sevilla),540,212,210,1296
-666753.03175662,4494146.2181531,2455,C5,121,943,Dña. María Coronel (San Felipe),540,12112,12110,1297
-667518.675993291,4496288.18133959,1224,C1,81,944,Juan Bautista Muñoz(José Gálvez),540,8111,8110,1298
-665080.069382977,4497084.24560111,4387,13,13,945,Victoria Kent,540,1312,1310,1299
-665080.069382977,4497084.24560111,3949,A1,101,945,Victoria Kent,540,10112,10110,1300
-665080.069382977,4497084.24560111,3949,A1,101,945,Victoria Kent,540,10114,10111,1301
-664676.067840962,4498285.67377842,18523,03,3,946,Estrella Canopus,540,311,310,1302
-664676.067840962,4498285.67377842,694,12,12,946,Estrella Canopus,540,1212,1210,1303
-664676.067840962,4498285.67377842,1800,C6A,108,946,Estrella Canopus,540,10812,10810,1304
-664676.067840962,4498285.67377842,1800,C6B,109,946,Estrella Canopus,540,10912,10910,1305
-663536.147572319,4493241.34725122,4226,22,22,947,Avenida de Andalucía (Los Arcos),540,2211,2210,1306
-663536.147572319,4493241.34725122,3943,29,29,947,Avenida de Andalucía (Los Arcos),540,2911,2910,1307
-663503.449509045,4493245.08843794,3168,24,24,948,Avenida de Andalucía (Los Arcos),540,2411,2410,1308
-665621.92298227,4491946.44315712,1267,28,28,949,Apeadero San Bernardo [R][C][M],540,2811,2810,1309
-665621.92298227,4491946.44315712,1230,38,38,949,Apeadero San Bernardo [R][C][M],540,3811,3810,1310
-665621.92298227,4491946.44315712,1230,38A,125,949,Apeadero San Bernardo [R][C][M],540,12511,12510,1311
-663875.867696639,4498097.99169333,4622,12,12,950,Esparteros (Mercado),540,1211,1210,1312
-663875.867696639,4498097.99169333,2472,13,13,950,Esparteros (Mercado),540,1312,1310,1313
-663875.867696639,4498097.99169333,5843,A1,101,950,Esparteros (Mercado),540,10111,10110,1314
-663875.867696639,4498097.99169333,6248,A1,101,950,Esparteros (Mercado),540,10113,10111,1315
-664136.019008913,4497826.36657808,5334,C6B,109,951,Camino de Los Toros (Enfermeras),540,10911,10910,1316
-664989.141173868,4497533.89621165,3870,13,13,952,Parque de Doñana (Ronda Norte),540,1312,1310,1317
-664989.141173868,4497533.89621165,1712,LN,72,952,Parque de Doñana (Ronda Norte),540,7212,7210,1318
-664989.141173868,4497533.89621165,3432,A1,101,952,Parque de Doñana (Ronda Norte),540,10112,10110,1319
-664989.141173868,4497533.89621165,3432,A1,101,952,Parque de Doñana (Ronda Norte),540,10114,10111,1320
-664989.141173868,4497533.89621165,12545,C6A,108,952,Parque de Doñana (Ronda Norte),540,10811,10810,1321
-664989.141173868,4497533.89621165,6336,C6B,109,952,Parque de Doñana (Ronda Norte),540,10911,10910,1322
-665000.659802331,4497375.09944241,4246,13,13,953,Parque de Doñana (Ronda Norte),540,1311,1310,1323
-665000.659802331,4497375.09944241,6757,LN,72,953,Parque de Doñana (Ronda Norte),540,7211,7210,1324
-665373.290320722,4496556.02430221,3337,13,13,954,"La Barzola, Av. (Pueblo Palestino)",540,1311,1310,1325
-665367.61062219,4496615.90230494,4880,13,13,955,Avda. La Barzola (Cazalla de La Sierra),540,1312,1310,1326
-665367.61062219,4496615.90230494,4442,A1,101,955,Avda. La Barzola (Cazalla de La Sierra),540,10112,10110,1327
-665367.61062219,4496615.90230494,4442,A1,101,955,Avda. La Barzola (Cazalla de La Sierra),540,10114,10111,1328
-668418.722006415,4491479.39764597,4202,06,6,956,Santa Fe (Niebla) [C][M],540,612,610,1329
-668418.722006415,4491479.39764597,3684,41,41,956,Santa Fe (Niebla) [C][M],540,4111,4110,1330
-668418.722006415,4491479.39764597,2112,C1,81,956,Santa Fe (Niebla) [C][M],540,8112,8110,1331
-668418.722006415,4491479.39764597,2227,A7,107,956,Santa Fe (Niebla) [C][M],540,10711,10710,1332
-668418.722006415,4491479.39764597,2298,A7,107,956,Santa Fe (Niebla) [C][M],540,10713,10711,1333
-668500.042508572,4491576.11818076,6398,06,6,957,Santa Fe (Niebla) [C][M],540,611,610,1334
-668500.042508572,4491576.11818076,4195,C2,82,957,Santa Fe (Niebla) [C][M],540,8211,8210,1335
-668890.826809146,4492187.98971889,1514,05,5,958,López de Gomara (San Martín de Porres),540,511,510,1336
-668890.826809146,4492187.98971889,5798,06,6,958,López de Gomara (San Martín de Porres),540,611,610,1337
-668890.826809146,4492187.98971889,3067,43,43,958,López de Gomara (San Martín de Porres),540,4311,4310,1338
-668890.826809146,4492187.98971889,3595,C2,82,958,López de Gomara (San Martín de Porres),540,8211,8210,1339
-668917.155126629,4493694.57467507,4381,06,6,959,Jimenez de Quesada (Torre Sevilla),540,611,610,1340
-668917.155126629,4493694.57467507,1090,43,43,959,Jimenez de Quesada (Torre Sevilla),540,4311,4310,1341
-667438.629442518,4494048.40495964,0,13,13,960,Plaza del Duque,540,1311,1310,1342
-667438.629442518,4494048.40495964,8477,13,13,960,Plaza del Duque,540,1312,1310,1343
-664225.832509169,4498333.26322408,205,12,12,961,Estrella Betelgeuse (Agricultores),540,1212,1210,1344
-664225.832509169,4498333.26322408,5586,13,13,961,Estrella Betelgeuse (Agricultores),540,1311,1310,1345
-664225.832509169,4498333.26322408,205,A1,101,961,Estrella Betelgeuse (Agricultores),540,10112,10110,1346
-664225.832509169,4498333.26322408,205,A1,101,961,Estrella Betelgeuse (Agricultores),540,10114,10111,1347
-665595.753918451,4491913.8454898,747,LE,71,962,Apeadero San Bernardo,540,7111,7110,1348
-665595.753918451,4491913.8454898,1174,LN,72,962,Apeadero San Bernardo,540,7211,7210,1349
-666527.011712667,4494069.25031885,0,10,10,963,Plaza Ponce de León,540,1011,1010,1350
-666527.011712667,4494069.25031885,4432,10,10,963,Plaza Ponce de León,540,1012,1010,1351
-665228.272293863,4490704.06243826,3050,31,31,964,Almirante Topete (Estepa),540,3112,3110,1352
-665228.272293863,4490704.06243826,1979,A5,105,964,Almirante Topete (Estepa),540,10512,10510,1353
-665228.272293863,4490704.06243826,1979,A5,105,964,Almirante Topete (Estepa),540,10514,10511,1354
-665051.564747185,4490635.13465401,3214,31,31,965,Lora del Rio (Marchena),540,3111,3110,1355
-665189.682201261,4490446.52059816,2843,31,31,966,Almirante Topete (Écija),540,3112,3110,1356
-665189.682201261,4490446.52059816,1772,A5,105,966,Almirante Topete (Écija),540,10512,10510,1357
-665189.682201261,4490446.52059816,1772,A5,105,966,Almirante Topete (Écija),540,10514,10511,1358
-664905.378923208,4490293.17399779,3535,31,31,968,Alf. Lasso de La Vega (Instit. Ramón C.),540,3111,3110,1359
-664483.807480871,4498442.3454444,428,12,12,969,Estrella Betelgeuse (Estrella Canopus),540,1212,1210,1360
-664483.807480871,4498442.3454444,5809,13,13,969,Estrella Betelgeuse (Estrella Canopus),540,1311,1310,1361
-664483.807480871,4498442.3454444,428,A1,101,969,Estrella Betelgeuse (Estrella Canopus),540,10112,10110,1362
-664483.807480871,4498442.3454444,428,A1,101,969,Estrella Betelgeuse (Estrella Canopus),540,10114,10111,1363
-664672.511394738,4498026.34185649,951,12,12,970,Camino de Los Toros (Corral del Moro),540,1212,1210,1364
-661772.681640029,4488139.61190466,6837,38A,125,971,Ctra. El Pítamo,540,12511,12510,1365
-664931.654152426,4489436.18400801,1492,31,31,972,Victoria Dominguez (C.P. Alberto Lista),540,3112,3110,1366
-664931.654152426,4489436.18400801,8412,32,32,972,Victoria Dominguez (C.P. Alberto Lista),540,3211,3210,1367
-664991.742153771,4489663.7817621,1678,31,31,973,Victoria Dominguez (Poeta M. Benitez),540,3112,3110,1368
-664991.742153771,4489663.7817621,8598,32,32,973,Victoria Dominguez (Poeta M. Benitez),540,3211,3210,1369
-664991.742153771,4489663.7817621,0,32,32,973,Victoria Dominguez (Poeta M. Benitez),540,3212,3210,1370
-664456.311388534,4497937.04761288,1137,12,12,974,Camino de Los Toros (Mar de Alborán),540,1212,1210,1371
-665159.213555693,4490917.79489599,2972,31,31,975,Nuestro Padre Jesus (Doña Clarines),540,3111,3110,1372
-666425.785738215,4488896.05976158,13703,03,3,976,Reina Mercedes (Glta. Alc. Parias Merry),540,312,310,1373
-666425.785738215,4488896.05976158,10151,06,6,976,Reina Mercedes (Glta. Alc. Parias Merry),540,611,610,1374
-666425.785738215,4488896.05976158,3303,34,34,976,Reina Mercedes (Glta. Alc. Parias Merry),540,3411,3410,1375
-666389.955879179,4488865.0742385,404,06,6,977,Reina Mercedes (Glta. Alc. Parias Merry),540,612,610,1376
-665496.598108041,4490986.19020789,2434,31,31,978,Ramón Carande (Pedro Salinas),540,3111,3110,1377
-665510.930047203,4490931.15331456,3730,31,31,979,Ramón Carande (Pedro Salinas),540,3112,3110,1378
-665811.900847522,4490656.50756537,4146,31,31,980,Cardenal Bueno Monreal (C.D. Porvenir),540,3112,3110,1379
-666037.602406411,4490609.48721495,4329,31,31,981,Bueno Monreal (Tabladilla),540,3112,3110,1380
-666037.602406411,4490609.48721495,2726,LS,127,981,Bueno Monreal (Tabladilla),540,12711,12710,1381
-666406.357993515,4492274.56307281,2776,EA,100,982,Avenida Carlos V (Prado San Sebastián) [C][M],540,10011,10010,1382
-658999.450699801,4493811.62597185,8400,22,22,983,Av. Las Ciencias (Edif. Las Camelias),540,2211,2210,1383
-658999.450699801,4493811.62597185,901,27,27,983,Av. Las Ciencias (Edif. Las Camelias),540,2712,2710,1384
-658999.450699801,4493811.62597185,337,B4,119,983,Av. Las Ciencias (Edif. Las Camelias),540,11912,11910,1385
-665551.537226714,4492020.18909414,3916,25,25,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,2512,2510,1386
-665551.537226714,4492020.18909414,3136,26,26,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,2612,2610,1387
-665551.537226714,4492020.18909414,5187,38,38,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,3812,3810,1388
-665551.537226714,4492020.18909414,6931,C1,81,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,8111,8110,1389
-665551.537226714,4492020.18909414,3945,A7,107,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,10712,10710,1390
-665551.537226714,4492020.18909414,3945,A7,107,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,10714,10711,1391
-665551.537226714,4492020.18909414,7093,38A,125,984,Enramadilla (Apeadero San Bernardo) [R][C][M],540,12512,12510,1392
-662159.644086449,4487505.54113965,7801,38A,125,985,Villanueva del Pítamo,540,12511,12510,1393
-662159.644086449,4487505.54113965,0,38A,125,985,Villanueva del Pítamo,540,12512,12510,1394
-664684.613927326,4483001.90779051,0,03,3,986,Ctra. Isla Menor (Inst. La Grasa),540,311,310,1395
-664684.613927326,4483001.90779051,19627,03,3,986,Ctra. Isla Menor (Inst. La Grasa),540,312,310,1396
-664684.613927326,4483001.90779051,10002,37,37,986,Ctra. Isla Menor (Inst. La Grasa),540,3711,3710,1397
-664684.613927326,4483001.90779051,8852,A6,106,986,Ctra. Isla Menor (Inst. La Grasa),540,10611,10610,1398
-664684.613927326,4483001.90779051,0,A6,106,986,Ctra. Isla Menor (Inst. La Grasa),540,10612,10610,1399
-664684.613927326,4483001.90779051,9021,A6,106,986,Ctra. Isla Menor (Inst. La Grasa),540,10613,10611,1400
-664684.613927326,4483001.90779051,0,A6,106,986,Ctra. Isla Menor (Inst. La Grasa),540,10614,10611,1401
-666317.446860184,4492246.23960875,5137,01,1,987,Avenida Carlos V (Prado San Sebastián) [C][M],540,111,110,1402
-662909.682432575,4493195.3842508,4764,22,22,988,Avda. Andalucia (Los Pajaros),540,2211,2210,1403
-662909.682432575,4493195.3842508,3680,24,24,988,Avda. Andalucia (Los Pajaros),540,2411,2410,1404
-662909.682432575,4493195.3842508,4481,29,29,988,Avda. Andalucia (Los Pajaros),540,2911,2910,1405
-664304.339711759,4495159.68059216,2165,20,20,989,Baltasar de Alcázar (Sánchez Samaniego),540,2011,2010,1406
-666120.037617421,4498247.70932487,4169,10,10,991,Navarra (Extremadura),540,1011,1010,1407
-666120.037617421,4498247.70932487,7308,A2,102,991,Navarra (Extremadura),540,10211,10210,1408
-666120.037617421,4498247.70932487,7681,A2,102,991,Navarra (Extremadura),540,10213,10211,1409
-665995.296636185,4498203.86322112,258,10,10,992,Medina y Galnares (Extremadura),540,1012,1010,1410
-665995.296636185,4498203.86322112,258,A2,102,992,Medina y Galnares (Extremadura),540,10212,10210,1411
-665995.296636185,4498203.86322112,258,A2,102,992,Medina y Galnares (Extremadura),540,10214,10211,1412
-664987.442572022,4490316.68343907,2567,31,31,993,Alf. Lasso de La Vega (Sierra La Grana),540,3112,3110,1413
-664987.442572022,4490316.68343907,1496,A5,105,993,Alf. Lasso de La Vega (Sierra La Grana),540,10512,10510,1414
-664987.442572022,4490316.68343907,1496,A5,105,993,Alf. Lasso de La Vega (Sierra La Grana),540,10514,10511,1415
-665983.884161989,4497870.21109088,3775,10,10,994,Dr. Fedriani (Glta. Los Ferroviarios),540,1011,1010,1416
-665983.884161989,4497870.21109088,6914,A2,102,994,Dr. Fedriani (Glta. Los Ferroviarios),540,10211,10210,1417
-665983.884161989,4497870.21109088,7287,A2,102,994,Dr. Fedriani (Glta. Los Ferroviarios),540,10213,10211,1418
-665983.884161989,4497870.21109088,14365,C6A,108,994,Dr. Fedriani (Glta. Los Ferroviarios),540,10811,10810,1419
-665983.884161989,4497870.21109088,8156,C6B,109,994,Dr. Fedriani (Glta. Los Ferroviarios),540,10911,10910,1420
-666024.172845306,4497892.66811491,547,10,10,995,Dr. Fedriani (Glta. Los Ferroviarios),540,1012,1010,1421
-666024.172845306,4497892.66811491,547,A2,102,995,Dr. Fedriani (Glta. Los Ferroviarios),540,10212,10210,1422
-666024.172845306,4497892.66811491,547,A2,102,995,Dr. Fedriani (Glta. Los Ferroviarios),540,10214,10211,1423
