latitude,longitude,soil_moisture
68.51881,-136.49377,0.1322184
68.51881,-136.12033,0.16682096
68.51881,-135.74689,0.1728205
68.51881,-135.37344,0.23885736
68.51881,-134.62656,0.35579908
68.51881,-134.25311,0.5961802
68.51881,-133.50623,0.21859616
68.51881,-133.13278,0.20214452
68.51881,-132.75934,0.640211
68.51881,-132.3859,0.21479762
68.51881,-132.01245,0.19817783
68.51881,-131.639,0.21966536
68.51881,-131.26556,0.22274613
68.51881,-130.89212,0.24872482
68.51881,-130.51868,0.22977906
68.51881,-130.14523,0.21848123
68.51881,-129.77179,0.21621837
68.51881,-129.39835,0.24124923
68.51881,-129.0249,0.25905254
68.51881,-128.65146,0.23762009
68.51881,-128.27802,0.25176463
68.51881,-127.904564,0.3533989
68.51881,-127.53112,0.2665313
68.51881,-127.15768,0.28868535
68.51881,-126.78423,0.28394157
68.51881,-126.41079,0.27535757
68.51881,-126.037346,0.26857457
68.51881,-125.6639,0.2514165
68.51881,-125.29046,0.2645552
68.51881,-124.917015,0.24421324
68.51881,-124.54357,0.22150217
68.51881,-124.17013,0.19513114
68.51881,-123.796684,0.19972365
68.51881,-123.42323,0.17433982
68.51881,-123.04979,0.19903886
68.51881,-122.676346,0.19913694
68.51881,-122.3029,0.20265523
68.51881,-121.92946,0.20202085
68.51881,-121.556015,0.19555905
68.51881,-121.18257,0.17172368
68.51881,-120.80913,0.17419946
68.51881,-120.435684,0.19151787
68.51881,-120.06224,0.20531154
68.51881,-119.31535,0.20339598
68.51881,-118.94191,0.22841303
68.51881,-118.56847,0.233131
68.51881,-118.19502,0.28317305
68.51881,-117.82158,0.2920396
68.51881,-117.448135,0.25512347
68.51881,-117.07469,0.2587996
68.51881,-116.70125,0.3269632
68.51881,-116.327805,0.26362786
68.51881,-115.95435,0.2541854
68.51881,-115.58091,0.22963725
68.51881,-115.207466,0.31856534
68.51881,-114.83402,0.3000486
68.51881,-106.9917,0.31398392
68.51881,-106.618256,0.26852158
68.51881,-105.87137,0.62828636
68.51881,-97.6556,0.34599227
68.51881,-97.28216,0.33106828
68.51881,-96.908714,0.3355519
68.51881,-93.547714,0.35354948
68.51881,-93.17427,0.37814623
68.51881,-92.80083,0.34746686
68.51881,-92.42738,0.32140324
68.51881,-92.05394,0.3339935
68.51881,-91.6805,0.30935296
68.51881,-91.30705,0.26705027
68.51881,-90.93361,0.27844232
68.51881,-90.560165,0.23701969
68.51881,-89.81328,0.39379466
68.51881,-89.439835,0.29370394
68.51881,-89.06639,0.3501987
68.51881,-88.69295,0.3165301
68.51881,-88.3195,0.26833332
68.51881,-87.94606,0.17004426
68.51881,-85.33195,0.10066961
68.51881,-84.9585,0.2604616
68.51881,-84.58506,0.2791322
68.51881,-84.21162,0.2629288
68.51881,-83.83817,0.2500496
68.51881,-83.46473,0.26303273
68.51881,-83.091286,0.24793905
68.51881,-82.71784,0.267929
68.51881,-73.75519,0.47597128
68.51881,-73.381744,0.16666166
68.51881,-73.0083,0.34972176
68.51881,-72.63486,0.6515104
68.51881,-72.26141,0.2547513
68.51881,-71.88797,0.24679609
68.51881,-71.51453,0.2599099
68.51881,-71.141075,0.24862956
68.51881,-70.76763,0.2153068
68.51881,-70.39419,0.22041616
68.51881,-70.020744,0.20479175
68.51881,-69.6473,0.20091559
68.51881,-69.27386,0.20116979
68.51881,-68.90041,0.18586007
68.51881,-68.52697,0.17889065
68.51881,-68.15353,0.14344361
68.51881,-67.78008,0.2306133
68.51881,-52.46888,0.4214405
68.51881,-52.095436,0.48867673
68.51881,-50.975105,0.30281025
68.51881,-50.601658,0.16903833
68.51881,15.497926,0.29082978
68.51881,15.871369,0.26991427
68.51881,16.244814,0.27012503
68.51881,16.991701,0.20904553
68.51881,17.365145,0.27775937
68.51881,17.738588,0.3005606
68.51881,18.112034,0.31108484
68.51881,18.485477,0.28039056
68.51881,19.605808,0.21048848
68.51881,19.979254,0.22658397
68.51881,20.352697,0.23401952
68.51881,20.726141,0.20403776
68.51881,21.099585,0.18491212
68.51881,21.473028,0.17055738
68.51881,21.846474,0.18916294
68.51881,22.219917,0.22621769
68.51881,22.59336,0.24742997
68.51881,22.966805,0.24424772
68.51881,23.340248,0.23585199
68.51881,23.713694,0.2069896
68.51881,24.087137,0.20908202
68.51881,24.46058,0.20053609
68.51881,24.834024,0.19649678
68.51881,25.207468,0.18207164
68.51881,25.580914,0.1792266
68.51881,25.954357,0.17690621
68.51881,26.3278,0.1922413
68.51881,26.701244,0.19642977
68.51881,27.074688,0.17512313
68.51881,27.448133,0.20353268
68.51881,27.821577,0.19917573
68.51881,28.19502,0.19478744
68.51881,28.568464,0.1747481
68.51881,28.941908,0.17885722
68.51881,29.315353,0.18105139
68.51881,29.688797,0.17398511
68.51881,30.06224,0.16324054
68.51881,30.435684,0.14570329
68.51881,31.182573,0.10831359
68.51881,31.556017,0.07838387
68.51881,31.92946,0.084213756
68.51881,32.302906,0.06750878
68.51881,32.67635,0.02
68.51881,34.170124,0.071439005
68.51881,34.543568,0.13079594
68.51881,34.91701,0.15639402
68.51881,35.290455,0.19909368
68.51881,35.663902,0.18940182
68.51881,36.037346,0.2420638
68.51881,36.41079,0.28771096
68.51881,36.784233,0.2892037
68.51881,37.157677,0.2885068
68.51881,37.53112,0.3087664
68.51881,37.904564,0.2339963
68.51881,44.626556,0.21059512
68.51881,45.0,0.17816986
68.51881,45.373444,0.67165554
68.51881,52.842323,0.28961408
68.51881,53.215767,0.65244687
68.51881,53.58921,0.64771676
68.51881,55.456432,0.24661082
68.51881,55.829876,0.30022773
68.51881,56.20332,0.27570802
68.51881,56.576763,0.2752563
68.51881,56.950207,0.25983045
68.51881,57.32365,0.35180327
68.51881,57.697094,0.28815344
68.51881,58.070538,0.31474894
68.51881,58.443985,0.28129408
68.51881,58.81743,0.29107815
68.51881,59.190872,0.68248826
68.51881,59.93776,0.24492635
68.51881,60.311203,0.2810724
68.51881,60.684647,0.31915224
68.51881,61.05809,0.3519856
68.51881,61.431534,0.29679093
68.51881,61.804977,0.21873276
68.51881,62.178425,0.21001893
68.51881,62.55187,0.18245351
68.51881,62.925312,0.16848162
68.51881,63.298756,0.1683452
68.51881,63.6722,0.15740906
68.51881,64.04565,0.15657566
68.51881,64.41909,0.15996468
68.51881,64.792534,0.16144572
68.51881,65.16598,0.16782254
68.51881,65.53942,0.16638944
68.51881,65.912865,0.17154981
68.51881,66.28631,0.17324464
68.51881,66.65975,0.17284653
68.51881,67.033195,0.17508748
68.51881,67.40664,0.22219126
68.51881,68.90041,0.31317964
68.51881,69.27386,0.3279018
68.51881,69.6473,0.30712014
68.51881,70.020744,0.2604365
68.51881,70.39419,0.2710074
68.51881,70.76763,0.26036575
68.51881,71.141075,0.28130287
68.51881,71.51453,0.2830405
68.51881,71.88797,0.25159243
68.51881,72.26141,0.22184533
68.51881,72.63486,0.18983035
68.51881,73.0083,0.20429367
68.51881,74.87552,0.15793192
68.51881,75.24896,0.20336978
68.51881,75.622406,0.1895934
68.51881,75.99585,0.23180528
68.51881,76.36929,0.25723
68.51881,76.74274,0.27386248
68.51881,77.86307,0.18500894
68.51881,78.23651,0.21937066
68.51881,78.609955,0.25775602
68.51881,78.983406,0.27081922
68.51881,79.35685,0.2984622
68.51881,79.73029,0.3275632
68.51881,80.10374,0.33386698
68.51881,80.47718,0.3867146
68.51881,80.850624,0.34761268
68.51881,81.22407,0.32177395
68.51881,81.59751,0.28178093
68.51881,81.970955,0.23837423
68.51881,82.3444,0.24445218
68.51881,82.71784,0.25055492
68.51881,83.091286,0.28008536
68.51881,83.46473,0.29758972
68.51881,83.83817,0.28902727
68.51881,84.21162,0.26179656
68.51881,84.58506,0.27753833
68.51881,84.9585,0.30773494
68.51881,85.33195,0.27508348
68.51881,85.70539,0.33957258
68.51881,86.078835,0.3194851
68.51881,86.82573,0.29225758
68.51881,87.19917,0.28293166
68.51881,87.57262,0.2001772
68.51881,87.94606,0.21441132
68.51881,88.3195,0.23847795
68.51881,88.69295,0.2732418
68.51881,89.06639,0.2908317
68.51881,89.439835,0.52204293
68.51881,89.81328,0.4081222
68.51881,90.18672,0.3168293
68.51881,90.560165,0.39040816
68.51881,90.93361,0.29259405
68.51881,91.30705,0.22271755
68.51881,91.6805,0.20898178
68.51881,92.05394,0.19462936
68.51881,92.42738,0.2171888
68.51881,92.80083,0.23865859
68.51881,93.17427,0.22392787
68.51881,93.547714,0.22107403
68.51881,93.921165,0.17099908
68.51881,94.29461,0.17096141
68.51881,94.66805,0.17872943
68.51881,95.0415,0.19628897
68.51881,95.41494,0.19451705
68.51881,95.78838,0.19231236
68.51881,96.16183,0.18553743
68.51881,96.53527,0.16984771
68.51881,96.908714,0.17621078
68.51881,97.28216,0.17018346
68.51881,97.6556,0.16401432
68.51881,98.029045,0.17524974
68.51881,98.40249,0.17866355
68.51881,98.77593,0.15665574
68.51881,99.149376,0.16922753
68.51881,99.52282,0.15970796
68.51881,99.89626,0.16342022
68.51881,100.26971,0.18413647
68.51881,100.64315,0.20307517
68.51881,101.016594,0.19847451
68.51881,101.390045,0.20491947
68.51881,101.76349,0.19315243
68.51881,102.13693,0.18238513
68.51881,102.510376,0.17270154
68.51881,102.88382,0.21513599
68.51881,103.25726,0.21652842
68.51881,103.63071,0.2407765
68.51881,104.00415,0.24670172
68.51881,104.377594,0.25345987
68.51881,104.75104,0.25454637
68.51881,105.12448,0.24434234
68.51881,105.497925,0.26226217
68.51881,105.87137,0.2575353
68.51881,106.24481,0.22948593
68.51881,106.618256,0.23736967
68.51881,106.9917,0.2449282
68.51881,107.36514,0.2228542
68.51881,107.73859,0.21480393
68.51881,108.11203,0.18787749
68.51881,108.48547,0.16818124
68.51881,108.858925,0.16129838
68.51881,109.23237,0.16073166
68.51881,109.60581,0.16182736
68.51881,109.979256,0.15680195
68.51881,110.3527,0.15656212
68.51881,110.72614,0.17006993
68.51881,111.09959,0.169192
68.51881,111.47303,0.15528268
68.51881,111.84647,0.15494439
68.51881,112.21992,0.15966727
68.51881,112.59336,0.1712614
68.51881,112.966805,0.16357934
68.51881,113.34025,0.15115978
68.51881,113.71369,0.16052178
68.51881,114.087135,0.17737636
68.51881,114.46058,0.1802639
68.51881,114.83402,0.19500409
68.51881,115.207466,0.21132748
68.51881,115.58091,0.20361035
68.51881,115.95435,0.18283334
68.51881,116.327805,0.17025703
68.51881,116.70125,0.16497609
68.51881,117.07469,0.17721604
68.51881,117.448135,0.16977452
68.51881,117.82158,0.19118552
68.51881,118.19502,0.17757262
68.51881,118.56847,0.1811962
68.51881,118.94191,0.1805496
68.51881,119.31535,0.18064637
68.51881,119.6888,0.17494711
68.51881,120.06224,0.18488091
68.51881,120.435684,0.20395474
68.51881,120.80913,0.20172754
68.51881,121.18257,0.2203882
68.51881,121.556015,0.20201023
68.51881,121.92946,0.22588585
68.51881,122.3029,0.19385304
68.51881,122.676346,0.20622984
68.51881,123.04979,0.31087384
68.51881,123.42323,0.34052008
68.51881,123.796684,0.4854247
68.51881,124.17013,0.28491464
68.51881,124.54357,0.2590776
68.51881,124.917015,0.2981404
68.51881,125.29046,0.25841224
68.51881,125.6639,0.24777475
68.51881,126.037346,0.26507849
68.51881,126.41079,0.2474505
68.51881,126.78423,0.26496768
68.51881,127.15768,0.31933758
68.51881,127.53112,0.36952677
68.51881,127.904564,0.40752992
68.51881,128.27802,0.38222152
68.51881,128.65146,0.27673444
68.51881,129.0249,0.23608512
68.51881,129.39835,0.17909633
68.51881,129.77179,0.17476119
68.51881,130.14523,0.16479704
68.51881,130.51868,0.18352461
68.51881,130.89212,0.1831715
68.51881,131.26556,0.17644124
68.51881,131.639,0.1849168
68.51881,132.01245,0.18358792
68.51881,132.3859,0.24517974
68.51881,132.75934,0.24372499
68.51881,133.13278,0.255216
68.51881,133.50623,0.2894541
68.51881,133.87967,0.29087737
68.51881,134.25311,0.29293463
68.51881,134.62656,0.26470375
68.51881,135.0,0.25476286
68.51881,135.37344,0.24587423
68.51881,135.74689,0.2485523
68.51881,136.12033,0.26147535
68.51881,136.49377,0.25574192
68.51881,136.86722,0.2134239
68.51881,137.24066,0.20558135
68.51881,137.6141,0.18437697
68.51881,137.98755,0.17359492
68.51881,138.361,0.1904845
68.51881,138.73444,0.1832587
68.51881,139.10788,0.19548804
68.51881,139.48132,0.18297052
68.51881,139.85477,0.17121096
68.51881,140.22821,0.18778534
68.51881,140.60165,0.19506957
68.51881,140.9751,0.20819014
68.51881,141.34854,0.18615237
68.51881,141.72198,0.17273918
68.51881,142.09543,0.24758613
68.51881,142.46887,0.2805589
68.51881,142.84233,0.32167634
68.51881,143.21577,0.3392896
68.51881,143.58922,0.3272661
68.51881,143.96266,0.3164834
68.51881,144.3361,0.3162338
68.51881,144.70955,0.37304556
68.51881,145.083,0.43133086
68.51881,145.45644,0.45405453
68.51881,145.82988,0.43190098
68.51881,146.20332,0.4121802
68.51881,146.57677,0.40726635
68.51881,147.32365,0.30491975
68.51881,147.6971,0.27116314
68.51881,148.07054,0.28198552
68.51881,148.44398,0.30312866
68.51881,148.81743,0.30366504
68.51881,149.19087,0.3150826
68.51881,149.56432,0.32022983
68.51881,149.93776,0.34944797
68.51881,150.3112,0.3395627
68.51881,150.68465,0.34498152
68.51881,151.05809,0.30114278
68.51881,151.80498,0.23583639
68.51881,152.17842,0.24873932
68.51881,152.55186,0.58338165
68.51881,153.29875,0.31017762
68.51881,154.04564,0.18010372
68.51881,154.41908,0.24073921
68.51881,154.79253,0.22985797
68.51881,155.16597,0.26028806
68.51881,155.53941,0.35250434
68.51881,155.91286,0.35950267
68.51881,156.2863,0.38443413
68.51881,156.65974,0.34795374
68.51881,157.03319,0.34072417
68.51881,157.40663,0.34554148
68.51881,157.78009,0.32060423
68.51881,158.15353,0.31443033
68.51881,158.52698,0.32667497
68.51881,158.90042,0.31504878
68.51881,159.27386,0.32597297
68.51881,159.64731,0.34928134
68.51881,160.3942,0.40750104
68.51881,160.76764,0.368843
68.51881,161.14108,0.3661859
68.51881,161.51453,0.3639387
68.51881,161.88797,0.3155149
68.51881,162.26141,0.2360644
68.51881,162.63486,0.19737214
68.51881,163.0083,0.20556432
68.51881,163.38174,0.20789354
68.51881,163.75519,0.22386648
68.51881,164.12863,0.20039229
68.51881,164.50208,0.1715283
68.51881,164.87552,0.15127116
68.51881,165.24896,0.15101972
68.51881,165.6224,0.15525454
68.51881,165.99585,0.16432019
68.51881,166.3693,0.15845025
68.51881,166.74274,0.17243782
68.51881,167.11618,0.13802086
68.51881,167.48962,0.15275607
68.51881,167.86307,0.15899658
68.51881,168.23651,0.14710791
68.51881,168.60995,0.14592928
68.51881,168.9834,0.14547388
68.51881,169.35684,0.1404671
68.51881,169.73029,0.19502392
68.51881,170.10373,0.21272936
68.51881,170.47717,0.23151429
68.51881,170.85062,0.2576801
68.51881,171.22406,0.24534643
68.51881,171.5975,0.23362741
68.51881,171.97095,0.20097119
68.51881,172.34439,0.1645417
68.51881,172.71785,0.14185798
68.51881,173.0913,0.12391812
68.51881,173.46474,0.12923294
68.51881,173.83818,0.13366058
68.51881,174.21162,0.13442247
68.51881,174.58507,0.14569652
68.51881,174.95851,0.14186634
68.51881,175.33195,0.1573212
68.51881,175.7054,0.1634039
68.51881,176.07884,0.18000682
68.51881,176.45229,0.16234957
68.51881,176.82573,0.15635574
68.51881,177.19917,0.1656971
68.51881,177.57262,0.14610979
68.51881,177.94606,0.14527932
68.51881,178.3195,0.15312104
68.51881,178.69295,0.16204104
68.51881,179.06639,0.15594353
68.51881,179.43983,0.16695829
68.51881,179.81328,0.153966
67.76884,-179.81328,0.15093735
67.76884,-179.43983,0.14893585
67.76884,-179.06639,0.15991925
67.76884,-178.69295,0.1713922
67.76884,-178.3195,0.16854642
67.76884,-177.94606,0.18886647
67.76884,-177.57262,0.21836366
67.76884,-177.19917,0.23038645
67.76884,-176.82573,0.22808371
67.76884,-176.45229,0.20041838
67.76884,-164.50208,0.05782353
67.76884,-164.12863,0.06592834
67.76884,-163.75519,0.10353811
67.76884,-163.38174,0.15170866
67.76884,-163.0083,0.1451395
67.76884,-162.63486,0.1605857
67.76884,-162.26141,0.1510207
67.76884,-161.88797,0.16816857
67.76884,-161.51453,0.15234035
67.76884,-161.14108,0.16365692
67.76884,-160.76764,0.17721471
67.76884,-160.3942,0.16189468
67.76884,-160.02075,0.15347832
67.76884,-159.64731,0.1756268
67.76884,-159.27386,0.1860391
67.76884,-158.90042,0.20012571
67.76884,-158.52698,0.19598202
67.76884,-158.15353,0.18509336
67.76884,-157.78009,0.18858996
67.76884,-157.40663,0.19657826
67.76884,-157.03319,0.19180918
67.76884,-156.65974,0.20718142
67.76884,-156.2863,0.19495378
67.76884,-155.91286,0.19271323
67.76884,-155.53941,0.18867832
67.76884,-155.16597,0.18390813
67.76884,-154.79253,0.1938962
67.76884,-154.41908,0.18271445
67.76884,-154.04564,0.18375129
67.76884,-153.6722,0.15214941
67.76884,-153.29875,0.1593671
67.76884,-152.92531,0.15548517
67.76884,-152.55186,0.13964963
67.76884,-152.17842,0.13257818
67.76884,-151.80498,0.14670661
67.76884,-151.43153,0.14574808
67.76884,-151.05809,0.14123546
67.76884,-150.68465,0.16052338
67.76884,-150.3112,0.17489235
67.76884,-149.93776,0.17410116
67.76884,-149.56432,0.16538233
67.76884,-149.19087,0.16788962
67.76884,-148.81743,0.16425774
67.76884,-148.44398,0.16888946
67.76884,-148.07054,0.13147897
67.76884,-147.6971,0.1252839
67.76884,-147.32365,0.13005173
67.76884,-146.95021,0.12126815
67.76884,-146.57677,0.11464942
67.76884,-146.20332,0.11715143
67.76884,-145.82988,0.10777717
67.76884,-145.45644,0.07057071
67.76884,-145.083,0.065549865
67.76884,-144.70955,0.082968295
67.76884,-144.3361,0.075661734
67.76884,-143.96266,0.08477435
67.76884,-143.58922,0.07975289
67.76884,-143.21577,0.105431184
67.76884,-142.84233,0.08642717
67.76884,-142.46887,0.092308156
67.76884,-142.09543,0.109105445
67.76884,-141.72198,0.08621368
67.76884,-141.34854,0.09095718
67.76884,-140.9751,0.11526715
67.76884,-140.60165,0.13433386
67.76884,-140.22821,0.12771077
67.76884,-139.85477,0.18428445
67.76884,-139.10788,0.17240892
67.76884,-138.73444,0.15055372
67.76884,-138.361,0.1231703
67.76884,-137.98755,0.12462258
67.76884,-137.6141,0.1275985
67.76884,-137.24066,0.1436063
67.76884,-136.86722,0.17593268
67.76884,-136.49377,0.16400443
67.76884,-136.12033,0.15953279
67.76884,-135.74689,0.230549
67.76884,-135.37344,0.32394406
67.76884,-135.0,0.36650127
67.76884,-134.62656,0.37928075
67.76884,-133.87967,0.23518318
67.76884,-133.50623,0.2429119
67.76884,-133.13278,0.22058672
67.76884,-132.75934,0.21434863
67.76884,-132.3859,0.19465898
67.76884,-132.01245,0.16863061
67.76884,-131.639,0.15607283
67.76884,-131.26556,0.17219222
67.76884,-130.89212,0.18008086
67.76884,-130.51868,0.20318681
67.76884,-130.14523,0.17532654
67.76884,-129.77179,0.17185359
67.76884,-129.0249,0.17606077
67.76884,-128.65146,0.1750565
67.76884,-128.27802,0.19030942
67.76884,-127.904564,0.21745992
67.76884,-127.53112,0.24337909
67.76884,-127.15768,0.26740357
67.76884,-126.41079,0.23999472
67.76884,-126.037346,0.22626042
67.76884,-125.6639,0.26288393
67.76884,-125.29046,0.22714573
67.76884,-124.917015,0.23473996
67.76884,-124.54357,0.23855077
67.76884,-124.17013,0.25938496
67.76884,-123.796684,0.23642175
67.76884,-123.42323,0.23924711
67.76884,-123.04979,0.19546658
67.76884,-122.676346,0.20538034
67.76884,-122.3029,0.199768
67.76884,-121.92946,0.22260296
67.76884,-121.556015,0.19361569
67.76884,-121.18257,0.1955636
67.76884,-120.80913,0.21650556
67.76884,-120.435684,0.24132611
67.76884,-120.06224,0.22180246
67.76884,-119.6888,0.23976463
67.76884,-119.31535,0.25988704
67.76884,-118.94191,0.28598753
67.76884,-118.56847,0.27280116
67.76884,-118.19502,0.2268347
67.76884,-117.82158,0.22240612
67.76884,-117.448135,0.2204317
67.76884,-117.07469,0.20783794
67.76884,-116.70125,0.2206622
67.76884,-116.327805,0.25073132
67.76884,-115.95435,0.24156569
67.76884,-115.58091,0.21953078
67.76884,-115.207466,0.46458158
67.76884,-114.83402,0.57268125
67.76884,-114.46058,0.2651862
67.76884,-111.09959,0.23977461
67.76884,-110.72614,0.20640895
67.76884,-110.3527,0.2400589
67.76884,-109.979256,0.66544366
67.76884,-109.23237,0.6536673
67.76884,-107.73859,0.20998831
67.76884,-107.36514,0.3165784
67.76884,-106.9917,0.33430052
67.76884,-106.618256,0.33039987
67.76884,-106.24481,0.3090381
67.76884,-105.87137,0.3485372
67.76884,-105.497925,0.31434944
67.76884,-105.12448,0.26943356
67.76884,-104.75104,0.24004903
67.76884,-104.377594,0.25065976
67.76884,-104.00415,0.25082722
67.76884,-103.63071,0.2745968
67.76884,-103.25726,0.26686794
67.76884,-102.88382,0.24938744
67.76884,-100.64315,0.31014904
67.76884,-100.26971,0.33861104
67.76884,-99.89626,0.5217561
67.76884,-99.52282,0.46056277
67.76884,-98.77593,0.6019737
67.76884,-98.40249,0.30307442
67.76884,-96.908714,0.31127417
67.76884,-96.53527,0.31262416
67.76884,-95.41494,0.2500231
67.76884,-95.0415,0.29407653
67.76884,-94.66805,0.30492327
67.76884,-94.29461,0.30484617
67.76884,-93.921165,0.3002708
67.76884,-93.547714,0.27873078
67.76884,-93.17427,0.26575178
67.76884,-92.42738,0.26235732
67.76884,-92.05394,0.27322894
67.76884,-91.6805,0.28131813
67.76884,-91.30705,0.26434967
67.76884,-90.93361,0.2852433
67.76884,-90.560165,0.26482764
67.76884,-90.18672,0.27936813
67.76884,-89.81328,0.27958292
67.76884,-89.439835,0.2810581
67.76884,-89.06639,0.26762527
67.76884,-88.69295,0.20556831
67.76884,-88.3195,0.20438384
67.76884,-86.452286,0.4706479
67.76884,-86.078835,0.3667315
67.76884,-85.70539,0.2529483
67.76884,-85.33195,0.23432751
67.76884,-84.9585,0.24495588
67.76884,-84.58506,0.25061566
67.76884,-84.21162,0.21649152
67.76884,-83.83817,0.23088683
67.76884,-83.46473,0.23785777
67.76884,-83.091286,0.22143723
67.76884,-82.71784,0.2645722
67.76884,-82.3444,0.25712043
67.76884,-81.970955,0.23229279
67.76884,-77.11618,0.4645804
67.76884,-76.74274,0.47179446
67.76884,-76.36929,0.4058758
67.76884,-75.99585,0.48124522
67.76884,-75.622406,0.47770476
67.76884,-75.24896,0.66177714
67.76884,-72.26141,0.38597378
67.76884,-71.88797,0.29493538
67.76884,-71.51453,0.2886281
67.76884,-71.141075,0.2707403
67.76884,-70.76763,0.27276444
67.76884,-70.39419,0.24150717
67.76884,-70.020744,0.23872882
67.76884,-69.6473,0.21982874
67.76884,-69.27386,0.19299021
67.76884,-68.90041,0.18353358
67.76884,-68.52697,0.16198313
67.76884,-68.15353,0.17061295
67.76884,-65.912865,0.38477972
67.76884,-65.53942,0.19360976
67.76884,-65.16598,0.19166346
67.76884,-64.792534,0.6897932
67.76884,-53.58921,0.6790573
67.76884,-52.46888,0.28290254
67.76884,-52.095436,0.23118092
67.76884,-51.721992,0.23800296
67.76884,-51.34855,0.72946614
67.76884,-50.975105,0.540304
67.76884,-50.601658,0.3241981
67.76884,-50.228214,0.28010842
67.76884,15.871369,0.27238834
67.76884,16.618258,0.3118032
67.76884,16.991701,0.2938213
67.76884,17.365145,0.26108107
67.76884,17.738588,0.26148522
67.76884,18.112034,0.2230919
67.76884,18.485477,0.20106657
67.76884,18.858921,0.1685178
67.76884,19.232365,0.19125031
67.76884,19.605808,0.21885124
67.76884,19.979254,0.22734389
67.76884,20.352697,0.24023187
67.76884,20.726141,0.19840005
67.76884,21.099585,0.22226189
67.76884,21.473028,0.22533816
67.76884,21.846474,0.262658
67.76884,22.219917,0.27095044
67.76884,22.59336,0.18072031
67.76884,22.966805,0.13548608
67.76884,23.340248,0.12725219
67.76884,23.713694,0.122599654
67.76884,24.087137,0.12899567
67.76884,24.46058,0.15658782
67.76884,24.834024,0.15056013
67.76884,25.207468,0.13736008
67.76884,25.580914,0.12778386
67.76884,25.954357,0.10665028
67.76884,26.3278,0.11571004
67.76884,26.701244,0.1573365
67.76884,27.074688,0.12618761
67.76884,27.448133,0.16206998
67.76884,27.821577,0.11399894
67.76884,28.19502,0.099723905
67.76884,28.568464,0.0700693
67.76884,28.941908,0.084990665
67.76884,29.315353,0.076922655
67.76884,29.688797,0.06880544
67.76884,30.06224,0.07736683
67.76884,30.435684,0.079304956
67.76884,30.809128,0.09907783
67.76884,31.182573,0.09546669
67.76884,31.556017,0.087886274
67.76884,31.92946,0.05943641
67.76884,32.302906,0.05954028
67.76884,32.67635,0.022295468
67.76884,33.049793,0.63369006
67.76884,33.423237,0.09100981
67.76884,33.79668,0.06411991
67.76884,34.170124,0.05974735
67.76884,34.543568,0.035236597
67.76884,34.91701,0.65783167
67.76884,35.290455,0.13464873
67.76884,35.663902,0.1638642
67.76884,36.037346,0.1673455
67.76884,36.41079,0.16322204
67.76884,36.784233,0.15971057
67.76884,37.157677,0.16132744
67.76884,37.53112,0.17171432
67.76884,37.904564,0.16288608
67.76884,38.278008,0.20317072
67.76884,38.65145,0.20950392
67.76884,39.024895,0.19005889
67.76884,39.398342,0.21614014
67.76884,39.771786,0.20825925
67.76884,40.14523,0.17677748
67.76884,44.253113,0.21026367
67.76884,44.626556,0.1841904
67.76884,45.0,0.18702608
67.76884,45.373444,0.14993247
67.76884,45.746887,0.16968322
67.76884,49.107883,0.14836651
67.76884,49.481327,0.16003338
67.76884,49.85477,0.12813433
67.76884,50.228214,0.15848762
67.76884,50.601658,0.15416804
67.76884,50.975105,0.14980976
67.76884,51.34855,0.13727774
67.76884,51.721992,0.16036804
67.76884,52.095436,0.19612965
67.76884,52.46888,0.21812756
67.76884,52.842323,0.268017
67.76884,53.215767,0.27299857
67.76884,53.58921,0.29734364
67.76884,53.962654,0.24931596
67.76884,54.336098,0.22591257
67.76884,54.709545,0.19265208
67.76884,55.08299,0.19055828
67.76884,55.456432,0.17419113
67.76884,55.829876,0.21009581
67.76884,56.20332,0.26100385
67.76884,56.576763,0.19525036
67.76884,56.950207,0.23632768
67.76884,57.32365,0.25189367
67.76884,57.697094,0.20952761
67.76884,58.070538,0.23626074
67.76884,58.443985,0.22245643
67.76884,58.81743,0.2254503
67.76884,59.190872,0.26027885
67.76884,59.564316,0.2420129
67.76884,59.93776,0.23564684
67.76884,60.311203,0.24839759
67.76884,60.684647,0.23813652
67.76884,61.05809,0.22133051
67.76884,61.431534,0.20023555
67.76884,61.804977,0.19701366
67.76884,62.178425,0.22472565
67.76884,62.55187,0.23254395
67.76884,62.925312,0.23614983
67.76884,63.298756,0.25036162
67.76884,63.6722,0.25647303
67.76884,64.04565,0.19930184
67.76884,64.41909,0.16639568
67.76884,64.792534,0.16868585
67.76884,65.16598,0.20051287
67.76884,65.53942,0.20283629
67.76884,65.912865,0.17580047
67.76884,66.28631,0.16240925
67.76884,66.65975,0.13688064
67.76884,67.033195,0.15417346
67.76884,67.40664,0.1631378
67.76884,67.78008,0.19464214
67.76884,68.15353,0.21095766
67.76884,68.52697,0.23408769
67.76884,68.90041,0.2730215
67.76884,69.27386,0.27692452
67.76884,69.6473,0.29699627
67.76884,70.020744,0.29074946
67.76884,70.39419,0.29662314
67.76884,70.76763,0.3675932
67.76884,71.141075,0.3055306
67.76884,71.51453,0.30074486
67.76884,71.88797,0.29756188
67.76884,72.26141,0.29938158
67.76884,72.63486,0.24766995
67.76884,74.87552,0.22666885
67.76884,75.24896,0.25199777
67.76884,75.622406,0.27595225
67.76884,75.99585,0.26961723
67.76884,76.36929,0.27582124
67.76884,76.74274,0.26356015
