latitude,longitude,soil_moisture,brightness_temperature
74.71601,97.6556,0.222299,243.03238
74.71601,98.029045,0.20903265,244.37787
74.71601,98.40249,0.21054412,244.74112
74.71601,98.77593,0.19286832,246.47961
74.71601,99.149376,0.18539348,247.94025
74.71601,99.52282,0.17930518,249.99854
74.71601,99.89626,0.16487595,252.86032
74.71601,100.26971,0.1344031,257.05853
74.71601,100.64315,0.13711838,256.48108
74.71601,101.016594,0.11779181,258.5882
74.71601,101.390045,0.12610172,257.65634
74.71601,101.76349,0.14772676,254.1344
74.71601,102.13693,0.14828297,254.50458
74.71601,102.510376,0.14810026,254.63315
74.71601,102.88382,0.14487606,255.38876
74.71601,103.25726,0.71881926,126.55149
74.71601,103.63071,0.11851246,259.8684
74.71601,104.00415,0.702923,126.456436
74.71601,104.377594,0.15824065,256.56467
74.71601,104.75104,0.14311753,256.67676
74.71601,105.12448,0.10864337,260.75336
74.71601,105.497925,0.16323236,254.64177
74.71601,105.87137,0.16634262,254.45627
74.71601,106.24481,0.15746455,255.63368
74.71601,106.618256,0.1193357,260.53394
74.71601,106.9917,0.12747581,258.95984
74.71601,107.36514,0.12371368,259.78134
74.71601,107.73859,0.15468961,255.92616
74.71601,108.11203,0.19189547,251.7507
74.71601,108.48547,0.21790127,248.65012
74.71601,108.858925,0.2071135,249.02252
74.71601,109.23237,0.22408766,247.0627
74.71601,109.60581,0.20445322,248.44623
74.71601,109.979256,0.20541812,247.76712
74.71601,110.3527,0.3007439,237.7114
74.71601,110.72614,0.32218295,235.75725
74.71601,111.09959,0.3161494,231.80026
74.71601,111.47303,0.3706906,226.52649
74.71601,111.84647,0.7058064,174.41536
74.71601,112.21992,0.63177395,181.39893
74.71601,112.59336,0.6989579,147.89366
74.71601,112.966805,0.6919958,173.98615
74.71601,138.73444,0.38686723,208.89276
74.71601,139.10788,0.37653345,213.41248
73.69126,-124.17013,0.48757726,197.73192
73.69126,-123.796684,0.09404396,265.23294
73.69126,-123.42323,0.21715982,236.10873
73.69126,-123.04979,0.22388238,234.73837
73.69126,-122.676346,0.2646717,230.74203
73.69126,-122.3029,0.25291148,231.69379
73.69126,-121.92946,0.22622433,233.86609
73.69126,-121.556015,0.22493565,234.65942
73.69126,-121.18257,0.23510343,234.49887
