latitude,longitude,soil_moisture,brightness_temperature
62.456604,153.29875,0.2280101,263.66855
62.456604,153.6722,0.21993634,264.7236
62.456604,154.04564,0.19688587,264.62888
62.456604,154.41908,0.18379113,263.36334
62.456604,154.79253,0.16192289,263.9007
62.456604,155.16597,0.1716716,261.92902
62.456604,155.53941,0.19298196,259.68835
62.456604,155.91286,0.18140426,260.87122
62.456604,156.2863,0.22160952,260.59174
62.456604,156.65974,0.20849274,260.15234
62.456604,157.03319,0.20647438,257.60022
62.456604,157.40663,0.19908892,257.57513
62.456604,157.78009,0.18974835,258.7421
62.456604,158.15353,0.17635503,260.1042
62.456604,158.52698,0.17987707,260.88556
62.456604,160.3942,0.20785055,258.6357
62.456604,160.76764,0.21600303,256.8819
62.456604,161.14108,0.2229702,255.98714
62.456604,161.51453,0.1823368,260.00528
62.456604,161.88797,0.1478377,264.33066
62.456604,162.26141,0.14868137,263.09946
62.456604,162.63486,0.15281345,263.19812
62.456604,163.0083,0.15150496,264.10864
62.456604,165.6224,0.12507081,263.60327
62.456604,165.99585,0.13094419,262.88675
62.456604,169.35684,0.13748358,262.04132
62.456604,169.73029,0.1356691,261.5147
62.456604,170.10373,0.1367673,260.7965
62.456604,170.47717,0.14349988,259.83862
62.456604,170.85062,0.14118697,258.98038
62.456604,171.22406,0.14932667,259.45135
62.456604,171.5975,0.15191914,258.38422
62.456604,171.97095,0.14107789,260.19696
62.456604,172.34439,0.1405316,259.58905
62.456604,172.71785,0.14288945,259.6911
62.456604,173.0913,0.14067864,261.08478
62.456604,173.46474,0.13158838,261.6204
62.456604,173.83818,0.15059197,259.86713
62.456604,174.21162,0.15047151,260.13336
62.456604,174.58507,0.15304908,259.17603
62.456604,174.95851,0.17186812,257.66177
62.456604,175.33195,0.17068,257.0613
62.456604,175.7054,0.18376999,255.44952
62.456604,176.07884,0.1935091,254.19177
62.456604,176.45229,0.22990362,251.69481
62.456604,178.69295,0.2134132,250.05902
62.456604,179.06639,0.19137532,251.92725
61.858166,-165.6224,0.3441568,234.7089
61.858166,-165.24896,0.42017165,229.60428
61.858166,-164.87552,0.40167028,230.58511
61.858166,-164.50208,0.39547437,233.10135
61.858166,-164.12863,0.40016076,234.3592
61.858166,-163.75519,0.37675738,236.55136
61.858166,-163.38174,0.3616735,240.56877
61.858166,-163.0083,0.3496947,243.92767
61.858166,-162.63486,0.36298367,244.7677
61.858166,-162.26141,0.32001776,248.99167
61.858166,-161.88797,0.28101572,254.32468
61.858166,-161.51453,0.28509334,255.83202
61.858166,-161.14108,0.65590763,163.37369
61.858166,-160.76764,0.30768457,252.90726
61.858166,-160.3942,0.3157803,254.13968
61.858166,-160.02075,0.3045114,254.62817
61.858166,-159.64731,0.26937518,254.50232
61.858166,-159.27386,0.23607123,257.86838
61.858166,-158.90042,0.19383286,263.02377
61.858166,-158.52698,0.13924469,265.7779
61.858166,-158.15353,0.124837816,266.86353
61.858166,-157.78009,0.1335639,266.11188
61.858166,-157.40663,0.1526831,265.47113
61.858166,-157.03319,0.19869694,265.72864
61.858166,-156.65974,0.20033358,263.88446
61.858166,-156.2863,0.2378756,262.5083
61.858166,-155.91286,0.19506727,264.14157
61.858166,-155.53941,0.14665605,265.91354
61.858166,-155.16597,0.15742978,265.30823
61.858166,-154.79253,0.18323308,264.5095
61.858166,-154.41908,0.22337613,260.2981
61.858166,-154.04564,0.22441982,256.78308
61.858166,-153.6722,0.22529604,258.1268
61.858166,-153.29875,0.19686116,259.529
61.858166,-152.92531,0.22450416,258.67377
61.858166,-151.43153,0.2832071,263.15894
61.858166,-151.05809,0.30908728,262.60098
61.858166,-150.68465,0.25351647,265.86908
61.858166,-150.3112,0.20852356,266.1988
61.858166,-149.93776,0.20847769,265.39508
61.858166,-149.56432,0.16688208,265.05853
61.858166,-149.19087,0.21438754,261.3825
61.858166,-148.81743,0.23189466,260.32886
61.858166,-148.44398,0.2309422,260.5095
61.858166,-148.07054,0.19404644,261.43848
61.858166,-147.6971,0.17686632,261.75287
61.858166,-147.32365,0.18632466,260.13983
61.858166,-146.95021,0.17571543,261.36768
61.858166,-146.57677,0.1346833,265.2905
61.858166,-145.82988,0.10500951,268.27142
61.858166,-145.45644,0.112642035,267.0328
61.858166,-141.72198,0.26391256,252.21774
61.858166,-141.34854,0.1906453,260.54367
61.858166,-140.9751,0.18380697,262.55295
61.858166,-140.60165,0.16947958,264.07858
61.858166,-140.22821,0.15166564,266.12018
61.858166,-139.85477,0.14208971,266.91626
61.858166,-139.48132,0.13175097,268.89288
61.858166,-139.10788,0.13714711,267.64572
61.858166,-138.73444,0.14840895,266.42773
61.858166,-138.361,0.15941733,266.47626
61.858166,-137.98755,0.16266671,265.76706
61.858166,-137.6141,0.16111632,265.00702
61.858166,-137.24066,0.14294219,266.32684
61.858166,-136.86722,0.14568092,266.5805
61.858166,-136.49377,0.13944502,267.4294
61.858166,-136.12033,0.15485562,267.04675
61.858166,-135.74689,0.15211053,266.8933
61.858166,-135.37344,0.1456081,267.60297
61.858166,-135.0,0.12098507,267.96613
61.858166,-134.62656,0.10436759,267.00958
61.858166,-134.25311,0.1396713,265.60596
61.858166,-133.87967,0.14637466,264.39777
61.858166,-133.50623,0.15605189,263.64218
61.858166,-133.13278,0.18090387,263.32086
61.858166,-132.75934,0.17090137,263.48022
61.858166,-132.3859,0.15560715,265.25702
61.858166,-132.01245,0.18624976,263.605
61.858166,-131.639,0.15574408,264.89682
61.858166,-131.26556,0.14373039,265.83313
61.858166,-130.89212,0.16776294,263.4069
61.858166,-130.51868,0.14955783,265.4267
61.858166,-130.14523,0.17725205,263.14563
61.858166,-129.77179,0.16155332,264.4023
61.858166,-129.39835,0.20478101,261.18884
61.858166,-129.0249,0.22818403,258.21207
61.858166,-128.65146,0.22564633,258.27872
61.858166,-127.15768,0.23234229,259.559
61.858166,-126.78423,0.21505791,259.9527
61.858166,-126.41079,0.22750062,259.1891
61.858166,-126.037346,0.21275473,260.24155
61.858166,-125.6639,0.21456456,259.2596
61.858166,-125.29046,0.21557613,259.45233
61.858166,-124.917015,0.22064106,259.3263
61.858166,-124.54357,0.21695812,260.28894
61.858166,-124.17013,0.23378319,262.3418
61.858166,-123.796684,0.19022664,265.27292
61.858166,-123.42323,0.19404703,266.0397
61.858166,-123.04979,0.14257388,267.4974
61.858166,-122.676346,0.13842234,267.7008
61.858166,-122.3029,0.118359335,268.86295
61.858166,-121.92946,0.10380289,271.54303
61.858166,-121.556015,0.106956676,271.06006
61.858166,-121.18257,0.11577366,269.868
61.858166,-120.80913,0.08578851,272.46777
61.858166,-117.07469,0.20523328,266.19922
61.858166,-116.70125,0.1840373,266.9353
61.858166,-116.327805,0.14334553,268.274
61.858166,-115.95435,0.16995995,265.43158
61.858166,-115.58091,0.21426778,260.84314
61.858166,-115.207466,0.26962125,256.70355
61.858166,-111.47303,0.26733074,264.2992
61.858166,-111.09959,0.52706397,257.59518
61.858166,-110.72614,0.54295224,256.7822
61.858166,-110.3527,0.54703236,257.69452
61.858166,-109.23237,0.58153045,264.1219
61.858166,-108.858925,0.25531447,254.29541
61.858166,-108.48547,0.26269063,252.72888
61.858166,-108.11203,0.1815896,258.9768
61.858166,-107.73859,0.20246764,257.13892
61.858166,-107.36514,0.19854438,256.5581
61.858166,-106.9917,0.2096975,256.12225
61.858166,-105.87137,0.28105974,246.51724
61.858166,-105.497925,0.31302148,240.70547
61.858166,-105.12448,0.3620531,237.09384
61.858166,-104.75104,0.33057854,236.80179
61.858166,-104.377594,0.34263214,236.2013
61.858166,-102.510376,0.28780127,246.63919
61.858166,-102.13693,0.30457887,245.11089
61.858166,-101.390045,0.30570164,243.18411
61.858166,-101.016594,0.36372623,239.45444
61.858166,-100.26971,0.35789907,235.70348
61.858166,-99.89626,0.33876857,236.17421
61.858166,-99.52282,0.3738744,235.75159
61.858166,-99.149376,0.39430064,236.73488
61.858166,-98.77593,0.3951786,239.23148
61.858166,-98.40249,0.3081362,244.99538
61.858166,-98.029045,0.26158893,249.54651
61.858166,-97.6556,0.27966496,248.22058
61.858166,-97.28216,0.27393448,247.8301
61.858166,-96.908714,0.31896672,243.92365
61.858166,-96.53527,0.35476235,240.54477
61.858166,-96.16183,0.31562892,241.84283
61.858166,-80.10374,0.3625341,217.04633
61.858166,-79.73029,0.34806538,217.4373
61.858166,-77.86307,0.337524,218.8491
61.858166,-77.489624,0.3679913,220.35448
61.858166,-77.11618,0.34119064,226.61305
61.858166,-76.74274,0.32724804,227.79492
61.858166,-76.36929,0.31344286,229.21716
61.858166,-75.99585,0.33142585,228.90321
61.858166,-75.622406,0.281948,232.85638
61.858166,-75.24896,0.29226273,232.2193
61.858166,-74.87552,0.29396656,231.68887
61.858166,-74.502075,0.28842768,234.30641
61.858166,-74.12863,0.27700397,237.38394
61.858166,-73.75519,0.2599023,237.63333
61.858166,-73.381744,0.25230145,237.37952
61.858166,-73.0083,0.2637811,236.04874
61.858166,-72.63486,0.25196382,236.83311
61.858166,-49.107883,0.2216139,250.64003
61.858166,-48.73444,0.21014242,250.30574
61.858166,6.908714,0.29700348,260.39752
61.858166,7.6556015,0.25493047,254.16919
61.858166,8.029046,0.23060791,256.40585
61.858166,8.40249,0.20795661,259.26837
61.858166,8.775933,0.19353609,260.8634
61.858166,9.149378,0.17507848,264.86243
61.858166,9.522821,0.1543122,266.9004
61.858166,9.896266,0.18358599,263.9806
61.858166,10.26971,0.18246567,263.70117
61.858166,10.643153,0.19334051,264.71863
61.858166,11.016598,0.27122787,262.5103
61.858166,11.390041,0.18392065,264.7025
61.858166,11.763486,0.20277396,263.15796
61.858166,12.1369295,0.25308967,260.6222
61.858166,12.510373,0.25661704,261.3988
61.858166,12.883818,0.29008183,262.1942
61.858166,13.257261,0.22232158,263.90314
61.858166,13.630706,0.21143742,266.41266
61.858166,14.004149,0.18390548,268.18375
61.858166,14.377593,0.20719351,266.9476
61.858166,14.751038,0.23319276,267.34833
61.858166,15.124481,0.21638955,269.45206
61.858166,15.497926,0.18749073,269.04523
61.858166,15.871369,0.22958738,267.2005
61.858166,16.244814,0.17313656,271.1601
61.858166,16.618258,0.19411936,270.3475
61.858166,16.991701,0.25365156,271.18207
61.858166,17.365145,0.6555053,143.30154
61.858166,21.473028,0.64154935,288.43405
61.858166,21.846474,0.10428093,278.84515
61.858166,22.219917,0.16056873,274.87973
61.858166,22.59336,0.12178972,278.52386
61.858166,23.340248,0.1162598,282.09442
61.858166,23.713694,0.12935652,283.2999
61.858166,24.087137,0.15735276,282.22516
61.858166,24.46058,0.15128906,283.04535
61.858166,24.834024,0.15187669,285.40607
61.858166,25.954357,0.15121281,288.98502
61.858166,26.3278,0.02,298.85312
61.858166,26.701244,0.206645,289.09686
61.858166,27.074688,0.43268853,283.02448
61.858166,31.182573,0.22753184,269.70245
61.858166,31.556017,0.1919996,271.0755
61.858166,31.92946,0.14406185,271.72037
61.858166,32.302906,0.11886074,273.07187
61.858166,32.67635,0.145132,272.65527
61.858166,33.049793,0.10898802,276.7929
61.858166,36.037346,0.6804249,286.60983
61.858166,36.41079,0.67867213,282.3757
61.858166,36.784233,0.060466506,278.4037
61.858166,37.157677,0.06737933,278.11548
61.858166,37.53112,0.06796552,278.77982
61.858166,37.904564,0.08806243,277.6286
61.858166,38.278008,0.09277087,277.42157
61.858166,38.65145,0.047242183,279.85498
61.858166,39.024895,0.020361483,283.63
61.858166,39.398342,0.037552066,283.90497
61.858166,39.771786,0.033674233,283.25055
61.858166,40.14523,0.020160237,283.25507
61.858166,40.518673,0.04365477,283.2207
61.858166,43.506226,0.023301112,284.33734
61.858166,43.87967,0.63789403,282.91507
61.858166,44.253113,0.6334561,284.32227
61.858166,44.626556,0.6395769,282.40442
61.858166,45.0,0.6411803,279.74347
61.858166,45.373444,0.6543281,279.1946
61.858166,45.746887,0.02087262,278.59412
61.858166,46.12033,0.043602217,275.3772
61.858166,46.493774,0.023628011,276.14346
61.858166,46.867218,0.026376385,275.9063
61.858166,47.240665,0.65499973,280.679
61.858166,47.61411,0.02,282.20367
61.858166,47.987553,0.6597898,279.31018
61.858166,48.360996,0.021177972,277.4333
61.858166,48.73444,0.02,279.17615
61.858166,49.107883,0.6520493,278.33484
61.858166,49.481327,0.65764165,278.46628
61.858166,49.85477,0.652286,277.12488
61.858166,50.975105,0.026519962,270.90118
61.858166,51.34855,0.026764141,273.93365
61.858166,55.456432,0.6382438,276.80804
61.858166,55.829876,0.6401285,277.92603
61.858166,56.20332,0.64915645,274.09772
61.858166,56.576763,0.64588714,272.7179
61.858166,56.950207,0.027775202,276.35522
61.858166,57.32365,0.6356927,280.19757
61.858166,57.697094,0.6620554,282.2539
61.858166,58.070538,0.66801864,275.58954
61.858166,58.443985,0.058832906,271.4379
61.858166,58.81743,0.044620894,269.98932
61.858166,59.564316,0.66080403,282.34952
61.858166,59.93776,0.65792084,279.8559
61.858166,60.311203,0.6617655,277.87912
61.858166,60.684647,0.6563139,281.0475
61.858166,61.05809,0.02534533,276.76428
61.858166,61.431534,0.044369046,276.05603
61.858166,61.804977,0.067759834,268.97333
61.858166,62.178425,0.02,271.38528
61.858166,62.55187,0.6393355,273.6264
61.858166,62.925312,0.022793787,271.2426
61.858166,63.298756,0.028831001,277.0061
61.858166,63.6722,0.028899401,276.9173
61.858166,64.04565,0.03585103,270.82574
61.858166,64.41909,0.06436567,275.48138
61.858166,64.792534,0.0395778,269.64728
61.858166,65.16598,0.07648659,272.20233
61.858166,65.53942,0.1055433,272.9646
61.858166,65.912865,0.1848137,270.78583
61.858166,66.28631,0.15332654,265.4088
61.858166,66.65975,0.18111807,259.81018
61.858166,67.033195,0.33952102,255.64288
61.858166,67.40664,0.6842762,261.43677
61.858166,67.78008,0.65062165,266.47952
61.858166,68.15353,0.19260317,266.2552
61.858166,68.52697,0.18415515,263.78906
61.858166,68.90041,0.18700686,262.36484
61.858166,69.27386,0.16933542,260.50775
61.858166,69.6473,0.16107616,259.88153
61.858166,70.020744,0.18236625,255.92728
61.858166,70.39419,0.21391812,253.08838
61.858166,70.76763,0.26423866,242.72107
61.858166,71.141075,0.27209368,239.01227
61.858166,71.88797,0.31466952,231.54431
61.858166,72.26141,0.32216778,231.55612
61.858166,73.381744,0.3008292,233.89626
61.858166,73.75519,0.3208103,233.4281
61.858166,74.12863,0.33180696,230.55872
61.858166,74.502075,0.36737797,227.27866
61.858166,74.87552,0.32107025,233.12947
61.858166,75.622406,0.30037576,240.30222
61.858166,75.99585,0.33397412,236.73407
61.858166,76.36929,0.35920218,228.38129
61.858166,80.10374,0.2539111,249.37442
61.858166,80.47718,0.263075,247.51788
61.858166,80.850624,0.24471448,250.33195
61.858166,81.22407,0.3120869,245.40056
61.858166,81.59751,0.3285995,241.64578
61.858166,81.970955,0.33688313,233.93571
61.858166,82.3444,0.4215907,222.92117
61.858166,82.71784,0.41526914,217.37872
61.858166,83.091286,0.44009876,216.363
61.858166,83.46473,0.43751046,218.75552
61.858166,83.83817,0.40669355,224.34589
61.858166,84.21162,0.3677864,231.27716
61.858166,84.58506,0.28248876,246.13327
61.858166,84.9585,0.28355464,255.38727
61.858166,85.33195,0.31741834,261.19086
61.858166,85.70539,0.32884905,262.52393
61.858166,86.078835,0.3269573,262.99176
61.858166,86.452286,0.29312515,263.9262
61.858166,86.82573,0.28686985,263.38794
61.858166,87.19917,0.29569164,264.1234
61.858166,87.57262,0.2605471,264.61676
61.858166,87.94606,0.22523075,267.13196
61.858166,88.3195,0.22242787,267.82812
61.858166,88.69295,0.2327555,267.4319
61.858166,89.06639,0.25150087,267.01843
61.858166,89.81328,0.2727595,266.4384
61.858166,90.18672,0.29021385,264.57922
61.858166,90.560165,0.29222342,265.77747
61.858166,90.93361,0.23964284,267.6715
61.858166,91.30705,0.26845345,267.57095
61.858166,91.6805,0.28113642,265.84613
61.858166,92.05394,0.25476876,266.1706
61.858166,92.42738,0.29075423,264.0963
61.858166,92.80083,0.26425657,265.29736
61.858166,93.17427,0.23585229,265.9595
61.858166,93.547714,0.2368424,265.4212
61.858166,93.921165,0.20485708,265.8256
61.858166,94.29461,0.19909555,266.97327
61.858166,94.66805,0.19245219,265.9364
61.858166,95.0415,0.2073208,266.39532
61.858166,95.41494,0.17873375,266.27466
61.858166,95.78838,0.20282286,266.46222
61.858166,96.16183,0.18947549,266.3037
61.858166,96.53527,0.17887925,266.23462
61.858166,96.908714,0.19088718,266.76743
61.858166,97.28216,0.2163167,266.45844
61.858166,97.6556,0.17996113,269.36005
61.858166,98.029045,0.14087513,271.30923
61.858166,98.40249,0.12708333,268.9145
61.858166,98.77593,0.15890893,269.87985
61.858166,99.149376,0.18508133,268.4309
61.858166,99.52282,0.1709421,269.68814
61.858166,100.26971,0.14846298,271.43097
61.858166,100.64315,0.13039581,272.91196
61.858166,110.72614,0.16517746,273.17432
61.858166,111.09959,0.15643692,273.02838
61.858166,111.47303,0.19077797,271.42737
61.858166,111.84647,0.17144117,271.3119
61.858166,112.21992,0.15406887,272.1411
61.858166,112.59336,0.17884243,271.9217
61.858166,112.966805,0.2080912,271.231
61.858166,113.34025,0.19550286,272.20514
61.858166,113.71369,0.16421044,273.50745
61.858166,114.087135,0.16049075,273.09354
61.858166,114.46058,0.16365252,272.67633
61.858166,114.83402,0.16878359,271.92242
61.858166,115.58091,0.1616784,273.2633
61.858166,115.95435,0.16950534,273.07562
61.858166,116.327805,0.27232018,269.65332
61.858166,120.06224,0.4134973,262.35925
61.858166,120.435684,0.3839615,260.78845
61.858166,120.80913,0.34399632,262.74393
61.858166,121.18257,0.3197886,264.3172
61.858166,121.556015,0.24961714,268.2307
61.858166,121.92946,0.2971669,266.30313
61.858166,122.3029,0.28276378,267.01703
61.858166,122.676346,0.32395002,263.5261
61.858166,123.04979,0.2734156,265.23303
61.858166,123.42323,0.2697461,266.4081
61.858166,123.796684,0.22240059,268.9039
61.858166,124.17013,0.20706736,270.1392
61.858166,124.54357,0.24400608,267.0603
61.858166,124.917015,0.26414847,266.76556
61.858166,125.29046,0.27813745,264.28607
61.858166,125.6639,0.25418752,265.35162
61.858166,126.037346,0.2298248,266.08447
61.858166,126.41079,0.23179981,266.73694
61.858166,126.78423,0.2240033,267.54996
61.858166,127.15768,0.21419474,268.47333
61.858166,127.53112,0.1983728,269.04785
61.858166,127.904564,0.18819302,269.62695
61.858166,128.27802,0.1685161,269.78528
61.858166,128.65146,0.1716487,269.36697
61.858166,129.0249,0.18255387,268.43365
61.858166,129.39835,0.26379082,262.18494
61.858166,129.77179,0.30203432,257.3803
61.858166,130.14523,0.27865064,263.20502
61.858166,130.51868,0.2969385,264.37952
61.858166,130.89212,0.31479642,265.0343
61.858166,131.26556,0.32514635,264.9975
61.858166,131.639,0.35329664,263.53815
61.858166,132.01245,0.38319024,259.52417
61.858166,132.3859,0.32044974,260.55792
61.858166,132.75934,0.34559453,262.44366
61.858166,133.13278,0.2971347,265.51395
61.858166,133.50623,0.27629793,265.43948
61.858166,135.37344,0.2821784,267.1307
61.858166,135.74689,0.24220581,267.59024
61.858166,136.12033,0.24431741,266.41724
61.858166,136.49377,0.19748175,268.63568
61.858166,136.86722,0.22638027,266.3437
61.858166,137.24066,0.22949623,263.9687
61.858166,137.6141,0.23092267,265.7522
61.858166,137.98755,0.23376667,263.53482
61.858166,138.361,0.25585058,262.0882
61.858166,138.73444,0.23662116,262.45255
61.858166,139.10788,0.21594241,263.38394
61.858166,139.48132,0.21893577,262.10455
61.858166,139.85477,0.2607335,259.31732
61.858166,140.22821,0.24226929,258.37735
61.858166,140.60165,0.3021386,258.00705
61.858166,144.70955,0.22932856,257.78943
61.858166,145.083,0.23119181,258.41522
61.858166,145.45644,0.2355386,259.10614
61.858166,145.82988,0.23439445,259.68146
61.858166,146.20332,0.21155158,261.90872
61.858166,146.57677,0.21009932,262.87482
61.858166,146.95021,0.24278793,262.54175
61.858166,147.32365,0.23452182,264.36484
61.858166,147.6971,0.21884392,264.02795
61.858166,148.07054,0.23779243,262.98862
61.858166,148.44398,0.23332381,262.78644
61.858166,148.81743,0.23045781,263.549
61.858166,149.19087,0.19805405,264.15857
61.858166,149.56432,0.1624716,267.55927
61.858166,149.93776,0.16810781,266.31628
61.858166,150.3112,0.19968523,264.489
61.858166,150.68465,0.22925362,262.75815
61.858166,151.05809,0.20275842,264.37613
61.858166,151.43153,0.19740257,265.7799
61.858166,151.80498,0.1957678,264.12866
61.858166,152.17842,0.17101564,265.5598
61.858166,152.55186,0.1917337,264.05597
61.858166,152.92531,0.20969424,263.2119
61.858166,153.29875,0.1925833,263.13403
61.858166,153.6722,0.20954761,262.3853
61.858166,154.04564,0.2086688,262.4674
61.858166,154.41908,0.17903082,263.95978
61.858166,154.79253,0.17861442,262.5371
61.858166,155.16597,0.17690602,261.21222
61.858166,155.53941,0.1853755,260.53595
61.858166,155.91286,0.22252117,260.61707
61.858166,156.2863,0.20475793,260.08582
61.858166,156.65974,0.20504588,258.12802
61.858166,157.03319,0.17491497,260.09442
61.858166,157.40663,0.18272015,258.94974
61.858166,157.78009,0.17319672,261.65643
61.858166,159.64731,0.16189449,260.89038
61.858166,160.02075,0.1776839,259.9889
61.858166,160.3942,0.17641386,260.83258
61.858166,160.76764,0.18935359,259.27396
61.858166,161.14108,0.15702559,261.7492
61.858166,161.51453,0.15652709,261.51205
61.858166,161.88797,0.14713135,262.0575
61.858166,162.26141,0.13309854,263.1223
61.858166,162.63486,0.10404116,266.2661
61.858166,164.87552,0.14659518,262.83554
61.858166,165.24896,0.13995138,263.43274
61.858166,169.35684,0.13455693,263.36545
61.858166,169.73029,0.14520976,261.466
61.858166,170.10373,0.16200094,259.83945
61.858166,170.47717,0.19380683,257.55154
61.858166,170.85062,0.20267849,255.4024
61.858166,171.22406,0.21288252,254.84598
61.858166,171.5975,0.20010549,256.115
61.858166,171.97095,0.21505252,255.02853
61.858166,172.34439,0.23726189,253.39684
61.858166,172.71785,0.21903609,255.06842
61.858166,173.0913,0.2549329,252.97144
61.858166,173.46474,0.26741156,250.37083
61.858166,173.83818,0.24473588,250.24567
61.858166,174.21162,0.21598575,253.05817
61.858166,174.58507,0.25093752,249.0668
61.27113,-165.6224,0.53534627,211.74329
61.27113,-165.24896,0.49459687,215.63928
61.27113,-164.87552,0.676727,220.48727
61.27113,-164.50208,0.43454537,227.23843
61.27113,-164.12863,0.37495667,236.5834
61.27113,-163.75519,0.33751622,243.56326
61.27113,-163.38174,0.36328962,242.51337
61.27113,-163.0083,0.30152997,244.92526
61.27113,-162.63486,0.2919642,244.97177
61.27113,-161.88797,0.33023018,236.55922
61.27113,-161.51453,0.3600395,237.06876
61.27113,-161.14108,0.35877767,239.70648
61.27113,-160.76764,0.33785897,245.31339
61.27113,-160.3942,0.27923745,250.88428
61.27113,-160.02075,0.23994072,257.57196
61.27113,-159.64731,0.2520896,257.39307
61.27113,-159.27386,0.21848772,260.1677
61.27113,-158.90042,0.1689779,263.32178
61.27113,-158.52698,0.14937332,266.0808
61.27113,-158.15353,0.17723998,264.41663
61.27113,-157.78009,0.23427726,263.15793
61.27113,-157.40663,0.2714809,263.1358
61.27113,-157.03319,0.2809117,261.8376
61.27113,-156.65974,0.25409812,261.23682
61.27113,-156.2863,0.17675705,264.40204
61.27113,-155.91286,0.17481142,263.5184
61.27113,-155.53941,0.14225464,265.99414
61.27113,-155.16597,0.15113416,265.19714
61.27113,-154.79253,0.15076546,264.39417
61.27113,-154.41908,0.17983428,262.9808
61.27113,-154.04564,0.21823923,260.16507
61.27113,-153.6722,0.22109216,259.36618
61.27113,-151.43153,0.20464814,266.19855
61.27113,-151.05809,0.09967002,271.73505
61.27113,-150.3112,0.66311896,129.19109
61.27113,-149.93776,0.67195797,126.73702
61.27113,-149.56432,0.11178806,270.56842
61.27113,-149.19087,0.15847173,265.43106
61.27113,-139.48132,0.20420699,258.8346
61.27113,-139.10788,0.17230676,264.21487
61.27113,-138.73444,0.34756193,267.47394
61.27113,-138.361,0.19498248,262.81882
61.27113,-137.98755,0.18381056,261.8092
61.27113,-137.6141,0.16122177,263.62018
61.27113,-137.24066,0.14149961,265.15375
61.27113,-136.86722,0.14429486,265.34827
61.27113,-136.49377,0.15582375,264.5608
61.27113,-136.12033,0.15004085,265.8941
61.27113,-135.74689,0.1464101,265.88464
61.27113,-135.37344,0.13110572,268.36426
61.27113,-135.0,0.20705818,268.17273
61.27113,-134.62656,0.15552457,266.15717
61.27113,-134.25311,0.15907471,264.96152
61.27113,-133.87967,0.14899845,265.49048
61.27113,-133.50623,0.15507507,264.59198
61.27113,-133.13278,0.17065038,263.72714
61.27113,-132.75934,0.17124458,263.65347
61.27113,-132.3859,0.1814999,262.64478
61.27113,-132.01245,0.18171951,263.21277
61.27113,-131.639,0.19192103,261.59412
61.27113,-131.26556,0.18971805,262.29907
61.27113,-130.89212,0.1979218,261.68317
61.27113,-130.51868,0.17422792,263.98993
61.27113,-130.14523,0.18037502,263.66376
61.27113,-129.77179,0.15141946,265.1867
61.27113,-129.39835,0.14110862,265.32556
61.27113,-129.0249,0.17584047,263.15186
61.27113,-127.53112,0.19955997,261.46158
61.27113,-127.15768,0.19874398,261.7013
61.27113,-126.78423,0.18680139,262.8805
61.27113,-126.41079,0.19494979,263.0387
61.27113,-126.037346,0.20633958,262.37927
61.27113,-125.6639,0.19677447,264.6947
61.27113,-125.29046,0.16864982,265.5216
61.27113,-124.917015,0.19307457,264.85382
61.27113,-124.54357,0.21072613,262.90576
61.27113,-124.17013,0.18575752,265.13327
61.27113,-123.796684,0.18160714,266.12604
61.27113,-123.42323,0.13811319,269.39026
61.27113,-123.04979,0.1296047,269.01398
61.27113,-122.676346,0.13522248,270.56024
61.27113,-121.92946,0.11718767,268.80997
61.27113,-121.556015,0.14447007,269.11755
61.27113,-117.07469,0.32273138,271.5482
61.27113,-113.34025,0.09607615,276.27408
61.27113,-112.966805,0.45450523,257.95477
61.27113,-112.59336,0.3433675,256.29507
61.27113,-112.21992,0.46116015,248.853
61.27113,-111.84647,0.36392772,245.1529
61.27113,-111.47303,0.4001737,241.5549
61.27113,-111.09959,0.38287634,248.37521
61.27113,-110.72614,0.53144354,258.6349
61.27113,-110.3527,0.5460929,269.6697
61.27113,-109.979256,0.5657996,269.9638
61.27113,-109.60581,0.57520175,268.47678
61.27113,-109.23237,0.58218133,262.6992
61.27113,-108.858925,0.20179793,259.52942
61.27113,-108.48547,0.22081448,257.73923
61.27113,-108.11203,0.18257612,259.7925
61.27113,-107.73859,0.17398293,260.2107
61.27113,-107.36514,0.17529756,259.53345
61.27113,-106.9917,0.1841904,257.9881
61.27113,-106.618256,0.1932466,256.66177
61.27113,-106.24481,0.20450751,255.67279
61.27113,-105.497925,0.34143084,254.46463
61.27113,-105.12448,0.2482313,255.92844
61.27113,-104.75104,0.47221166,255.89682
61.27113,-103.25726,0.29700372,245.86813
61.27113,-102.88382,0.32246092,243.4631
61.27113,-102.510376,0.2836429,245.59985
61.27113,-102.13693,0.27810317,243.82745
61.27113,-101.390045,0.30231148,242.27649
61.27113,-101.016594,0.3016922,240.25238
61.27113,-100.64315,0.31669185,236.3067
61.27113,-100.26971,0.34482607,236.24089
61.27113,-99.52282,0.29192019,240.21693
61.27113,-98.77593,0.35641876,237.82498
61.27113,-98.40249,0.3238041,241.76288
61.27113,-98.029045,0.3086752,244.5712
61.27113,-96.908714,0.3057318,245.10333
61.27113,-77.489624,0.3635504,220.03983
61.27113,-77.11618,0.38346574,222.65622
61.27113,-76.74274,0.33254543,225.1192
61.27113,-76.36929,0.33791485,226.13464
61.27113,-75.99585,0.321964,226.7435
61.27113,-75.622406,0.33459705,226.40411
61.27113,-75.24896,0.32200772,226.9422
61.27113,-74.87552,0.3305935,227.40564
61.27113,-74.12863,0.31921995,228.07175
