PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,0.3,1,33.769,1,3.909,1,0.3,1,3.909,1,33.769,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,1.3,1,33.772,1,3.907,1,1.3,1,3.907,1,33.772,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,3.4,1,33.774,1,3.908,1,3.4,1,3.908,1,33.774,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,5.0,1,33.773,1,3.911,1,5.0,1,3.911,1,33.773,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,5.9,1,33.777,1,3.894,1,5.9,1,3.894,1,33.777,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,7.4,1,33.774,1,3.9,1,7.4,1,3.9,1,33.774,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,9.6,1,33.775,1,3.899,1,9.6,1,3.899,1,33.775,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,11.2,1,33.773,1,3.895,1,11.2,1,3.895,1,33.773,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,13.2,1,33.777,1,3.878,1,13.2,1,3.878,1,33.777,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,15.5,1,33.778,1,3.839,1,15.5,1,3.839,1,33.778,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,17.4,1,33.777,1,3.806,1,17.4,1,3.806,1,33.777,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,19.4,1,33.777,1,3.791,1,19.4,1,3.791,1,33.777,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,21.3,1,33.779,1,3.774,1,21.3,1,3.774,1,33.779,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,23.3,1,33.778,1,3.745,1,23.3,1,3.745,1,33.778,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,25.5,1,33.778,1,3.735,1,25.5,1,3.735,1,33.778,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,27.3,1,33.778,1,3.725,1,27.3,1,3.725,1,33.778,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,29.3,1,33.779,1,3.722,1,29.3,1,3.722,1,33.779,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,31.4,1,33.779,1,3.72,1,31.4,1,3.72,1,33.779,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,33.3,1,33.779,1,3.715,1,33.3,1,3.715,1,33.779,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,35.2,1,33.78,1,3.702,1,35.2,1,3.702,1,33.78,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,37.3,1,33.783,1,3.685,1,37.3,1,3.685,1,33.783,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,39.4,1,33.784,1,3.676,1,39.4,1,3.676,1,33.784,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,41.5,1,33.785,1,3.675,1,41.5,1,3.675,1,33.785,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,43.4,1,33.785,1,3.664,1,43.4,1,3.664,1,33.785,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,45.3,1,33.786,1,3.654,1,45.3,1,3.654,1,33.786,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,47.4,1,33.786,1,3.63,1,47.4,1,3.63,1,33.786,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,49.4,1,33.785,1,3.616,1,49.4,1,3.616,1,33.785,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,51.4,1,33.784,1,3.563,1,51.4,1,3.563,1,33.784,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,53.5,1,33.792,1,3.207,1,53.5,1,3.207,1,33.792,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,55.6,1,33.871,1,2.224,1,55.6,1,2.224,1,33.871,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,57.4,1,33.855,1,1.884,1,57.4,1,1.884,1,33.855,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,59.4,1,33.855,1,1.848,1,59.4,1,1.848,1,33.855,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,61.4,1,33.856,1,1.797,1,61.4,1,1.797,1,33.856,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,63.3,1,33.858,1,1.792,1,63.3,1,1.792,1,33.858,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,65.3,1,33.857,1,1.771,1,65.3,1,1.771,1,33.857,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,67.4,1,33.858,1,1.742,1,67.4,1,1.742,1,33.858,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,69.4,1,33.862,1,1.759,1,69.4,1,1.759,1,33.862,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,71.5,1,33.864,1,1.732,1,71.5,1,1.732,1,33.864,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,73.5,1,33.864,1,1.702,1,73.5,1,1.702,1,33.864,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,75.6,1,33.87,1,1.722,1,75.6,1,1.722,1,33.87,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,77.7,1,33.866,1,1.678,1,77.7,1,1.678,1,33.866,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,79.4,1,33.863,1,1.621,1,79.4,1,1.621,1,33.863,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,81.2,1,33.864,1,1.59,1,81.2,1,1.59,1,33.864,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,83.4,1,33.865,1,1.563,1,83.4,1,1.563,1,33.865,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,85.5,1,33.864,1,1.542,1,85.5,1,1.542,1,33.864,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,87.7,1,33.866,1,1.51,1,87.7,1,1.51,1,33.866,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,89.5,1,33.868,1,1.528,1,89.5,1,1.528,1,33.868,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,91.3,1,33.874,1,1.567,1,91.3,1,1.567,1,33.874,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,93.6,1,33.876,1,1.586,1,93.6,1,1.586,1,33.876,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,95.5,1,33.879,1,1.609,1,95.5,1,1.609,1,33.879,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,97.4,1,33.879,1,1.604,1,97.4,1,1.604,1,33.879,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,99.3,1,33.877,1,1.537,1,99.3,1,1.537,1,33.877,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,101.2,1,33.873,1,1.46,1,101.2,1,1.46,1,33.873,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,103.4,1,33.873,1,1.413,1,103.4,1,1.413,1,33.873,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,105.3,1,33.874,1,1.395,1,105.3,1,1.395,1,33.874,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,107.2,1,33.879,1,1.41,1,107.2,1,1.41,1,33.879,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,109.5,1,33.89,1,1.469,1,109.5,1,1.469,1,33.89,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,111.5,1,33.89,1,1.443,1,111.5,1,1.443,1,33.89,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,113.5,1,33.893,1,1.447,1,113.5,1,1.447,1,33.893,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,115.5,1,33.911,1,1.568,1,115.5,1,1.568,1,33.911,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,117.5,1,33.913,1,1.531,1,117.5,1,1.531,1,33.913,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,119.5,1,33.917,1,1.527,1,119.5,1,1.527,1,33.917,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,121.5,1,33.92,1,1.535,1,121.5,1,1.535,1,33.92,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,123.4,1,33.922,1,1.438,1,123.4,1,1.438,1,33.922,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,125.4,1,33.916,1,1.306,1,125.4,1,1.306,1,33.916,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,127.5,1,33.914,1,1.239,1,127.5,1,1.239,1,33.914,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,129.5,1,33.918,1,1.264,1,129.5,1,1.264,1,33.918,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,131.5,1,33.918,1,1.234,1,131.5,1,1.234,1,33.918,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,133.4,1,33.925,1,1.23,1,133.4,1,1.23,1,33.925,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,135.4,1,33.931,1,1.192,1,135.4,1,1.192,1,33.931,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,137.5,1,33.936,1,1.196,1,137.5,1,1.196,1,33.936,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,139.5,1,33.945,1,1.201,1,139.5,1,1.201,1,33.945,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,141.6,1,33.946,1,1.198,1,141.6,1,1.198,1,33.946,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,143.6,1,33.956,1,1.22,1,143.6,1,1.22,1,33.956,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,145.3,1,33.963,1,1.249,1,145.3,1,1.249,1,33.963,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,147.4,1,33.974,1,1.291,1,147.4,1,1.291,1,33.974,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,149.5,1,33.981,1,1.306,1,149.5,1,1.306,1,33.981,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,151.2,1,33.983,1,1.316,1,151.2,1,1.316,1,33.983,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,153.3,1,33.991,1,1.343,1,153.3,1,1.343,1,33.991,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,155.5,1,33.995,1,1.354,1,155.5,1,1.354,1,33.995,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,157.2,1,34.0,1,1.361,1,157.2,1,1.361,1,34.0,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,159.3,1,34.003,1,1.347,1,159.3,1,1.347,1,34.003,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,161.5,1,34.008,1,1.339,1,161.5,1,1.339,1,34.008,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,163.2,1,34.011,1,1.338,1,163.2,1,1.338,1,34.011,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,165.4,1,34.016,1,1.364,1,165.4,1,1.364,1,34.016,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,167.6,1,34.026,1,1.398,1,167.6,1,1.398,1,34.026,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,169.4,1,34.028,1,1.356,1,169.4,1,1.356,1,34.028,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,171.1,1,34.035,1,1.404,1,171.1,1,1.404,1,34.035,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,173.4,1,34.048,1,1.446,1,173.4,1,1.446,1,34.048,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,175.7,1,34.056,1,1.511,1,175.7,1,1.511,1,34.056,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,177.5,1,34.064,1,1.499,1,177.5,1,1.499,1,34.064,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,179.4,1,34.067,1,1.454,1,179.4,1,1.454,1,34.067,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,181.3,1,34.07,1,1.451,1,181.3,1,1.451,1,34.07,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,183.2,1,34.076,1,1.458,1,183.2,1,1.458,1,34.076,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,185.1,1,34.084,1,1.479,1,185.1,1,1.479,1,34.084,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,187.5,1,34.099,1,1.615,1,187.5,1,1.615,1,34.099,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,189.8,1,34.108,1,1.633,1,189.8,1,1.633,1,34.108,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,191.8,1,34.117,1,1.679,1,191.8,1,1.679,1,34.117,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,193.8,1,34.125,1,1.705,1,193.8,1,1.705,1,34.125,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,195.7,1,34.131,1,1.727,1,195.7,1,1.727,1,34.131,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,197.7,1,34.136,1,1.742,1,197.7,1,1.742,1,34.136,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,199.7,1,34.14,1,1.756,1,199.7,1,1.756,1,34.14,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,201.7,1,34.146,1,1.764,1,201.7,1,1.764,1,34.146,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,203.8,1,34.149,1,1.764,1,203.8,1,1.764,1,34.149,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,205.8,1,34.156,1,1.787,1,205.8,1,1.787,1,34.156,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,207.9,1,34.158,1,1.794,1,207.9,1,1.794,1,34.158,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,209.9,1,34.164,1,1.814,1,209.9,1,1.814,1,34.164,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,211.4,1,34.165,1,1.82,1,211.4,1,1.82,1,34.165,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,213.0,1,34.169,1,1.839,1,213.0,1,1.839,1,34.169,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,215.0,1,34.176,1,1.849,1,215.0,1,1.849,1,34.176,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,217.0,1,34.18,1,1.862,1,217.0,1,1.862,1,34.18,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,219.0,1,34.182,1,1.876,1,219.0,1,1.876,1,34.182,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,221.0,1,34.187,1,1.89,1,221.0,1,1.89,1,34.187,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,223.0,1,34.189,1,1.881,1,223.0,1,1.881,1,34.189,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,225.0,1,34.195,1,1.898,1,225.0,1,1.898,1,34.195,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,227.0,1,34.202,1,1.94,1,227.0,1,1.94,1,34.202,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,229.0,1,34.208,1,1.91,1,229.0,1,1.91,1,34.208,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,231.0,1,34.213,1,1.914,1,231.0,1,1.914,1,34.213,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,233.0,1,34.22,1,1.962,1,233.0,1,1.962,1,34.22,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,235.0,1,34.225,1,1.968,1,235.0,1,1.968,1,34.225,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,237.0,1,34.231,1,1.946,1,237.0,1,1.946,1,34.231,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,239.0,1,34.236,1,1.966,1,239.0,1,1.966,1,34.236,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,241.0,1,34.24,1,2.024,1,241.0,1,2.024,1,34.24,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,243.0,1,34.252,1,2.053,1,243.0,1,2.053,1,34.252,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,245.4,1,34.258,1,2.069,1,245.4,1,2.069,1,34.258,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,247.9,1,34.261,1,2.059,1,247.9,1,2.059,1,34.261,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,249.9,1,34.265,1,2.075,1,249.9,1,2.075,1,34.265,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,251.9,1,34.268,1,2.073,1,251.9,1,2.073,1,34.268,1
7900969,2025-01-25T00:22:20Z,1,-60.043,142.57588,1,253.9,1,34.271,1,2.089,1,253.9,1,2.089,1,34.271,1
