PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,1.3,1,35.027,1,14.781,1,1.3,1,14.781,1,35.027,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,3.1,1,35.156,1,14.483,1,3.1,1,14.483,1,35.156,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,4.8,1,35.294,1,14.302,1,4.8,1,14.302,1,35.294,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,6.0,1,35.301,1,14.203,1,6.0,1,14.203,1,35.301,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,7.2,1,35.302,1,14.166,1,7.2,1,14.166,1,35.302,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,9.3,1,35.299,1,14.06,1,9.3,1,14.06,1,35.299,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,11.4,1,35.299,1,14.033,1,11.4,1,14.033,1,35.299,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,13.2,1,35.302,1,14.015,1,13.2,1,14.015,1,35.302,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,15.5,1,35.304,1,13.998,1,15.5,1,13.998,1,35.304,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,17.8,1,35.307,1,13.981,1,17.8,1,13.981,1,35.307,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,19.8,1,35.31,1,13.974,1,19.8,1,13.974,1,35.31,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,21.7,1,35.312,1,13.967,1,21.7,1,13.967,1,35.312,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,23.7,1,35.313,1,13.964,1,23.7,1,13.964,1,35.313,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,25.7,1,35.314,1,13.962,1,25.7,1,13.962,1,35.314,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,27.6,1,35.315,1,13.959,1,27.6,1,13.959,1,35.315,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,29.6,1,35.318,1,13.952,1,29.6,1,13.952,1,35.318,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,31.5,1,35.318,1,13.951,1,31.5,1,13.951,1,35.318,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,33.5,1,35.32,1,13.947,1,33.5,1,13.947,1,35.32,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,35.5,1,35.322,1,13.945,1,35.5,1,13.945,1,35.322,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,37.5,1,35.322,1,13.946,1,37.5,1,13.946,1,35.322,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,39.5,1,35.322,1,13.945,1,39.5,1,13.945,1,35.322,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,41.5,1,35.322,1,13.944,1,41.5,1,13.944,1,35.322,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,43.6,1,35.324,1,13.938,1,43.6,1,13.938,1,35.324,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,45.6,1,35.325,1,13.937,1,45.6,1,13.937,1,35.325,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,47.7,1,35.327,1,13.929,1,47.7,1,13.929,1,35.327,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,49.8,1,35.326,1,13.923,1,49.8,1,13.923,1,35.326,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,51.9,1,35.327,1,13.923,1,51.9,1,13.923,1,35.327,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,53.5,1,35.327,1,13.919,1,53.5,1,13.919,1,35.327,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,55.0,1,35.327,1,13.916,1,55.0,1,13.916,1,35.327,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,57.1,1,35.328,1,13.913,1,57.1,1,13.913,1,35.328,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,59.3,1,35.33,1,13.908,1,59.3,1,13.908,1,35.33,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,61.4,1,35.331,1,13.908,1,61.4,1,13.908,1,35.331,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,63.6,1,35.337,1,13.922,1,63.6,1,13.922,1,35.337,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,65.7,1,35.342,1,13.932,1,65.7,1,13.932,1,35.342,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,67.8,1,35.342,1,13.92,1,67.8,1,13.92,1,35.342,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,69.5,1,35.347,1,13.888,1,69.5,1,13.888,1,35.347,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,71.1,1,35.337,1,13.877,1,71.1,1,13.877,1,35.337,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,73.3,1,35.344,1,13.849,1,73.3,1,13.849,1,35.344,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,75.4,1,35.36,1,13.807,1,75.4,1,13.807,1,35.36,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,77.6,1,35.369,1,13.742,1,77.6,1,13.742,1,35.369,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,79.8,1,35.379,1,13.695,1,79.8,1,13.695,1,35.379,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,81.6,1,35.392,1,13.63,1,81.6,1,13.63,1,35.392,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,83.3,1,35.395,1,13.624,1,83.3,1,13.624,1,35.395,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,85.6,1,35.397,1,13.61,1,85.6,1,13.61,1,35.397,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,87.3,1,35.401,1,13.607,1,87.3,1,13.607,1,35.401,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,89.0,1,35.391,1,13.516,1,89.0,1,13.516,1,35.391,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,91.3,1,35.378,1,13.495,1,91.3,1,13.495,1,35.378,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,93.5,1,35.378,1,13.484,1,93.5,1,13.484,1,35.378,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,95.8,1,35.36,1,13.393,1,95.8,1,13.393,1,35.36,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,97.5,1,35.36,1,13.39,1,97.5,1,13.39,1,35.36,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,99.1,1,35.36,1,13.387,1,99.1,1,13.387,1,35.36,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,101.3,1,35.357,1,13.385,1,101.3,1,13.385,1,35.357,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,103.4,1,35.348,1,13.316,1,103.4,1,13.316,1,35.348,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,105.6,1,35.324,1,13.222,1,105.6,1,13.222,1,35.324,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,107.8,1,35.322,1,13.207,1,107.8,1,13.207,1,35.322,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,109.5,1,35.318,1,13.204,1,109.5,1,13.204,1,35.318,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,111.1,1,35.31,1,13.161,1,111.1,1,13.161,1,35.31,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,113.2,1,35.306,1,13.144,1,113.2,1,13.144,1,35.306,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,115.4,1,35.304,1,13.143,1,115.4,1,13.143,1,35.304,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,117.6,1,35.304,1,13.138,1,117.6,1,13.138,1,35.304,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,119.7,1,35.301,1,13.115,1,119.7,1,13.115,1,35.301,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,121.9,1,35.298,1,13.097,1,121.9,1,13.097,1,35.298,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,123.5,1,35.299,1,13.1,1,123.5,1,13.1,1,35.299,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,125.1,1,35.301,1,13.1,1,125.1,1,13.1,1,35.301,1
5905621,2025-12-10T05:43:20Z,1,-39.72655,134.88701,1,127.3,1,35.32,1,13.18,1,127.3,1,13.18,1,35.32,1
