PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,0.1,1,35.575,1,26.683,1,0.1,1,26.683,1,35.575,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,1.1,1,35.574,1,26.681,1,1.1,1,26.681,1,35.574,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,3.0,1,35.574,1,26.681,1,3.0,1,26.681,1,35.574,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,4.5,1,35.576,1,26.678,1,4.5,1,26.678,1,35.576,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,5.5,1,35.577,1,26.677,1,5.5,1,26.677,1,35.577,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,7.0,1,35.578,1,26.674,1,7.0,1,26.674,1,35.578,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,9.4,1,35.576,1,26.675,1,9.4,1,26.675,1,35.576,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,11.9,1,35.577,1,26.665,1,11.9,1,26.665,1,35.577,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,13.9,1,35.61,1,26.61,1,13.9,1,26.61,1,35.61,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,15.5,1,35.633,1,26.581,1,15.5,1,26.581,1,35.633,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,17.0,1,35.636,1,26.578,1,17.0,1,26.578,1,35.636,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,19.2,1,35.641,1,26.574,1,19.2,1,26.574,1,35.641,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,21.3,1,35.647,1,26.575,1,21.3,1,26.575,1,35.647,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,23.6,1,35.667,1,26.578,1,23.6,1,26.578,1,35.667,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,25.8,1,35.668,1,26.573,1,25.8,1,26.573,1,35.668,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,27.6,1,35.67,1,26.57,1,27.6,1,26.57,1,35.67,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,29.3,1,35.67,1,26.566,1,29.3,1,26.566,1,35.67,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,31.6,1,35.67,1,26.557,1,31.6,1,26.557,1,35.67,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,33.3,1,35.671,1,26.549,1,33.3,1,26.549,1,35.671,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,35.1,1,35.67,1,26.53,1,35.1,1,26.53,1,35.67,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,37.5,1,35.668,1,26.514,1,37.5,1,26.514,1,35.668,1
1901771,2025-03-15T05:51:20Z,1,-23.4935,75.00396,1,39.3,1,35.668,1,26.51,1,39.3,1,26.51,1,35.668,1
