PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,0.0,1,,,,,0.0,1,,,,
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,1.5,1,,,16.344,1,1.5,1,16.344,1,,
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,3.7,1,34.769,1,16.29,1,3.7,1,16.29,1,34.7695,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,5.1,1,34.785,1,16.281,1,5.1,1,16.281,1,34.7853,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,6.0,1,34.789,1,16.282,1,6.0,1,16.282,1,34.7904,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,7.4,1,34.805,1,16.281,1,7.4,1,16.281,1,34.8158,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,9.3,1,34.831,1,16.03,1,9.3,1,16.03,1,34.841,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,11.4,1,34.809,1,15.768,1,11.4,1,15.768,1,34.8109,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,13.6,1,34.807,1,15.718,1,13.6,1,15.718,1,34.808,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,15.4,1,34.808,1,15.699,1,15.4,1,15.699,1,34.8111,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,17.0,1,34.8,1,15.644,1,17.0,1,15.644,1,34.8055,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,19.3,1,34.788,1,15.499,1,19.3,1,15.499,1,34.8,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,21.6,1,34.773,1,15.161,1,21.6,1,15.161,1,34.7786,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,23.3,1,34.755,1,15.044,1,23.3,1,15.044,1,34.7588,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,25.0,1,34.75,1,14.97,1,25.0,1,14.97,1,34.7551,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,27.2,1,34.727,1,14.829,1,27.2,1,14.829,1,34.7253,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,29.4,1,34.774,1,14.866,1,29.4,1,14.866,1,34.765,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,31.8,1,34.889,1,15.12,1,31.8,1,15.12,1,34.878,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,33.6,1,34.994,1,15.38,1,33.6,1,15.38,1,34.9983,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,35.4,1,34.996,1,15.286,1,35.4,1,15.286,1,34.9987,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,37.8,1,34.966,1,15.208,1,37.8,1,15.208,1,34.9664,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,39.6,1,34.962,1,15.209,1,39.6,1,15.209,1,34.969,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,41.2,1,34.946,1,15.093,1,41.2,1,15.093,1,34.9619,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,43.2,1,34.892,1,14.707,1,43.2,1,14.707,1,34.901,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,45.4,1,34.844,1,14.489,1,45.4,1,14.489,1,34.868,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,47.3,1,34.793,1,13.96,1,47.3,1,13.96,1,34.8231,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,49.2,1,34.73,1,13.274,1,49.2,1,13.274,1,34.7488,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,51.5,1,34.695,1,12.765,1,51.5,1,12.765,1,34.7057,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,53.5,1,34.723,1,12.527,1,53.5,1,12.527,1,34.7407,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,55.5,1,34.724,1,12.134,1,55.5,1,12.134,1,34.7538,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,57.4,1,34.642,1,11.466,1,57.4,1,11.466,1,34.6555,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,59.4,1,34.6,1,11.144,1,59.4,1,11.144,1,34.5996,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,61.5,1,34.624,1,11.153,1,61.5,1,11.153,1,34.6237,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,63.4,1,34.649,1,11.163,1,63.4,1,11.163,1,34.6517,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,65.3,1,34.682,1,11.108,1,65.3,1,11.108,1,34.6862,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,67.4,1,34.698,1,11.0,1,67.4,1,11.0,1,34.694,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,69.5,1,34.732,1,11.099,1,69.5,1,11.099,1,34.7326,1
5905586,2025-01-04T00:42:20Z,1,-39.34016,138.66913,1,71.6,1,34.763,1,11.086,1,71.6,1,11.086,1,34.7641,1
