PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,4.4,1,33.856,1,4.584,1,4.4,1,4.584,1,33.856,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,5.1,1,33.855,1,4.577,1,5.1,1,4.577,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,6.1,1,33.855,1,4.577,1,6.1,1,4.577,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,7.4,1,33.855,1,4.577,1,7.4,1,4.577,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,9.5,1,33.855,1,4.578,1,9.5,1,4.578,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,11.4,1,33.855,1,4.578,1,11.4,1,4.578,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,13.4,1,33.855,1,4.579,1,13.4,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,15.3,1,33.855,1,4.579,1,15.3,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,17.3,1,33.855,1,4.579,1,17.3,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,19.3,1,33.855,1,4.579,1,19.3,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,21.5,1,33.856,1,4.579,1,21.5,1,4.579,1,33.856,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,23.5,1,33.855,1,4.579,1,23.5,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,25.3,1,33.855,1,4.58,1,25.3,1,4.58,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,27.4,1,33.856,1,4.579,1,27.4,1,4.579,1,33.856,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,29.4,1,33.855,1,4.579,1,29.4,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,31.2,1,33.855,1,4.579,1,31.2,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,33.3,1,33.855,1,4.579,1,33.3,1,4.579,1,33.855,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,35.4,1,33.856,1,4.579,1,35.4,1,4.579,1,33.856,1
5905594,2025-02-12T00:30:20Z,1,-54.01195,107.95796,1,37.4,1,33.855,1,4.579,1,37.4,1,4.579,1,33.855,1
