PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,0.2,1,35.604,1,23.225,1,0.2,1,23.225,1,35.604,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,1.4,1,35.578,1,23.218,1,1.4,1,23.218,1,35.578,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,3.5,1,35.594,1,23.156,1,3.5,1,23.156,1,35.594,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,5.0,1,35.634,1,23.088,1,5.0,1,23.088,1,35.634,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,5.7,1,35.623,1,23.05,1,5.7,1,23.05,1,35.623,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,7.3,1,35.627,1,22.953,1,7.3,1,22.953,1,35.627,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,9.6,1,35.628,1,22.854,1,9.6,1,22.854,1,35.628,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,11.5,1,35.628,1,22.848,1,11.5,1,22.848,1,35.628,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,13.5,1,35.628,1,22.839,1,13.5,1,22.839,1,35.628,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,15.4,1,35.627,1,22.836,1,15.4,1,22.836,1,35.627,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,17.4,1,35.627,1,22.83,1,17.4,1,22.83,1,35.627,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,19.4,1,35.626,1,22.824,1,19.4,1,22.824,1,35.626,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,21.4,1,35.627,1,22.816,1,21.4,1,22.816,1,35.627,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,23.3,1,35.628,1,22.806,1,23.3,1,22.806,1,35.628,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,25.2,1,35.63,1,22.792,1,25.2,1,22.792,1,35.63,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,27.1,1,35.633,1,22.769,1,27.1,1,22.769,1,35.633,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,29.1,1,35.638,1,22.735,1,29.1,1,22.735,1,35.638,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,31.1,1,35.639,1,22.726,1,31.1,1,22.726,1,35.639,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,33.1,1,35.636,1,22.706,1,33.1,1,22.706,1,35.636,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,35.2,1,35.63,1,22.646,1,35.2,1,22.646,1,35.63,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,37.2,1,35.629,1,22.634,1,37.2,1,22.634,1,35.629,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,39.2,1,35.634,1,22.61,1,39.2,1,22.61,1,35.634,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,41.2,1,35.637,1,22.596,1,41.2,1,22.596,1,35.637,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,43.3,1,35.639,1,22.574,1,43.3,1,22.574,1,35.639,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,45.4,1,35.642,1,22.551,1,45.4,1,22.551,1,35.642,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,47.4,1,35.646,1,22.505,1,47.4,1,22.505,1,35.646,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,49.6,1,35.646,1,22.366,1,49.6,1,22.366,1,35.646,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,51.7,1,35.646,1,22.33,1,51.7,1,22.33,1,35.646,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,53.4,1,35.649,1,22.305,1,53.4,1,22.305,1,35.649,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,55.0,1,35.652,1,22.281,1,55.0,1,22.281,1,35.652,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,57.1,1,35.656,1,22.248,1,57.1,1,22.248,1,35.656,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,59.4,1,35.665,1,22.174,1,59.4,1,22.174,1,35.665,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,61.5,1,35.664,1,22.146,1,61.5,1,22.146,1,35.664,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,63.5,1,35.665,1,22.124,1,63.5,1,22.124,1,35.665,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,65.5,1,35.672,1,22.089,1,65.5,1,22.089,1,35.672,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,67.2,1,35.677,1,22.065,1,67.2,1,22.065,1,35.677,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,69.4,1,35.674,1,22.05,1,69.4,1,22.05,1,35.674,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,71.5,1,35.675,1,22.043,1,71.5,1,22.043,1,35.675,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,73.2,1,35.677,1,22.031,1,73.2,1,22.031,1,35.677,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,75.4,1,35.678,1,21.989,1,75.4,1,21.989,1,35.678,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,77.6,1,35.676,1,21.959,1,77.6,1,21.959,1,35.676,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,79.3,1,35.675,1,21.943,1,79.3,1,21.943,1,35.675,1
5905612,2025-10-02T05:43:20Z,1,-26.81043,155.7599,1,81.5,1,35.678,1,21.916,1,81.5,1,21.916,1,35.678,1
