_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS	Plx	B-V	Survey	Chart	Notes	SpType
187.49332716	-12.0654483143	60981	9.15	187.4935682	-12.06542362	12.17	0.759	S	 	 	G5
41.4040519525	-71.2359499101	12884	6.67	41.40357139	-71.23595606	17.22	0.449	S	 	 	F6V
284.5621635128	-37.3169887015	93125	7.68	284.56227054	-37.31694308	5.84	1.612	 	 	 	K5/M0III
272.558850158	-21.3271729187	89029	8.6	272.55884734	-21.3271657	2.41	0.551	 	 	 	B9.5Iab...
8.7900686428	36.8322326508	2753	6.58	8.79013047	36.83227188	4.78	1.445	S	 	 	G8III-IV...
115.3225476337	25.8887304814	37452	8.18	115.32259621	25.88877603	3.21	1.1	 	 	 	K2III
299.934077573	-35.2763054585	98412	4.37	299.93405965	-35.27624433	5.28	-0.15	S	 	 	B2.5IV
132.3099994177	-57.6747755434	43298	7.77	132.31010769	-57.67482729	2.0	0.957	 	 	 	G6III
39.9141145069	-20.4280599726	12399	7.32	39.91442375	-20.42761015	7.68	0.77	S	 	 	G5V
293.0105375661	50.1815454949	96077	8.05	293.01088293	50.18083536	19.16	0.659	S	 	 	F8
246.3961731807	-23.4052125906	80474	7.27	246.39619609	-23.40514716	7.76	0.32	S	 	 	A
20.26459204	51.9836693277	6306	7.62	20.26345223	51.98392092	16.64	0.582	S	 	 	F5
69.0187585454	-45.1363533583	21431	7.29	69.01853431	-45.13638848	16.32	0.433	S	 	 	F8IV-V
311.6838974407	20.1230102186	102535	8.61	311.68391437	20.12308717	5.82	0.486	 	 	 	G5
9.3084340092	43.1740775014	2934	8.96	9.30842901	43.17409505	1.21	0.107	 	 	 	A0
170.9962837531	72.6303707943	55647	8.7	170.99651872	72.6303111	7.26	0.511	 	 	 	F5
215.9904943057	-35.4974091796	70380	9.99	215.99069	-35.49705427	6.09	0.645	 	G	 	G3/G5V
17.8240148721	-17.88355811	5560	10.21	17.82403063	-17.88354936	1.22	0.586	 	 	 	F5/F6V
80.4186587051	12.6683118532	25037	7.95	80.41864458	12.66838319	7.39	0.351	S	 	 	A3
37.0674568873	-36.3408456185	11496	7.19	37.06740022	-36.34089299	1.79	1.629	S	 	 	K5III
65.1633082725	-9.1494148599	20265	8.57	65.16328486	-9.14937653	3.77	1.107	 	 	 	K0
11.3931130781	43.8830756378	3565	8.55	11.3931641	43.88310811	3.28	1.008	S	 	 	G5
29.5683513054	20.4324985386	9186	9.12	29.56825902	20.43253174	6.8	0.426	S	 	 	G5
18.8153222471	22.870701129	5867	8.61	18.81520536	22.87051507	8.28	0.532	S	 	 	G0
108.3294922305	-83.9237667768	34905	7.98	108.32953471	-83.92379344	2.86	1.657	 	 	 	M0III
204.0456137176	-23.6541933835	66363	9.8	204.04612616	-23.65385386	14.34	0.807	 	 	 	K0V
310.9339602933	46.318130756	102306	7.05	310.93396793	46.31817069	5.7	1.041	S	 	 	K0IV
66.0128072917	-32.0801235272	20536	9.42	66.0127735	-32.08005693	9.47	0.867	 	 	 	G6IV/V
36.8460969872	53.5000602292	11426	8.62	36.84609143	53.50007525	2.51	0.09	 	 	 	B8
298.4252411931	14.3271144453	97898	7.86	298.42522712	14.32716048	2.91	1.275	 	 	 	K5
193.8106142644	-28.0301871576	63059	8.74	193.8106361	-28.03016905	10.07	0.649	 	 	 	G3/G5V
181.9249949708	6.7704114241	59147	9.33	181.92515343	6.77026632	10.24	0.544	S	 	 	F5
108.1849638125	-60.9670008159	34850	8.91	108.18485869	-60.96708975	0.72	0.993	 	 	 	G8III
248.0162561332	3.3620766624	80971	7.29	248.01629543	3.36204577	6.35	0.236	S	 	 	A2
158.3785630163	28.8741564692	51684	9.43	158.37855827	28.87421524	5.39	0.51	 	 	 	G0V
111.4966960428	16.9734325121	36073	8.98	111.49670542	16.97344221	4.95	0.167	 	 	 	A2
289.6709572176	63.9215174526	94897	8.98	289.67094146	63.92151247	1.86	1.525	 	 	 	M...
37.8132919111	-11.9741188129	11718	9.57	37.813326	-11.97407149	6.34	0.439	 	 	 	F3V
86.5674305405	-15.9529037082	27232	8.51	86.56745314	-15.95290592	2.89	1.341	 	 	 	K1/K2III
167.9695209199	18.9958504176	54697	10.6	167.96995128	18.99613105	29.0	1.593	 	G	 	K8
27.9125358277	-0.4843401397	8670	9.86	27.91250333	-0.48431948	1.12	1.084	 	 	 	G5
153.9304697906	-78.069946736	50257	9.81	153.93051741	-78.07014242	6.11	0.716	 	G	 	G6IV/V
101.3626798064	-17.8419525819	32377	9.56	101.36266921	-17.84196595	2.65	1.216	 	G	 	K0
172.7242373004	-22.7831366992	56175	9.5	172.72442537	-22.7832093	11.27	0.62	 	 	 	G2V
21.1654576723	43.1696361204	6586	10.13	21.16564493	43.16942369	9.77	1.141	 	G	 	K8
152.9467775398	13.3980295057	49938	9.5	152.94690699	13.39818878	8.18	0.578	 	 	 	G0
2.5680176485	50.8848981962	837	8.95	2.56783172	50.88488337	2.74	1.104	 	 	 	K0
111.3415069006	81.2574560611	36019	6.3	111.34154368	81.25753345	3.92	-0.031	S	 	 	A0III
271.8386547139	-36.873585746	88773	8.25	271.83866629	-36.87338418	10.13	0.581	 	 	 	F8/G0V
235.401033086	27.9953372325	76855	8.4	235.40106053	27.99531492	4.05	1.277	S	 	 	K5
166.7145446759	-23.5557753776	54329	7.73	166.71457135	-23.55576427	8.56	0.314	S	 	 	A9V
233.8850165489	-19.6291740419	76336	10.07	233.88505985	-19.62900016	9.14	0.704	 	G	 	G5
225.9915547725	9.9113313021	73707	10.05	225.9915092	9.9114565	9.11	0.42	 	 	 	G0
193.4764080256	-45.1091994893	62941	9.23	193.4764498	-45.10917409	4.19	0.376	 	 	 	A9V
315.9009554326	33.7195646693	103939	8.17	315.90094652	33.71957427	0.41	-0.052	 	 	 	A0
300.0523624931	-46.9832214478	98451	8.81	300.0523098	-46.98284617	17.1	0.614	 	 	 	G3V
102.9191620876	0.3267647364	32934	9.13	102.91917181	0.32677441	0.84	0.081	 	G	 	B8III
266.1447493536	-7.4081782171	86833	8.01	266.14490139	-7.40810129	10.68	0.682	S	 	 	G5
188.9813869867	22.2621821492	61490	9.68	188.98141346	22.26235292	14.95	0.866	 	 	 	K2
203.3510132957	-38.871721618	66129	7.58	203.35106412	-38.87172225	3.49	0.194	S	 	 	A4II/III
196.3282387386	13.284292675	63865	10.8	196.32831848	13.2843128	7.57	0.571	 	G	 	F8
29.8229975147	79.6984521318	9279	8.02	29.82167438	79.69870744	5.71	0.936	S	 	 	G5
14.2926268805	-19.8328541094	4458	10.25	14.29256089	-19.83284079	1.05	0.753	 	 	 	
302.8621240269	-15.8651847803	99491	10.47	302.86210735	-15.86513194	3.92	0.473	 	G	 	F2/F3V
9.9863197292	29.3707353844	3141	8.65	9.98637657	29.37075619	3.75	0.922	 	 	 	K0
253.6685992785	-32.1901549509	82738	7.68	253.66842733	-32.19008201	18.04	0.544	S	 	 	F8V
123.4828338776	-37.6784641381	40316	8.16	123.48286296	-37.67848402	1.5	0.723	 	 	 	K0/K1III+..
159.5337068554	-68.1675408426	52048	9.2	159.5336398	-68.16753236	3.36	1.205	 	 	 	K5
106.4049188155	-71.2722839549	34212	7.67	106.40490042	-71.272922	18.57	0.536	S	 	 	F8V
283.8688431508	29.2266246881	92875	8.48	283.86882048	29.22662007	7.0	0.401	 	 	 	F2
229.1644568516	47.6308890814	74755	8.57	229.16445274	47.63086988	2.73	1.094	 	 	 	K0
103.6956589844	29.8273055615	33219	7.95	103.69567148	29.82733344	3.79	0.016	S	 	 	B8
116.9417449092	-19.9847198592	38038	7.99	116.94175797	-19.98473138	0.56	-0.1	 	 	 	B3III
189.6876485094	-53.6178417087	61691	8.95	189.68771194	-53.61782049	4.11	0.124	 	 	 	A2V
308.4151772045	45.1755654252	101452	6.71	308.41508749	45.17555196	5.45	0.034	S	 	 	A0p
137.8844900116	-57.6189783158	45119	7.57	137.88454883	-57.61899217	1.35	-0.081	S	 	 	B4III
289.9967641139	-57.9798338018	95013	8.64	289.99675545	-57.97978434	4.74	0.326	 	 	 	A1m...
194.1375114632	-61.335264793	63167	9.48	194.13757475	-61.3352453	3.12	0.609	 	G	 	B8/B9II/III
300.8578197366	57.8078791108	98748	8.77	300.85776791	57.80789559	3.03	0.884	 	 	 	K0
188.7955873413	36.4253823844	61424	7.3	188.79564404	36.42539794	8.24	0.46	S	 	 	F2V
39.7182243369	-28.1624822335	12337	11.04	39.71819481	-28.16240798	5.53	0.727	 	 	 	
26.7107171897	38.7487931786	8292	7.78	26.71074689	38.74884738	8.4	0.325	S	 	 	F0
235.8922380836	-61.223599058	77024	9.87	235.89238092	-61.22344744	8.29	0.663	 	G	 	G3V
14.896313676	-1.1916057144	4641	8.66	14.8961197	-1.19179977	10.55	0.765	S	 	 	G5
218.5562052144	12.5825558667	71247	10.78	218.55745493	12.58206463	21.9	1.095	 	G	 	K:...
113.3933983111	30.8589794033	36757	8.36	113.39339027	30.85898582	1.71	1.483	 	 	 	K5
285.9531147155	41.9742689939	93612	8.14	285.95309474	41.97427998	3.83	0.059	S	 	 	A0
181.2506434699	-49.7463202741	58929	10.13	181.25070749	-49.74631867	2.75	1.056	 	G	 	G5
311.7690069366	-1.6936979175	102564	7.63	311.76891845	-1.69369573	1.02	1.216	S	 	 	K0
118.6021304952	-50.1706953242	38612	7.47	118.60214298	-50.17070947	1.28	-0.106	S	 	 	B5V
137.398205566	-8.7876477454	44961	5.47	137.39824927	-8.78763061	5.08	1.002	S	 	 	G8II
257.0568749131	-1.0794757915	83853	6.06	257.05690056	-1.07937767	12.0	0.074	S	 	 	A3V
205.8627612556	-31.4442747446	66961	8.99	205.8628251	-31.44426213	4.0	0.337	 	 	 	F0IV/V
62.460488997	33.0564040707	19444	10.12	62.4604921	33.05644872	2.68	0.466	 	G	 	A2
22.8578219819	-55.9681208803	7094	7.85	22.85775345	-55.96807154	1.52	1.33	S	 	 	K2IIICN...
197.1297789804	-60.9334627756	64121	9.42	197.12979534	-60.93346122	1.49	0.167	 	G	 	B3III
117.6158315465	33.9630223096	38272	10.6	117.61596676	33.96301915	6.14	0.582	 	G	 	F8
151.7455403341	-3.284007379	49545	7.76	151.74559275	-3.28400332	4.77	0.074	S	 	 	A0
228.2412721598	56.0464366385	74458	7.5	228.24133043	56.04644026	9.15	0.1	S	 	 	A2
110.8943855473	-31.2999388115	35859	7.99	110.89438074	-31.29993519	2.6	-0.084	S	 	 	B9III
138.5795378351	-54.6595898738	45330	9.33	138.57976638	-54.65962869	7.37	0.516	 	G	 	F5/F6III/IV
199.5445387938	47.7403598349	64902	10.27	199.54454848	47.74035738	1.0	0.5	 	 	 	F5
163.151150555	-2.1110485668	53169	9.79	163.15212891	-2.10918139	23.94	1.048	 	 	 	K8
39.9430110359	2.1303441612	12408	8.35	39.94298343	2.13034438	0.14	1.512	 	 	 	K5
154.3108774262	42.6360748803	50383	8.85	154.31089008	42.63620754	8.62	0.525	S	 	 	F8
235.793878262	13.667666516	76985	6.48	235.79392869	13.6677537	5.18	0.873	S	 	 	G5III
104.5154546534	0.3694014561	33525	7.51	104.51548297	0.36942897	8.54	0.317	S	 	 	A2
249.0722622731	40.3828106206	81296	9.32	249.07227309	40.38283444	2.82	1.098	 	 	 	K0
16.3681133057	81.961484351	5108	7.96	16.36788457	81.96149349	3.78	0.024	S	 	 	A0
292.211104602	-16.5174294592	95779	8.41	292.21106698	-16.51743923	2.05	1.75	 	 	 	M0III
100.7707143579	44.5244499127	32173	5.04	100.77086794	44.52452351	10.66	1.479	S	 	 	K5III
82.0638983968	-37.2307666299	25608	5.56	82.06386207	-37.2309313	11.1	0.026	S	 	 	A0V
186.8534473836	-63.788986273	60771	6.02	186.85352338	-63.78895978	4.96	0.052	S	 	 	B8IV
202.0251323776	18.2897395366	65692	8.54	202.02523252	18.28977337	5.81	0.321	S	 	 	F2
264.2378837094	68.7579696599	86201	4.77	264.23787472	68.75718933	42.62	0.43	S	 	 	F5V
247.0337203782	-51.2748271178	80661	8.4	247.03372201	-51.27480009	1.64	0.007	 	 	 	B9IV/V
279.8923308442	26.5873941869	91492	8.23	279.89237406	26.58741893	3.63	0.4	 	 	 	F0
129.9635515842	-39.7710770171	42500	8.45	129.96363042	-39.77108934	1.56	0.977	 	 	 	K0III
220.463489998	-30.9331562512	71853	6.38	220.46353219	-30.93311972	3.02	-0.083	S	 	 	Asp...
138.6150960594	44.8801145112	45348	9.37	138.61513139	44.88012873	2.21	0.374	 	 	 	F2
92.0183333159	50.5831082832	29080	8.31	92.0181544	50.5832827	12.99	0.461	 	 	 	F8
314.9507541173	-37.0317914464	103631	9.71	314.95076998	-37.03174512	4.9	0.311	 	 	 	F2V
187.9043738814	10.267354811	61129	8.55	187.90484587	10.26760161	17.54	0.71	S	 	 	G5
288.3576978544	-14.4470593486	94454	7.64	288.35760062	-14.44691405	11.7	0.474	S	 	 	F5V
121.5085446447	36.2724332915	39638	7.07	121.50859059	36.27253992	10.66	0.397	S	 	 	F2
132.5375380632	-34.2297029075	43377	8.27	132.53757628	-34.22972172	2.14	-0.002	 	 	 	B9.5V
69.9323413426	-3.3816362783	21714	9.15	69.93234704	-3.38164182	2.06	0.26	 	 	 	A0
193.2408656297	-7.1257409571	62851	9.11	193.24083871	-7.12572528	3.17	0.781	 	 	 	G5
196.1396470977	-52.178224961	63799	9.4	196.13969268	-52.17830252	8.56	0.737	 	 	 	G3/G5V
62.1527605657	33.7290636879	19336	7.95	62.15280414	33.72905224	7.16	1.113	S	 	 	G5
120.1260486567	-17.0339257546	39156	7.65	120.12603254	-17.03382914	2.78	1.03	S	 	 	K0III
17.5476718735	15.6739116771	5483	6.07	17.54762035	15.67397125	5.85	1.535	S	 	 	M0III
127.8332156755	-84.6850335297	41796	8.91	127.83305273	-84.68503387	1.29	1.158	 	 	D	K1III
219.0740805779	63.4655729107	71416	8.08	219.0741648	63.46553356	6.22	0.367	S	 	 	A3
44.9473679989	61.2899443383	13959	6.84	44.94738166	61.28994463	1.76	0.157	S	 	 	B1V
163.5046884258	-4.0416294439	53297	8.27	163.50475073	-4.04155818	7.24	0.466	S	 	 	F5
237.1489060686	-65.2334008399	77444	8.48	237.15058671	-65.23268245	29.35	0.898	 	 	 	K1V
281.4141103494	-26.9907783062	92041	3.17	281.41397083	-26.9907794	14.14	-0.107	S	 	 	B8.5III
156.5111672042	39.2672211478	51065	7.23	156.51114617	39.26725537	4.07	1.367	S	 	 	K5
26.5569504773	-42.3819417215	8253	8.11	26.55696025	-42.3818751	1.67	1.579	S	 	 	M1III
91.5036988936	12.4793419124	28894	7.7	91.50369155	12.47936702	2.77	-0.3	S	 	 	B9
308.1121467423	27.5142548662	101353	8.11	308.11216113	27.51425421	3.47	0.847	 	 	D	G8III
115.1962540709	-71.762929625	37403	7.05	115.19632964	-71.7629655	5.24	1.022	S	 	 	G8III
273.8611492687	-48.8515792993	89460	6.58	273.86115625	-48.8516309	10.56	0.891	S	 	 	G8III/IV
279.162811389	6.6718052751	91237	5.43	279.16288632	6.67215598	31.53	0.386	S	 	 	F3V
3.4137114549	-28.3007205579	1094	10.96	3.41311626	-28.30071283	11.12	0.952	 	G	 	
294.4863065493	49.2844161187	96572	6.47	294.48617077	49.2840624	6.48	0.99	S	 	 	G6V
260.2602871024	-47.8985849749	84898	11.87	260.26025636	-47.89858602	2.54	1.732	 	G	 	M2
266.2112149719	-0.1346118764	86862	8.47	266.21122834	-0.13461455	1.54	0.303	 	 	 	A0
230.0393077459	-62.186062505	75051	8.32	230.03933426	-62.18604063	1.37	0.068	 	 	 	B9.5III
194.9849917058	-50.9097406211	63435	9.21	194.98510673	-50.90971826	6.33	0.489	 	 	 	F5V
111.7682540104	24.1561244115	36180	10.95	111.7683136	24.15650929	15.2	1.194	 	G	 	M0
216.2021581187	33.0910640007	70467	9.65	216.20214576	33.09107715	10.11	0.621	 	 	 	G4III
305.0197688074	-51.6580672793	100260	8.46	305.01967023	-51.65803138	5.21	1.03	 	 	 	G8III
144.3683362952	-36.0959940857	47224	5.96	144.36841333	-36.09599061	9.67	1.118	S	 	 	K2III
197.9315473555	-37.3975232871	64381	8.32	197.93156045	-37.39750061	2.03	0.05	 	 	 	A0V
46.4054834446	-39.3018618944	14389	8.19	46.40547198	-39.30189145	2.22	1.182	S	 	 	K0III
164.8583989193	-21.0468708116	53715	8.23	164.85831204	-21.04684077	2.93	1.158	 	 	 	K0III
105.8816587077	-77.9431353075	34020	8.21	105.88213846	-77.94317986	5.38	0.563	S	 	 	F7V
115.0182847206	-30.169064421	37357	7.11	115.01830336	-30.16907548	0.93	1.059	S	 	 	K2II:+...
142.5373390415	-67.2014660496	46600	7.91	142.53750288	-67.20158014	5.91	1.249	 	 	 	K2III
297.54068932	-10.0071278601	97592	6.75	297.5406425	-10.00715219	6.12	0.9	S	 	 	G5
271.9514714704	13.0711116569	88814	6.61	271.95145605	13.0710909	5.01	0.053	S	 	 	A2Vn
233.834988495	59.6790022642	76317	7.79	233.8351246	59.67891999	4.03	1.319	S	 	 	K5
275.2542509398	28.8699537954	89935	5.12	275.25423981	28.86983516	11.79	0.212	S	 	 	A7V
145.3377999438	4.7021892493	47526	8.04	145.33777819	4.7022216	3.63	0.995	 	 	 	K0
69.167958994	-22.2796700993	21472	8.29	69.16797457	-22.2797042	2.19	0.114	S	 	 	A0V
133.637613576	15.6819483237	43742	8.7	133.63768964	15.68195773	4.5	0.362	S	 	 	F2
191.1541190466	33.345621443	62181	12.44	191.15341249	33.34581307	25.73	2.1	 	D	 	
259.8911558762	-41.9379418304	84766	9.32	259.891158	-41.93789757	2.87	0.567	 	G	 	F5
262.5608981274	29.5074816199	85651	7.95	262.56091885	29.50743804	1.93	1.323	 	 	 	K3III
11.2492909044	33.6945708259	3528	8.92	11.24920753	33.69454776	3.11	0.254	 	 	 	A
38.3189225924	-75.893499536	11886	6.86	38.31800133	-75.89357401	13.39	0.45	S	 	 	F5V
66.1207956421	-60.6588959616	20578	9.21	66.12049277	-60.65908258	4.42	0.817	 	 	 	G8IV
32.4519557519	-40.8665006917	10096	6.49	32.45179984	-40.86644598	14.68	0.43	S	 	 	F3V
269.9081301917	-56.2555254942	88104	7.23	269.90813728	-56.25551689	5.66	1.673	S	 	 	M1III
80.5399404797	-46.2799057576	25080	9.21	80.5399185	-46.2799454	8.17	0.552	 	 	 	G0V
46.9141788699	36.6176219371	14532	7.36	46.91345143	36.61815129	23.44	0.672	S	 	 	G0
90.711184734	43.5095597694	28639	8.3	90.71115102	43.50956745	0.86	1.671	 	 	 	K5
77.717483722	-23.5741852718	24123	8.58	77.71751276	-23.57420406	5.99	0.287	 	 	 	A7IV
58.7070827319	5.5837665806	18308	8.3	58.70712017	5.58380615	2.87	0.351	S	 	 	A2
234.8634301997	2.6985956331	76678	10.35	234.86340066	2.69862689	7.17	0.694	 	G	 	G0
271.4951386107	25.6833280072	88651	8.44	271.49509322	25.68332791	9.07	0.521	 	 	 	F6V
48.8402668546	-70.294974294	15155	10.26	48.83874809	-70.29565804	20.05	0.942	 	 	 	
315.0721507838	61.4973042062	103669	7.68	315.07237642	61.49736813	4.52	1.024	S	 	 	K0
140.7720783252	-53.6156658093	46015	8.36	140.77215806	-53.61570166	3.09	1.036	 	 	 	G8/K0III
136.6842649588	35.3301577579	44720	9.09	136.68437093	35.33020056	4.7	0.385	 	 	 	F8
78.0410093598	-62.0399736013	24233	8.53	78.04047017	-62.04006696	10.91	0.56	S	 	 	F7V
54.9465914124	-6.7771671193	17101	6.96	54.94649566	-6.77720997	9.1	0.13	S	 	 	A2
102.8897346781	-58.3282710049	32924	8.36	102.88973815	-58.32829305	0.99	-0.045	 	 	 	B8IV
107.2115540485	23.2715515806	34493	8.96	107.21155471	23.27153865	1.19	1.094	 	 	 	K0
177.6224109113	-6.2108908657	57745	8.3	177.62239832	-6.21089089	1.06	1.141	S	 	 	K2
39.4147600108	65.3405530223	12243	8.19	39.41468958	65.34056588	1.76	0.442	 	 	 	B8
104.573012484	3.8957910737	33545	7.05	104.57301302	3.89580223	3.08	1.34	S	 	 	K0
215.0861211321	26.9883432292	70071	9.55	215.08610313	26.9883565	2.06	1.03	 	 	 	G5
176.2862714041	21.5460339657	57318	9.54	176.28626184	21.54606549	0.58	1.24	 	 	 	K
271.7534571293	65.887958746	88744	7.99	271.75351847	65.88794793	5.02	0.037	S	 	 	A2
258.8051541338	-26.5305587299	84391	7.63	258.80513979	-26.53062365	7.17	1.249	 	 	 	G8III/IV
139.6764851618	-51.5606513931	45675	5.83	139.67650557	-51.5606599	0.17	0.474	S	 	 	B7Iab
94.8088124931	29.925583631	30036	8.84	94.8088068	29.92559119	5.49	1.082	 	 	 	G5
140.9363179585	-53.271579683	46074	8.34	140.93624728	-53.27150419	6.44	0.48	 	 	 	F6IV
131.1781386386	-74.7880350111	42915	6.66	131.17817847	-74.7880599	8.03	1.22	S	 	 	K2III
20.5329660647	33.51117845	6392	10.26	20.53295455	33.5111837	1.07	1.037	 	G	 	K0
223.5081230078	-31.6288920963	72905	7.98	223.50823759	-31.62889827	4.53	0.47	S	 	 	F2/F3V
39.7041438953	21.96140834	12332	5.45	39.70416245	21.96144509	9.41	0.168	S	 	 	A7V
102.6750574503	-22.9939441324	32836	9.25	102.67507052	-22.99396224	5.42	0.068	 	 	 	A0V
307.3401600971	-34.1113116335	101072	8.53	307.3401025	-34.11129688	3.8	0.967	 	 	 	K0III
88.1351705031	-14.5570646997	27765	7.8	88.13519117	-14.55705279	2.14	0.986	 	 	 	G8III
7.5787929206	-28.4576229203	2375	10.3	7.57896745	-28.45750691	7.11	0.57	 	 	 	F8
202.4572907015	-50.2616033254	65843	9.04	202.45731454	-50.26160894	1.65	0.921	 	 	 	G6III
172.5694864211	88.7497562478	56124	9.46	172.57914219	88.74971621	6.52	0.576	 	 	 	G0
235.4200941877	-46.8793369796	76858	8.42	235.42012235	-46.87932174	2.87	1.357	 	 	 	K1III
17.6781306947	59.5703675977	5523	9.15	17.67763655	59.5703623	5.75	0.537	 	 	 	F5V
82.9480063583	48.9348666364	25910	7.5	82.94802582	48.93486581	3.53	0.06	 	 	 	B8
132.7117875961	12.9847885879	43441	8.88	132.7118299	12.98481739	3.33	1.522	 	 	 	K5
232.4936250817	25.5086286675	75883	7.62	232.49363817	25.50860898	2.12	1.449	S	 	 	K4III+...
229.8381334195	29.2061732701	74981	10.25	229.83853111	29.20521342	34.86	1.26	 	 	 	K7
56.9041896961	-76.4708865743	17711	8.39	56.90391198	-76.47095288	2.96	1.131	 	 	 	K1III
259.3355889033	-30.1644493264	84576	6.96	259.33566014	-30.164431	6.15	0.82	S	 	 	K1/K2III+..
202.0658981516	49.3538236693	65703	9.36	202.06581789	49.35397502	4.9	0.536	 	 	 	K0
69.707498801	-69.4541126548	21635	8.11	69.70740129	-69.45417495	3.02	1.552	 	 	 	K5III
305.3863454665	39.8293320744	100391	8.92	305.38635762	39.82934238	3.37	0.92	 	 	 	B2Ib
78.1213385924	-0.5095311578	24266	8.89	78.12134411	-0.50951638	3.91	0.04	 	 	 	A0V
254.25576224	12.9636410675	82946	7.84	254.25580045	12.96366163	3.81	1.503	 	 	 	K2
147.7008563007	-82.910190935	48294	8.29	147.70137008	-82.91026322	7.61	0.362	S	 	 	F0IV
49.0354324177	41.8602449019	15216	8.61	49.03543963	41.86028452	6.3	0.309	 	 	 	A5
88.3183549677	-10.6926876179	27824	9.96	88.3184243	-10.69274092	3.41	0.43	 	G	 	F2
264.7915274802	-52.2944621658	86393	9.51	264.79147081	-52.29441827	11.32	0.51	 	 	 	F7/F8V
297.2537416748	44.3792037258	97498	7.16	297.2537379	44.37920008	0.56	-0.049	S	 	 	B8+...
227.9225777388	40.7464226304	74351	9.32	227.92265326	40.74635737	5.02	0.66	 	 	 	G
116.8599714793	34.1599492718	38013	8.02	116.85997004	34.15997681	2.09	1.584	 	 	 	K0
11.2530813769	-27.8531158924	3529	9.31	11.25312231	-27.85311125	2.26	1.195	 	 	 	K1/K2III
71.9224141011	-0.0888438397	22270	7.99	71.92240049	-0.08877593	5.97	0.417	S	 	 	F4III
181.3641476529	10.9606684038	58968	7.91	181.36414795	10.96065506	14.12	0.463	S	 	 	F2
136.6797559338	59.3445201644	44717	6.44	136.67982863	59.34455497	2.88	0.045	S	 	 	A2V
274.132197063	-4.0370283929	89562	8.71	274.13220871	-4.03703357	1.19	0.394	 	 	 	A0
254.6948921635	23.8001687357	83095	8.77	254.69490696	23.80010926	3.99	0.577	 	 	 	G0
272.9264003128	0.8118995014	89151	9.71	272.92637547	0.8119083	4.58	0.302	 	G	 	A2
309.4649148323	31.6202670283	101805	9.7	309.46497306	31.62033907	3.88	1.058	 	G	 	K0
20.5605209124	-33.5857945408	6403	10.34	20.56033929	-33.58590185	2.63	0.406	 	 	 	G0
239.5310883846	-69.7955044967	78201	10.49	239.53110816	-69.79547708	5.82	0.323	 	G	 	F0IV/V
66.6992004055	44.2574565947	20750	10.31	66.69920441	44.25746481	2.39	0.428	 	G	 	A2
249.4033972818	28.8361178162	81408	7.66	249.403425	28.83624141	4.23	0.94	S	 	 	G8III
210.6766732918	-41.8323729119	68610	9.75	210.67675804	-41.83234603	4.08	0.46	 	G	 	F3V
125.8295630752	-36.2870136824	41111	11.05	125.82956992	-36.28702654	0.14	0.09	 	G	 	
194.4331541737	-14.4635073585	63257	9.11	194.4340298	-14.46356844	43.13	1.118	 	 	 	K4V
229.6231146889	48.6567717183	74905	9.16	229.62307771	48.65683676	3.67	0.377	S	 	 	F5
309.9830041012	-27.7173074836	101976	7.57	309.98292986	-27.71724881	4.19	0.915	S	 	 	G8III
28.8318365527	-60.3124840999	8957	6.43	28.83206122	-60.31238593	18.23	0.409	S	 	 	F2V
203.7074826282	47.3762071663	66262	10.19	203.70869094	47.37624944	22.61	1.165	 	 	 	K5:
14.6130157023	-37.0616931782	4568	9.67	14.6126901	-37.06169838	10.99	0.45	 	 	 	G8V
312.4532876537	-6.6969264394	102820	7.91	312.45323215	-6.69696737	11.87	0.531	S	 	 	F8
180.3277359122	23.1177723482	58622	10.76	180.32762962	23.11797056	8.2	0.766	 	G	 	G5
23.4008181673	16.1303726155	7265	8.77	23.40086872	16.13044281	4.97	0.184	 	 	 	A2
159.896372038	47.7751065677	52177	8.07	159.89658987	47.77516862	10.09	0.384	S	 	 	F2
39.7030204852	30.5403491939	12331	8.55	39.70300344	30.54045993	5.96	1.172	 	 	 	K0
142.9971015016	-28.2266016027	46777	8.43	142.99720528	-28.22616595	22.72	0.707	 	 	 	G5V
70.425129114	-12.4757855589	21837	6.64	70.42514639	-12.47582192	6.22	0.127	S	 	 	A2IV/V
301.1114546634	73.9094554532	98853	6.91	301.11134592	73.90940954	6.43	0.909	S	 	 	K0
80.0438930225	27.6461700506	24896	10.3	80.04385974	27.64621137	3.06	0.544	 	G	 	F0
133.16146266	-29.990380996	43591	8.41	133.16144571	-29.99037018	1.72	0.996	 	 	 	K0III
271.6267112598	40.3609728037	88703	7.44	271.62672118	40.36098921	4.03	0.093	S	 	 	A0
150.623191989	14.5569984079	49198	7.99	150.62283023	14.55750462	3.78	0.119	S	 	 	A1V
61.3010745282	27.6097138962	19068	7.94	61.30102938	27.60978674	4.96	0.137	S	 	 	A2
295.1066646535	26.3159473781	96788	7.86	295.10665096	26.31592876	3.36	0.058	S	 	 	B8
115.552970345	50.566065598	37535	9.03	115.55305074	50.56614848	5.2	0.316	 	 	 	F0
120.0944830402	32.1227685566	39143	10.26	120.0945543	32.12326264	16.97	0.86	 	G	 	
267.0843433601	3.8042146311	87150	6.22	267.08430782	3.80419752	1.32	0.135	S	 	 	B9.5V
54.6516077053	74.7379915975	16997	7.49	54.65151297	74.73786691	3.91	1.03	S	 	 	G8III
