_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS	Plx	B-V	Survey	Chart	Notes	SpType
193.6234683897	44.9959720531	62995	10.44	193.62348176	44.99594731	4.47	0.909	 	 	 	G7III
233.9970018343	-53.2783799132	76379	8.44	233.99740577	-53.2782334	10.16	0.916	 	 	 	K0III
291.8269556382	-23.3471973057	95645	7.95	291.82697454	-23.34714833	4.54	1.018	 	 	 	G8III
148.4928489465	10.2588491755	48540	7.9	148.49293977	10.25882312	1.95	1.335	S	 	P	M...
227.0523602987	-7.9131996895	74067	8.0	227.052749	-7.91211503	28.29	0.598	S	 	 	G0V:
155.0099413506	-53.6205139456	50586	8.93	155.00997106	-53.62050714	1.62	1.38	 	 	 	K2/K3III:
7.3283602813	-45.6770674689	2297	8.72	7.32841187	-45.67706883	5.64	0.267	S	 	 	A2III
271.448185634	20.7703481871	88632	7.64	271.44815444	20.77042001	6.2	0.382	S	 	 	F0
224.9287725351	-36.8912214061	73379	7.48	224.92880639	-36.89119817	4.95	1.226	S	 	 	K1III
16.1138977233	-13.9225611343	5033	11.01	16.11361929	-13.92256794	8.51	1.019	 	G	 	
178.4490688524	-73.4271566807	57999	9.15	178.44879941	-73.42720291	10.3	0.51	 	 	 	G0V
46.2547072037	43.1786728832	14347	8.91	46.25471197	43.17869347	1.87	0.173	 	 	 	A0
192.3869147786	33.5143010318	62593	9.97	192.38689513	33.51427607	4.96	0.96	 	 	 	K0III
277.7409115802	41.1064615311	90747	7.27	277.74099203	41.10640592	11.52	0.443	S	 	 	F5
286.0990726987	38.1075889017	93665	7.92	286.09907205	38.10753611	3.31	0.817	S	 	 	G5
274.1186499412	-46.5547468107	89557	7.85	274.11864828	-46.55472846	3.75	-0.031	S	 	 	B9II/III
65.3046818393	0.8637644601	20322	7.84	65.30458271	0.86376954	4.96	0.62	S	 	 	F8
213.5070721278	-0.2323877285	69529	10.32	213.507158	-0.23235285	4.55	0.5	 	 	 	F5
271.9791927085	32.1260709498	88825	9.55	271.97943135	32.1256142	14.28	0.7	 	 	 	K0
125.2888347672	-52.5874589532	40929	7.02	125.28892214	-52.58740954	6.05	0.253	S	 	 	A6/A7II/III
74.31314695	-31.8851884257	23036	9.76	74.31335843	-31.88510603	10.51	0.637	 	 	 	G5V
86.965179838	13.4458419965	27373	8.73	86.96518781	13.4458375	6.41	1.073	 	 	 	K0
43.5269575615	-50.8714018328	13518	6.22	43.52696642	-50.87141943	2.93	1.571	S	 	 	K4III
60.8157204058	-21.4174330649	18917	7.63	60.81570602	-21.41749711	7.58	0.933	S	 	 	K0III
251.3828702911	42.4471992646	82041	8.15	251.38292688	42.44709215	11.78	0.486	S	 	 	F5IV
119.0280844124	68.25516981	38762	7.78	119.02809983	68.25520831	1.18	1.564	 	 	 	K5
255.6731005334	26.5967095335	83397	8.94	255.67314484	26.59666503	5.95	0.905	 	 	 	K0
277.6516942186	-31.4143080065	90725	9.81	277.65169513	-31.41430701	0.93	0.768	 	G	 	G2
187.7428034418	46.9601291389	61069	9.35	187.74283097	46.96014625	5.76	0.94	 	 	 	G8III
229.9578562731	-6.4835050656	75026	9.37	229.95786892	-6.48350351	3.56	1.072	 	 	 	G8
211.8970799974	30.978122856	69001	8.43	211.89711447	30.97809629	2.81	1.09	 	 	 	K0III
10.499143664	-55.782127196	3290	7.65	10.4993239	-55.78205146	10.33	0.492	S	 	 	F7III/IV
166.9910571383	32.3495899581	54403	10.03	166.99104399	32.34969209	5.61	0.544	 	 	 	F8
117.9602510768	21.6538843562	38390	10.3	117.96027171	21.6539012	0.32	1.12	 	G	 	G5
258.6412467537	30.9558970664	84341	8.86	258.64130701	30.95579299	9.84	0.521	 	 	 	F8
259.0453630219	-38.3366814693	84475	8.27	259.04536516	-38.33666832	3.25	0.06	 	 	 	B7V
153.1077483162	-66.6914763867	49996	7.5	153.10776656	-66.69146647	2.25	1.445	 	 	 	K3III
245.0580631041	80.0425994701	80034	9.02	245.05775991	80.04253963	8.69	0.7	 	 	 	F8
251.466074579	46.0446899468	82075	7.48	251.46604667	46.04470786	2.97	1.211	S	 	 	K0
310.750732612	26.8093725821	102238	10.79	310.75108386	26.80998377	16.81	1.083	 	G	 	K3
249.4552858124	-54.8587141997	81427	7.7	249.45532483	-54.85867079	3.69	0.015	S	 	 	B7III/IV
214.7407320231	29.8452325471	69961	9.21	214.74077131	29.84525362	0.36	1.55	 	 	 	M0
32.9915819182	4.3616028512	10258	9.7	32.99193898	4.36179382	20.55	1.04	 	 	 	K7V:
189.3299203887	79.2154822457	61597	6.99	189.33175023	79.21544589	27.94	0.633	S	 	 	G0
83.1786476549	-48.509641546	25983	9.21	83.17863918	-48.50955548	8.37	0.609	 	 	 	G2V
314.0084075345	15.3919361925	103328	8.2	314.00839498	15.39194713	2.81	-0.038	S	 	 	A0
64.064985849	-29.7404971957	19910	9.87	64.06496645	-29.74051647	0.06	1.0	 	 	 	K1/K2
134.7525364303	63.4285882816	44107	7.17	134.75266222	63.42864749	4.98	0.91	S	 	 	G5
36.871892875	30.9735037222	11437	10.12	36.87166751	30.97367408	23.66	1.205	 	G	 	K8
42.8409415805	-55.0747237835	13315	8.33	42.84089297	-55.07477728	10.31	0.66	S	 	 	G3Vw
285.3239666452	21.5138567336	93395	7.05	285.32396142	21.51386806	2.19	0.074	S	 	 	B1V
233.5968899239	76.450750614	76239	7.65	233.59681004	76.45074393	3.04	0.076	S	 	 	A2
152.5600175112	-48.0140822329	49823	6.82	152.56013378	-48.01404716	4.96	0.886	S	 	 	G6III
102.6900404263	-36.9829148829	32843	8.15	102.69003784	-36.98295331	1.59	1.008	 	 	 	K0III
53.0543016646	-32.3080068493	16480	7.95	53.05432677	-32.30796395	4.4	0.246	S	 	 	A7V
67.4122520664	5.1642680742	20958	6.93	67.4122097	5.16430847	4.27	1.74	S	 	 	M3II
104.7668364834	-58.5148131292	33616	8.39	104.76687376	-58.5148509	3.46	0.401	 	 	P	Fm...
176.6294666425	-40.5003539063	57443	4.89	176.63436255	-40.50133452	108.23	0.664	S	 	 	G3/G5V
97.5406421739	56.1266875349	30985	8.92	97.54062835	56.12669908	6.34	0.409	 	 	 	F5
180.304745045	30.6383055683	58615	7.84	180.30506861	30.6384296	11.09	0.563	S	 	 	F8
221.6168263568	-36.4577490965	72248	9.35	221.61720232	-36.45751292	13.89	0.734	 	 	 	G6V
161.169790006	9.5769726537	52554	10.63	161.17019292	9.57690139	16.25	0.967	 	G	 	
83.0493849626	-53.8049303771	25944	8.52	83.04934117	-53.8049392	3.11	1.05	 	 	 	K0III
116.4283317233	-5.6784758024	37864	7.1	116.42838011	-5.67848866	4.09	0.046	S	 	 	A0
112.5313727594	-56.3187694707	36461	8.01	112.53139498	-56.31880362	2.48	1.541	 	 	 	K3III
143.5608865135	-3.1577610454	46953	8.27	143.56069708	-3.15761441	10.87	0.48	S	 	 	F8
105.0954447883	-43.5006893332	33725	8.16	105.09534919	-43.50061892	5.03	1.197	 	 	 	K2III
279.1744140594	-17.2068212743	91246	7.84	279.17440808	-17.206823	1.04	0.681	S	 	 	F0IV
64.6361265338	-58.4171031896	20101	8.38	64.63613201	-58.41709495	2.95	1.104	 	 	 	K0III
16.2838203015	50.9259008103	5083	8.7	16.28382543	50.92593722	4.38	1.1	 	 	 	K0
211.9230217509	-49.8676075331	69012	6.45	211.92316233	-49.86786612	24.74	0.66	S	 	 	G3V
114.3551240822	-33.5074836637	37099	9.55	114.35514816	-33.50745632	3.57	-0.105	 	G	 	B3/4V + B8/9
246.3421925899	-63.1252168655	80455	6.14	246.34229561	-63.12523806	7.61	0.029	S	 	 	A1V
244.8212161685	-58.09132146	79961	7.67	244.82119474	-58.09134771	1.11	1.841	 	 	 	M0III
306.4010749447	43.6778359326	100749	9.43	306.40105552	43.6778257	2.28	0.003	 	G	 	B8
173.3033996253	18.8210875676	56360	8.16	173.30367151	18.82100629	12.44	0.46	S	 	 	F5
170.6773634812	-16.1662161333	55550	8.1	170.67748032	-16.16620155	6.01	0.164	S	 	 	A0V
210.4888661096	32.8377797969	68546	8.89	210.48882697	32.83781154	2.67	0.952	 	 	 	K0
144.8643138527	42.2858762524	47399	8.77	144.86432913	42.28588911	12.27	0.591	 	 	 	F8V
8.0294628479	-12.2950808461	2532	8.27	8.02934093	-12.29501561	13.78	0.58	S	 	 	G1V
285.2323833292	68.7161840421	93355	8.82	285.23239036	68.71622174	2.47	0.003	S	 	 	A0
242.1924079496	44.9349059897	79101	4.23	242.19249715	44.93481883	14.27	-0.045	S	 	P	B9MNp...
293.8825330646	53.5458382747	96359	7.38	293.882485	53.54576599	7.51	0.283	S	 	 	F0
105.4004747354	-33.3588352831	33849	8.53	105.40048073	-33.35881754	2.54	1.046	 	 	 	K0III
256.6669803255	-47.8519123911	83720	9.14	256.66704324	-47.85183578	7.12	0.627	 	 	 	F7
5.1181883922	-61.7011439297	1633	8.43	5.11822787	-61.70114427	4.55	1.016	 	 	 	K0III
194.0721961176	15.5724675618	63141	9.74	194.07241465	15.57247568	5.41	0.589	 	 	 	F8
242.5044980983	-79.0351439097	79215	8.07	242.5044282	-79.0351075	2.15	1.394	 	 	 	K1III
121.3110864431	31.9338481833	39579	9.23	121.31117411	31.93391585	1.96	0.485	 	 	 	F0
28.9272602686	81.9589571231	8979	6.85	28.92661563	81.9589877	1.99	1.641	S	 	 	K5
57.431376252	23.7118550774	17900	6.17	57.43133245	23.71196331	8.58	-0.046	S	 	 	B8V
254.807874848	-37.572233854	83124	8.99	254.80787678	-37.57222717	2.59	1.284	 	 	 	K1III:
226.880041995	64.7195755156	74013	7.24	226.88030426	64.71950537	5.8	1.126	S	 	 	K0
163.9314412531	60.4693684832	53425	9.29	163.93161863	60.4693854	7.21	1.014	 	 	P	K0/K1III-IV
217.6686051723	-22.4609154619	70945	6.92	217.66864223	-22.46090783	3.61	0.167	S	 	P	B8Ve
169.7016304865	35.4893591662	55243	6.67	169.70157762	35.48935676	4.17	1.118	S	 	 	K0
148.5735300739	-35.791663691	48564	8.94	148.57360064	-35.79168525	1.94	1.019	 	 	 	K0III
270.8221126544	-8.2500893981	88431	8.6	270.82205656	-8.25007778	7.15	0.329	 	 	 	A0
103.6784387666	24.2455586116	33212	6.84	103.67853817	24.24579282	32.23	0.582	S	 	 	F8
161.3945837114	-7.5806441144	52617	9.3	161.39458072	-7.58062292	1.62	0.04	 	 	 	A0
85.8893627651	-7.2922751701	26987	9.53	85.88936845	-7.292275	3.52	0.04	 	 	 	A0
133.1608552873	-48.3590971779	43589	5.92	133.16090445	-48.35909798	3.0	-0.148	S	 	 	B3Vn
280.4736510625	2.1979918335	91695	8.56	280.47362275	2.19800333	1.43	0.056	 	 	 	A0
189.4642328588	-32.4516671871	61627	8.54	189.46429421	-32.45161826	5.98	0.617	 	 	 	G1V
166.7157135121	6.6981643319	54331	7.74	166.715873	6.69819695	5.02	1.183	S	 	 	K2
163.2358658276	-17.2771341833	53206	7.13	163.23630827	-17.27731509	25.94	0.679	S	 	 	G6V
114.9445585404	7.841344784	37328	8.01	114.94457228	7.8413311	2.3	1.37	 	 	 	K0
18.5049633376	-13.4752536757	5764	6.88	18.50485624	-13.47532545	14.68	0.312	S	 	 	F0IV/V
105.8940510888	2.4373139171	34026	6.99	105.89405177	2.43731749	0.58	0.843	S	 	 	G0Ib
94.4447790164	40.1886247694	29904	7.47	94.44477943	40.18863245	1.32	-0.024	S	 	 	B9
295.1414809374	-21.2531400731	96792	8.19	295.14132913	-21.25305391	16.62	0.617	S	 	 	G5V
214.5853836109	-57.9349047818	69898	9.99	214.58539057	-57.93489732	0.54	0.252	 	G	 	B9II/III
300.4364368792	-59.3758933976	98608	4.95	300.43634274	-59.37582804	7.52	1.356	S	 	 	M6III
240.0900027836	58.4451146431	78404	11.19	240.08998885	58.4452019	3.25	0.557	 	G	 	F8
299.0368500458	4.3045209131	98096	9.44	299.03716445	4.3049055	9.13	0.712	 	 	 	G5
265.0633623155	9.6649481175	86479	10.74	265.06337881	9.66511393	3.01	0.838	 	G	 	K8
105.4467074925	-35.5479185967	33864	6.58	105.44673865	-35.54793668	4.64	-0.154	S	 	 	Ap Si
279.1980034683	-15.9454650736	91251	7.01	279.19798954	-15.9454624	2.61	1.924	S	 	 	K3/K4III
203.1447464198	65.3391378121	66062	9.21	203.14476541	65.33908976	7.79	0.63	 	 	 	G
45.3332358607	-24.0129049307	14072	9.26	45.33323312	-24.01289883	2.85	0.903	 	 	 	G8III/IV
216.9242747457	-41.213731316	70707	8.68	216.9243204	-41.213731	7.72	0.543	S	 	D	F5V
298.2255014704	18.8116126944	97840	8.34	298.22552838	18.81167375	3.97	1.209	 	 	 	K
60.4590362042	7.6048888662	18810	8.65	60.45904231	7.60489521	3.96	0.129	 	 	 	A0
217.4464311892	-19.1775175485	70889	8.93	217.44665641	-19.17764	10.93	0.574	 	 	 	F8V
53.1587581997	55.1852700372	16514	8.87	53.15874364	55.18532594	7.06	0.4	 	 	 	F5
22.8069368632	40.1985115155	7079	8.89	22.80686832	40.19855721	6.39	0.414	 	 	 	F2
311.0313659123	-44.7721257568	102338	8.2	311.03130788	-44.77197392	17.31	0.645	S	 	 	G5V
253.2004293769	49.8517202813	82573	9.2	253.2008221	49.8515464	14.12	0.714	 	 	 	G
168.6887166882	43.3292942943	54915	7.96	168.68855166	43.3295741	10.99	0.626	S	 	 	F8
225.0952892915	-18.6272872119	73433	7.81	225.0951217	-18.62726733	3.13	1.019	S	 	 	G8IV
31.1108118867	21.0333324547	9674	8.94	31.11069723	21.03343692	9.34	0.495	S	 	 	F8
250.3532664646	-42.0605015335	81712	7.54	250.35326342	-42.06049553	2.21	1.595	 	 	 	K4/K5III:
76.9125380383	-43.9698829835	23856	8.24	76.91252892	-43.96991023	1.92	1.383	 	 	 	K3III
99.1144653913	-50.3227594816	31570	7.22	99.11433984	-50.32310919	6.36	0.923	S	 	 	G8IV
279.2796638828	-19.2093976601	91276	7.01	279.27967145	-19.20938174	2.6	1.585	S	 	 	G8Ib
219.4544319617	14.9026930218	71531	9.27	219.45448395	14.90272581	0.68	0.416	 	 	 	F5
66.352165851	-73.3258437467	20639	9.22	66.35120982	-73.32599736	10.32	0.622	 	 	 	G2V
291.2926569656	-47.4567005487	95469	7.8	291.29247306	-47.45668266	11.08	0.403	S	 	 	F2/F3V
176.0694028287	44.4907098415	57242	7.77	176.07004934	44.49064101	13.9	0.476	S	 	 	F5
195.2048011731	38.9265144518	63511	8.69	195.20480939	38.92651224	1.7	1.17	 	 	 	K0V
222.8777857385	-47.0833647759	72672	8.0	222.87794515	-47.08328396	11.96	0.447	S	 	 	F5V
314.6369708522	-55.7978063772	103538	9.61	314.63689661	-55.79779753	6.36	0.548	 	 	 	F6V
174.2557844213	52.3375855972	56658	10.37	174.2565999	52.33772385	18.72	1.146	 	 	 	
281.443245211	7.220077329	92055	9.79	281.44324918	7.22008027	2.19	1.007	 	G	 	F3Ibe comp
228.6662178954	-59.8204905646	74609	7.45	228.6662939	-59.82044995	3.93	1.426	S	 	 	K2III
250.6975658431	-50.4656285746	81822	8.97	250.69757684	-50.46560546	2.18	0.091	 	 	 	B8V
281.2660501646	-21.7564928571	91998	9.35	281.26609973	-21.75643343	6.81	0.534	 	 	 	F6V
282.2628891631	-32.7104178476	92329	6.69	282.26292816	-32.71042949	7.95	1.039	S	 	 	K0/K1III
73.1878827903	14.6231278229	22688	7.51	73.18738028	14.62321982	19.75	0.639	S	 	 	G0
119.2409552196	-42.4064753903	38845	6.09	119.24088448	-42.4065153	4.64	1.361	S	 	 	K3III
41.9496298995	39.5041180604	13057	9.12	41.94952645	39.5041438	6.75	0.47	 	 	 	F5
71.6899015303	9.0174204567	22221	7.24	71.68968243	9.01746112	26.26	0.56	S	 	 	F5
286.4750299529	-8.9079007257	93780	8.03	286.4751554	-8.9076435	8.76	0.483	S	 	 	F5
74.5990367321	51.8262467961	23113	11.8	74.59900767	51.82628306	10.03	1.407	 	D	 	M0
5.7373156691	-20.6565781022	1808	10.38	5.73730624	-20.65646163	6.07	0.3	 	G	 	A8/A9V
212.0595742985	-63.2079503386	69065	6.39	212.05947093	-63.20803604	8.48	1.013	S	 	 	G8/K0III
301.9374142464	-31.753990732	99150	12.19	301.93658522	-31.7521597	68.49	1.56	 	G	 	M
246.6633572027	15.9726378933	80543	6.7	246.66335427	15.97264606	12.52	0.647	S	 	 	G0III
200.5163407212	43.9033788397	65230	6.34	200.51654896	43.90333351	7.12	0.255	S	 	 	A7m
218.5156367572	-16.8195815439	71234	7.18	218.51564115	-16.81956453	6.41	0.136	S	 	 	A2IV/V
75.6814276865	5.830488335	23469	9.27	75.68142087	5.83049446	1.14	0.115	 	 	 	A0
6.4310435085	-50.8380842207	2028	8.37	6.43047312	-50.83812542	13.82	0.402	 	 	 	F0p...
20.0218695081	-20.4708853825	6243	7.48	20.02187602	-20.47089282	1.23	1.614	S	 	 	K5III
168.6571764408	-1.2708236156	54910	6.63	168.65709631	-1.27075381	8.09	1.112	S	 	 	K0
259.7611095214	-20.5684748685	84719	8.78	259.76107894	-20.56848199	6.57	0.418	 	 	 	F2V
73.8226391298	70.6333594663	22879	8.89	73.82166533	70.63400133	12.27	0.57	 	 	 	G0V
150.6148520856	57.2837362547	49195	7.72	150.61479232	57.28378647	8.31	0.491	S	 	 	F5
312.6842799911	55.023763035	102897	7.65	312.68407685	55.02373399	8.51	0.197	S	 	 	A2
86.5549576578	39.0752068971	27228	7.92	86.55497685	39.07525422	5.89	1.0	S	 	 	G5
284.1339199258	46.7662730203	92978	7.09	284.1338942	46.76635493	7.58	0.125	S	 	 	A2
32.666840283	-38.3671858383	10161	7.96	32.66684608	-38.36711088	3.05	1.371	S	 	 	K2/K3III
124.0274010432	-5.242227581	40498	9.38	124.02774956	-5.24253947	13.96	0.582	 	G	 	G0
249.2220573639	47.6436146278	81356	9.9	249.22205455	47.64362785	3.08	0.484	 	 	 	F5
220.7405431821	7.6136393379	71951	8.27	220.74059046	7.61364189	2.06	1.038	S	 	 	G5
250.2296640234	64.5890462236	81660	4.84	250.22966425	64.58908555	4.79	1.212	S	 	 	K1p
59.6415932042	68.3568939779	18574	8.06	59.64170161	68.35690003	7.68	0.302	S	 	 	F0
63.613131078	63.4217407882	19787	9.77	63.6131502	63.4217535	3.11	0.549	 	G	 	B8
81.8650125178	-25.3416569426	25521	9.56	81.86499657	-25.34165721	3.52	1.125	 	 	 	Kp...
249.0101946214	-62.5402315312	81278	7.98	249.01019868	-62.54023525	6.04	0.969	 	 	 	G6III
51.5069950755	-76.6162075904	15994	9.03	51.5069809	-76.61621408	1.26	1.688	 	 	 	K5
304.5283060202	-24.2688625601	100068	8.97	304.52827096	-24.26881689	0.85	1.513	 	 	 	K5
254.5253350109	-32.0677266243	83035	8.79	254.52535483	-32.0677091	2.25	1.0	 	 	 	K0IV
154.8121208079	-61.1080752755	50531	8.11	154.81217056	-61.10808772	0.89	-0.036	 	 	 	B8II
94.0858073558	30.1024791482	29790	6.91	94.08578842	30.10253736	4.07	-0.039	S	 	 	B9
21.7113747895	-19.6424453066	6746	8.26	21.7112057	-19.64245289	4.76	1.038	 	 	 	K0III
281.2128078718	-50.4906273133	91979	8.7	281.2128345	-50.49059873	4.43	0.296	 	 	 	A9IV/V
139.8331984272	-58.9293507001	45726	7.04	139.83308846	-58.92934528	19.14	0.538	S	 	 	F6V
249.4482085871	-65.0464997951	81424	8.04	249.44822806	-65.0464865	17.4	0.563	S	 	 	F8V
11.3374151754	14.3629186299	3550	9.82	11.33674982	14.36305586	13.36	0.76	 	 	 	G8
148.3209828429	19.9378354882	48484	7.41	148.32095086	19.93790945	3.56	1.029	S	 	 	G8III
122.5826677543	-61.8457346881	40014	9.13	122.58267749	-61.84576157	2.13	0.579	 	 	 	F7IV+...
157.5933852368	-57.0773893312	51444	6.62	157.59341028	-57.0773878	1.01	-0.099	S	 	 	B3III
195.9731134965	-70.2684196999	63749	8.58	195.97328239	-70.26840745	0.69	0.081	 	 	 	B9III
137.7446372486	67.4647876154	45081	7.71	137.74551028	67.46516659	13.84	0.444	S	 	 	F5
275.541284381	-55.5641996051	90026	8.04	275.54095054	-55.56420505	9.1	0.461	S	 	 	F8/G0
156.2130857768	-0.4018481	50982	8.05	156.21317797	-0.4017956	13.13	0.554	S	 	 	F8
49.1776242826	15.6572294357	15249	8.76	49.1773421	15.65771754	15.18	0.67	 	 	 	G5
137.008861935	-49.4494866465	44821	8.92	137.00897873	-49.44978315	32.74	0.985	 	 	 	K2/K3IV/V
190.89389428	-72.447671053	62098	8.78	190.89414219	-72.44767239	4.64	0.207	 	 	 	A2V
227.0593191014	1.9754194672	74072	10.36	227.05935456	1.97544912	4.05	0.51	 	 	 	G0
234.6162375175	-55.8263754429	76585	8.55	234.61626599	-55.82635262	2.12	1.05	 	 	 	G8III
240.763073031	-20.4713129633	78622	10.03	240.76306146	-20.47130013	3.66	0.928	 	G	 	G5
81.769846459	-11.9009636164	25486	6.3	81.76980376	-11.90084379	37.26	0.553	S	 	 	F7V:
198.9185970435	54.4030064739	64705	7.65	198.91861479	54.40297546	5.29	1.051	S	 	 	K0
129.5960456538	12.9336406546	42373	8.63	129.59605124	12.93364379	2.71	0.391	 	 	 	F5
128.3405436947	36.4364294686	41975	6.2	128.34098179	36.43642315	26.8	0.402	S	 	 	F5Vbwvar
119.2522043185	36.3389878072	38849	9.54	119.25225848	36.33904721	6.04	0.476	 	 	 	F8
54.4790426077	9.9328346151	16934	7.92	54.47899074	9.93288432	2.22	1.815	 	 	 	K2
154.1283793833	-65.5402287028	50317	8.8	154.1284392	-65.5402393	0.63	0.058	 	 	 	B8/B9V
227.286041738	-50.8600596349	74157	7.97	227.28626719	-50.86005334	9.59	0.869	 	 	 	G6III/IV
147.321792419	-8.8350655648	48184	6.85	147.32189745	-8.83507361	5.06	1.303	S	 	 	K2
59.4357682738	5.7387817868	18528	7.82	59.43571783	5.73885395	9.76	0.504	S	 	 	F8
40.5618824471	45.656707049	12622	9.04	40.56185122	45.65672749	3.35	0.141	 	 	 	B9
127.3569645198	77.0594894575	41636	7.93	127.35772905	77.05957691	10.05	0.363	S	 	 	F0
116.0667131905	-51.7853466289	37726	7.75	116.06674368	-51.78529899	2.49	1.023	 	 	 	G8III
133.5025620859	-42.4857665575	43702	7.16	133.50257817	-42.48577487	0.82	0.241	S	 	 	O9III
8.3297737683	-19.497343374	2627	8.55	8.32973272	-19.49733319	2.18	1.179	S	 	 	K1III
131.1501382505	61.5088089829	42902	9.76	131.1501409	61.50880891	0.03	1.04	 	 	 	K2
5.0933799925	68.8470257719	1629	7.66	5.09270914	68.84700611	10.16	0.337	S	 	 	F2
287.0606781137	-24.6573691547	93993	6.3	287.06066188	-24.65734762	4.85	0.011	S	 	 	B9.5V
109.4500515422	-26.7975556983	35326	6.45	109.45005353	-26.79755949	3.54	-0.153	S	 	 	B5Vn
29.454073654	-21.9014853707	9141	8.07	29.45380158	-21.90136168	23.61	0.651	S	 	 	G3/G5V
78.8102440283	-53.0930063429	24485	8.39	78.8102382	-53.09303252	4.47	0.521	S	 	 	F6IV/V
162.1750675564	-67.3051936411	52868	7.8	162.17513427	-67.30519578	2.31	0.127	S	 	 	B3V
258.0955852662	43.7372517241	84169	7.23	258.09548004	43.73681612	18.28	0.684	S	 	 	G5
110.8976485326	-41.6870156989	35860	8.47	110.89766064	-41.68700306	3.33	1.252	 	 	 	K2III
144.2919455788	-38.69457343	47200	8.54	144.29199363	-38.69460143	0.56	0.02	 	 	 	A0V
19.2734058599	-23.2385601569	5996	8.85	19.27336568	-23.2385639	4.32	0.63	S	 	 	G0V
192.7482145891	31.4761204407	62706	7.89	192.74838051	31.47622442	13.0	0.434	S	 	 	F2V
33.5916100173	-5.270149605	10430	7.83	33.59166213	-5.27005423	7.66	0.32	S	 	 	F2
67.0929123457	3.2105962183	20871	10.03	67.09288121	3.21061751	2.39	0.451	 	 	 	F8
317.1814225669	-29.5335296593	104378	8.72	317.1813703	-29.53349026	4.49	1.018	 	 	 	K0III
239.2229093486	-33.9661339826	78105	5.14	239.2228396	-33.96602225	16.35	0.129	S	 	 	A3V
4.5767864257	-36.5098839014	1469	6.67	4.57672776	-36.50989445	4.58	1.304	S	 	 	K2III
241.0561827865	34.1787910384	78722	6.78	241.05626552	34.17875791	6.96	0.065	S	 	 	A0
161.1390976083	4.0338128047	52542	8.69	161.1392036	4.03384902	6.78	0.437	S	 	 	F0
96.4791337778	63.6401714235	30603	8.42	96.47919257	63.64020567	1.69	1.063	 	 	 	G5
267.897798296	-60.1640562254	87393	5.78	267.89779898	-60.16401809	8.79	1.008	S	 	 	K0III
113.8882779725	3.9875865153	36933	7.42	113.88827941	3.9875923	2.41	-0.101	S	 	 	B9
215.9378212369	87.97463698	70360	9.01	215.93666173	87.97457522	4.44	0.985	 	 	 	K0
134.2811847707	44.4093017859	43954	6.93	134.28103241	44.40927697	7.14	0.917	S	 	 	G8III
233.544586626	-10.0645286608	76219	4.61	233.54383219	-10.06395962	34.54	1.0	S	 	 	K1IV
183.6138632563	8.7823839554	59690	7.5	183.61372858	8.78270282	19.08	0.616	S	 	 	G0
48.2587138291	20.7299080648	14974	8.65	48.25882919	20.73006661	19.2	0.617	S	 	 	G5
105.0162547462	-21.8046522633	33695	9.35	105.01626616	-21.80466043	3.77	-0.07	 	 	 	B5IV
93.8546997538	16.1431751392	29704	5.34	93.85469568	16.14320591	6.8	-0.101	S	 	 	B7V
231.3440890997	-21.9292474582	75504	7.52	231.34416228	-21.92921292	6.23	0.955	S	 	 	K0III
54.8009931558	74.4596351747	17041	8.84	54.80084383	74.45967139	2.16	0.242	 	 	 	A2
290.9715687171	-40.6159399254	95347	3.96	290.97146411	-40.61564629	19.2	-0.105	S	 	 	B8V
18.4700096385	-14.8620520254	5756	9.97	18.46985232	-14.86218189	6.6	0.46	 	 	 	F7V
185.599049265	32.6119432578	60346	9.54	185.59873469	32.61265772	24.9	0.94	 	 	 	K0V
78.6308968868	-45.7912659172	24432	8.72	78.63087524	-45.79126057	4.37	0.312	 	 	 	A9V
60.605972229	-70.2721297461	18842	8.59	60.60590224	-70.27214326	4.27	0.123	 	 	 	B9.5/A0V
264.1531089473	30.785178793	86178	6.04	264.15302243	30.78519255	15.07	0.158	S	 	 	A5V
211.072608042	51.4551279109	68744	8.65	211.07268227	51.45511797	0.76	1.562	 	 	 	K7
94.1306783106	-40.5318594357	29804	8.65	94.13029034	-40.53234686	26.99	0.927	 	 	 	K1IV
123.6496377138	13.0228250945	40375	8.79	123.65069293	13.02258943	54.53	1.186	 	 	 	K5
19.2907836696	2.0152871987	6000	7.26	19.29078992	2.01527123	3.84	1.019	S	 	 	G5
48.4590599707	51.7847705524	15037	7.87	48.45866648	51.78484906	12.28	0.432	S	 	 	F5
128.4093835212	7.6955234758	42000	8.94	128.40932998	7.69567383	6.46	0.452	 	 	 	F5
25.146477076	54.9420248572	7820	7.56	25.14646819	54.94203001	2.37	0.003	S	 	 	A0
39.4968325652	26.2063335769	12270	8.74	39.49681837	26.20632682	1.59	1.557	 	 	 	K5
190.9723419778	72.0706218797	62122	8.12	190.9722301	72.07064322	8.54	0.325	S	 	 	A3
8.8238867515	-18.4240634458	2769	8.36	8.82392582	-18.4240248	5.61	0.441	S	 	 	F3V
267.3626392553	76.9628806989	87234	5.02	267.36223704	76.96227797	31.13	0.518	S	 	 	F6IV-Vs
106.6434964588	64.4201131587	34294	8.39	106.64353896	64.42011294	8.14	0.448	 	 	 	F5
266.7803864405	-38.1121641933	87042	6.41	266.78039682	-38.11209711	8.55	-0.02	S	 	 	A0V
71.1346870734	-18.8963802728	22047	8.63	71.13464823	-18.89639437	6.78	0.414	 	 	 	F3V
